,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460349914,-14.632084005918633,20.768639472098275,-0.15201836485260736,-0.32952686552959404,0.007865017415331226,0.008089459085787691,,,,
1,2453707.380416032,-14.555948943582209,20.0126623975322,-0.3115057222234954,0.4092621084863783,0.006266101180717886,0.006268672972708364,,,,
2,2453967.560622266,-14.414572474483162,21.13360383615134,0.3889362447157885,-0.12583177626662959,0.010644374584182109,0.010337295537316087,,,,
3,2453968.5306230383,-14.416025889250054,21.128100533711237,0.35490029699343034,-0.2708090653332078,0.037765519065976826,0.04104551298838133,,,,
4,2453977.5206302004,-14.428218506182358,21.070842072743822,-0.2986962080848999,0.4204758693391708,0.02020142811309853,0.02163688366269096,,,,
5,2453977.810630432,-14.42856627063208,21.068820272152983,-0.29322157002278354,0.44248693921000876,0.0010017668707626222,0.0010117671058983973,,,,
6,2453978.4406309337,-14.429325203938449,21.064378353953465,-0.2119640004551861,0.470353062500193,0.010135030905060849,0.01050070522480062,,,,
7,2454325.0259892275,-14.209822842665476,21.3890663234063,-0.387418351751446,0.09527666737527986,0.0029536580597636663,0.004266960124087393,,,,
8,2457051.111199258,-12.669033987405713,21.895633591081943,0.40134117367202976,-0.24509465701768632,0.002247832799724929,0.0022259979693281954,,,,
9,2457051.181019334,-12.668846309653215,21.8958836984247,0.39456082396386105,-0.2533167558485992,0.0021767240391122023,0.002246868551571702,,,,
10,2457054.36134279,-12.660292596983865,21.90789394824961,0.05163152445862883,-0.4860013357231619,0.0021741762147251477,0.0024101860380105053,,,,
11,2457054.4320828672,-12.66010591855106,21.908186771029868,0.045987342709435004,-0.4775566799438295,0.002267572440101983,0.0022826463275239977,,,,
12,2458119.224710626,-12.163004746286154,22.513577225788197,0.030989426274099403,-0.47839108321552926,0.0023838456052066807,0.0034241448830865983,,,,
13,2458119.4233008483,-12.162463990128671,22.51324480176448,0.001460700172560535,-0.47010554136841376,0.0027787724309076204,0.004370100922688194,,,,
14,2458121.2022928433,-12.157679386784,22.510540016509854,-0.2546585190066951,-0.245983280623252,0.003849613859334673,0.005852671014800944,,,,
15,2458127.1719695358,-12.14149939539454,22.505709267477346,-0.007894746801216008,0.48043991803264885,0.002818207920366089,0.0034970323057175157,,,,
16,2458128.3640208715,-12.13824714131588,22.50553074719089,0.17343533048604967,0.3481669517603063,0.002337198790843125,0.002184394183912518,,,,
17,2458132.4033354004,-12.127247991466813,22.506913218528013,0.3631833661130096,-0.3610950647120226,0.002284294594580853,0.002287147835296925,,,,
18,2458152.136737532,-12.074677829402251,22.55683254194344,-0.14103259003076768,-0.37034203865671583,0.0023011211979130568,0.002294756752343657,,,,
