,mean,stddev
mass_1,1.0389724145875268e+18,2e+16
mass_2,9.910275854124732e+17,9.910275854124733e+16
sma_2,103500.0,1500.0
ecc_2,0.458,0.01
aop_2,251.20018888897502,0.6
inc_2,150.7160607970257,0.4
lan_2,241.40605848982662,0.4
mea_2,164.5,1.0
