,kboTIME,x,y,z
0,2454044.9858151516,1938295440.1394727,5997444987.067011,-644264114.5768656
1,2454045.235827582,1938649747.810008,5996991718.572899,-644251131.1581128
2,2454045.4858400407,1938996726.8917143,5996540034.58065,-644237997.872433
3,2454045.735852727,1939346140.8650544,5996081685.37991,-644221141.0396643
4,2454045.985865191,1939706938.6757245,5995625676.962607,-644204468.5180153
5,2454046.2358772364,1940069265.1830196,5995180198.846257,-644191520.4550999
6,2454046.4858893147,1940424241.482297,5994736191.943503,-644178358.6120775
7,2454046.7359016174,1940781784.312637,5994285562.072372,-644161476.7723584
8,2454046.985913691,1941150672.456387,5993837455.433918,-644144843.3737386
9,2454047.2359253475,1941520898.768613,5993399905.11441,-644131930.5249664
10,2454047.485937041,1941883755.5567937,5992963713.460523,-644118739.9388561
11,2454047.7359489566,1942249309.7858186,5992520944.200291,-644101833.9020313
12,2454047.9859606363,1942626167.383603,5992080881.014066,-644085240.2616676
13,2454048.2359718997,1943004172.0751035,5991651398.14831,-644072362.0641298
14,2454048.4859832055,1943374789.876741,5991223162.067592,-644059142.1600928
15,2454048.7359947287,1943748234.9277606,5990788396.714875,-644042212.3606644
16,2454048.9860060103,1944132937.690038,5990356520.453978,-644025658.7363828
17,2454049.2360168775,1944518595.7065206,5989935246.309406,-644012814.2702093
18,2454049.4860277907,1944896851.1782887,5989515107.571958,-643999564.1558
19,2454049.7360389186,1945278062.3542702,5989088490.645939,-643982610.7297876
20,2454049.9860497983,1945670481.7004244,5988664945.7361765,-643966097.0827494
21,2454050.2360602645,1946063663.597543,5988252022.307726,-643953285.1542137
22,2454050.486070782,1946449428.8817248,5987840123.225475,-643940003.7031775
23,2454050.736081511,1946838276.829095,5987421799.556646,-643923026.5713496
24,2454050.986091984,1947238279.4552305,5987006730.471426,-643906552.6479471
25,2454051.2361020464,1947638851.0614111,5986602299.594036,-643893771.8691804
26,2454051.486112164,1948031993.5340664,5986198782.159002,-643880457.7979481
27,2454051.736122489,1948428344.0678017,5985788896.0594015,-643863456.7384143
28,2454051.986132553,1948835791.8400562,5985382446.528196,-643847022.1389961
29,2454052.2361422074,1949243614.2075827,5984986649.128092,-643834270.9927233
30,2454052.4861519216,1949643996.4776955,5984591654.3078785,-643820922.9205059
31,2454052.7361618397,1950047710.6208575,5984190348.91143,-643803897.6240768
32,2454052.98617149,1950462460.6477237,5983792661.305853,-643787501.8541244
33,2454053.236180733,1950877390.149465,5983405636.831996,-643774778.740931
34,2454053.48619004,1951284870.1725972,5983019304.044253,-643761395.2328336
35,2454053.7361995475,1951695804.2817001,5982626720.821286,-643744345.3420327
36,2454053.986208781,1952117709.0464184,5982237935.707633,-643727987.8478576
37,2454054.236217609,1952539597.5095615,5981859821.719835,-643715291.1191506
38,2454054.486226506,1952954028.7182133,5981482288.451629,-643701870.7162396
39,2454054.736235599,1953372034.6078176,5981098566.855161,-643684795.8525746
40,2454054.9862444126,1953800942.085105,5980718822.66474,-643668476.0466815
41,2454055.2362528224,1954229636.8968973,5980349754.524705,-643655804.0287497
42,2454055.486261306,1954650868.2930293,5979981156.039596,-643642345.2706838
43,2454055.736269981,1955075793.3148513,5979606433.224075,-643625245.0559455
44,2454055.986278371,1955511547.0366564,5979235865.980551,-643608962.3377833
45,2454056.23628636,1955946891.1958067,5978875976.58484,-643596313.3526466
46,2454056.4862944265,1956374767.3874073,5978516445.657161,-643582814.7984645
47,2454056.7363026813,1956806454.4536626,5978150856.210045,-643565688.8754084
48,2454056.986310644,1957248893.521061,5977789599.2560005,-643549442.6527302
49,2454057.2363182087,1957690725.6384797,5977439018.7551985,-643536815.0407336
50,2454057.4863258554,1958125086.8302886,5977088685.378152,-643523275.2923765
51,2454057.7363336864,1958563374.3974938,5976732361.013952,-643506123.3490887
52,2454057.9863412203,1959012333.4603286,5976380544.68963,-643489913.0638459
53,2454058.236348358,1959460487.736185,5976039400.150283,-643477305.2115043
54,2454058.4863555823,1959901169.7063484,5975698391.17867,-643463722.9432565
55,2454058.7363629867,1960345891.7554226,5975351460.360714,-643446544.7439471
56,2454058.9863700876,1960801200.999612,5975009211.604691,-643430369.9049072
57,2454059.236376796,1961255507.2201285,5974677626.588967,-643417780.2797364
58,2454059.486383595,1961702341.3290923,5974346065.296841,-643404154.2747945
59,2454059.7363905706,1962153327.3906736,5974008652.772623,-643386949.6976409
60,2454059.986397237,1962614812.5839376,5973676094.636458,-643370809.9198768
61,2454060.2364035132,1963075096.1897645,5973354188.697704,-643358237.1117537
62,2454060.486409885,1963527909.473883,5973032194.255383,-643344566.304839
63,2454060.736416429,1963984984.7512252,5972704420.5164795,-643327335.3853109
64,2454060.986422658,1964452467.398641,5972381671.610736,-643311230.4343954
65,2454061.2364285,1964918549.674601,5972069559.728672,-643298673.2007167
66,2454061.4864344425,1965377165.071806,5971757246.629114,-643284956.7235401
67,2454061.7364405524,1965840150.7053046,5971439227.331486,-643267699.6994944
68,2454061.9864463424,1966313448.3548033,5971126401.244355,-643251629.5362395
69,2454062.2364517488,1966785146.7765813,5970824193.246105,-643239086.8462964
70,2454062.4864572594,1967249383.5144167,5970521670.73119,-643225324.070939
71,2454062.7364629335,1967718097.0123339,5970213516.13005,-643208041.4243299
72,2454062.9864682825,1968197023.72861,5969910720.875615,-643192006.2447517
73,2454063.236473251,1968674152.4783146,5969618520.901662,-643179477.3179264
74,2454063.4864783287,1969143826.6297715,5969325892.448466,-643165667.8926746
75,2454063.7364835655,1969618082.4641356,5969027706.907983,-643148360.3824863
76,2454063.986488472,1970102449.463592,5968735044.463747,-643132360.6477753
77,2454064.2364930017,1970584820.1009047,5968452950.536885,-643119844.9805027
78,2454064.4864976443,1971059745.289158,5968170313.459966,-643105988.8533868
79,2454064.7365024425,1971539355.6328845,5967882195.09098,-643088657.535327
80,2454064.9865069054,1972028972.051367,5967599761.074423,-643072693.9877007
81,2454065.2365109953,1972516394.3084435,5967327864.817896,-643060191.3654948
82,2454065.486515202,1972996382.5258865,5967055310.029891,-643046288.7921228
83,2454065.73651956,1973481158.0945816,5966777350.49414,-643028935.0220277
84,2454065.9865235784,1973975831.8500667,5966505234.013291,-643013008.6838593
85,2454066.236527227,1974468114.5116029,5966243620.549727,-643000519.1760838
86,2454066.4865309973,1974952977.01455,5965981232.508952,-642986570.7096717
87,2454066.7365349145,1975442727.974709,5965713517.016405,-642969196.1287286
