,mean,stddev
mass_1,3.7923769896581806e+18,3e+17
mass_2,1.707623010341818e+18,1.7076230103418182e+17
sma_2,1850.0,200.0
ecc_2,0.008,0.04
aop_2,51.28776610138665,180.0
inc_2,76.54555366025471,5.8
lan_2,112.51665906569346,7.4
mea_2,203.0,5.4
j2r2_1,7.0166096838942185,1.0
sprate_1,0.00039397951512287353,0.0
spinc_1,0.0,0.0
splan_1,0.0,0.0
