,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460350036,-14.504220375159814,20.43355284033596,-0.19075067517644256,-0.31398794331803564,0.008,0.008,,,,
1,2453707.380416155,-14.460551134367993,20.483271836708983,-0.31705532469404646,0.4275060077885447,0.006,0.006,,,,
2,2453967.560622394,-14.324983819190296,20.63742106821475,0.3988359831967634,-0.0620377226502689,0.01,0.01,,,,
3,2453968.5306231664,-14.324475995467159,20.637997952405428,0.3404927720408839,-0.2773663816110286,0.04,0.04,,,,
4,2453977.520630329,-14.319796198554185,20.643323938688763,-0.39565097993652637,0.3631378769657469,0.03,0.03,,,,
5,2453977.81063056,-14.31963493405511,20.64349073367353,-0.32713486240279943,0.4125341373136488,0.001,0.001,,,,
6,2453978.440631062,-14.319308744165339,20.64387016610958,-0.2590839735097399,0.46535697482941135,0.01,0.01,,,,
7,2454325.025989362,-14.138278783876453,20.84939210039251,-0.33806809284296546,-0.08001771289683517,0.00415,0.00415,,,,
8,2457051.1111994446,-12.702624830327133,22.475053133953534,-0.11693435606333523,0.4799677571021061,0.0022600000000000003,0.0022600000000000003,,,,
9,2457051.181019521,-12.702589370390315,22.475100549213447,-0.10291167378695688,0.4821690646091228,0.0022600000000000003,0.0022600000000000003,,,,
10,2457054.361342977,-12.700907405681868,22.476983014597558,0.34472062961388045,0.10249224212095356,0.0022600000000000003,0.0022600000000000003,,,,
11,2457054.432083054,-12.700868270168758,22.477020912555666,0.34659557662744633,0.08502716766525888,0.0022600000000000003,0.0022600000000000003,,,,
12,2458119.2247108333,-12.133735432627125,23.105753923039106,0.1721589731781573,0.3442463670055527,0.00367,0.00367,,,,
13,2458119.423301056,-12.133627115857827,23.105863411414443,0.20353124996742292,0.32232402910169444,0.00474,0.00474,,,,
14,2458121.20229305,-12.1326685670837,23.106919115883695,0.39196014026100495,0.0050969760016632976,0.00595,0.00595,,,,
15,2458127.1719697425,-12.129478920655611,23.11044317416411,-0.16093642958877463,-0.35655459220251295,0.00359,0.00359,,,,
16,2458128.3640210787,-12.128834338354125,23.111141867175302,-0.31418254021902886,-0.1557173439254335,0.00232,0.00232,,,,
17,2458132.403335608,-12.126677978503626,23.113525186328012,-0.24663181157619055,0.46846226795460016,0.0022600000000000003,0.0022600000000000003,,,,
18,2458152.13673774,-12.116116547863536,23.12517679909539,0.31348694881492933,0.17387682859316028,0.0022600000000000003,0.0022600000000000003,,,,
