,mean,stddev
mass_1,2.963470921724476e+17,6999999999999999.0
mass_2,1.6165290782755232e+17,0.0
sma_2,8220.0,200.0
ecc_2,0.546,0.04
aop_2,201.07222214493942,1.4
inc_2,72.89351403769852,1.0
lan_2,16.78991653400911,0.6
mea_2,35.69999999999999,1.4
lat_offset,0.0,0.005
long_offset,0.0,0.005
