,time,Lat_prim,Lon_prim,DeltaLat,DeltaLon,Delta-RA_Secondary,Delta-DEC_Secondary,Delta-RA_Secondary-err,Delta-DEC_Secondary-err,RA_prim,DEC_prim
35,2460297.0,-11.014430933306768,23.863506434030004,0.44034469135449084,-0.31394484659301725,0.5201925351911996,-0.12148855250444512,0.0,0.0,26.13309,-0.99164
36,2460307.0,-10.990312105248384,23.82801830743295,-0.47119294621037416,0.002405139882455387,-0.41342752233504143,-0.17432034303084265,0.0,0.0,26.09186,-0.98185
37,2460317.0,-10.965211959951514,23.810584079923856,0.21283100962369364,0.3058184249518092,0.05494494996582944,0.35873962134331805,0.0,0.0,26.06678,-0.9647
38,2460327.0,-10.939739044992017,23.811854996660596,0.19801282891166508,-0.42143985518023896,0.3543609386724711,-0.3102636007056958,0.0,0.0,26.05867,-0.94052
39,2460337.0,-10.91453000270909,23.831835545311456,-0.4633105787511389,0.26252844174408096,-0.5183386667340528,0.06585274458217327,0.0,0.0,26.06777,-0.9099
40,2460347.0,-10.8901766601934,23.86994586673306,0.44416442098517334,0.06269318736471519,0.36175957461637154,0.22364789935522822,0.0,0.0,26.09377,-0.8736
41,2460357.0,-10.867233776152068,23.925041239212018,-0.12544121298086344,-0.3510867884095603,0.04130988174892991,-0.36723324887901754,0.0,0.0,26.13583,-0.83255
42,2460367.0,-10.846223101574129,23.995476804147483,-0.2561224130170086,0.4079037369123739,-0.3997281348802062,0.2760298454958843,0.0,0.0,26.19264,-0.78783
43,2460377.0,-10.827557958214335,24.079160103189807,0.4888456172792573,-0.20443426790137664,0.515647298402655,-0.003257576250348393,0.0,0.0,26.26244,-0.74058
44,2460387.0,-10.811601066064734,24.17367073890276,-0.3935818665154469,-0.13284288272288336,-0.28675613691575563,-0.2685732940491903,0.0,0.0,26.34315,-0.69201
45,2460397.0,-10.798626465090699,24.276297757980814,0.060370572430422084,0.37924687927670675,-0.11110312761957175,0.36836629497116746,0.0,0.0,26.43239,-0.64335
46,2460407.0,-10.788796851143923,24.384201755750766,0.32886285596791015,-0.3854346984361712,0.4540219366163001,-0.2282046421143491,0.0,0.0,26.52762,-0.59577
47,2460417.0,-10.782210973744439,24.494396061785206,-0.49133554165793447,0.14104914329635676,-0.49013347477284697,-0.05537831076907196,0.0,0.0,26.62614,-0.55043
48,2460427.0,-10.778863171500756,24.603948201958907,0.35180753551880645,0.19134386209245235,0.22410844856040057,0.30604881937534856,0.0,0.0,26.72526,-0.50837
49,2460437.0,-10.778669851335785,24.709936237518193,0.029633949500685593,-0.405504314747418,0.20188731725738762,-0.35842613646366317,0.0,0.0,26.82227,-0.47055
50,2460447.0,-10.781473240928447,24.809599626576734,-0.3756552271847526,0.35452082964653187,-0.4816953387717149,0.18250951514886538,0.0,0.0,26.91458,-0.4378
51,2460457.0,-10.787036524331256,24.90038418744112,0.4962200463192578,-0.07683763945749433,0.46605755987911834,0.11555259549851371,0.0,0.0,26.99976,-0.4108
52,2460467.0,-10.795042956784927,24.979941814367884,-0.2839379131738951,-0.25429172012252366,-0.13678350105692516,-0.33780583821396704,0.0,0.0,27.07554,-0.39008
53,2460477.0,-10.805130261708996,25.04628007364065,-0.09589820600192174,0.4170693798194236,-0.2652282147892038,0.3440818008115798,0.0,0.0,27.13996,-0.376
54,2460487.0,-10.816879288638855,25.097678880210463,0.43272319272885384,-0.3147006930184659,0.514116638669293,-0.12496236835062291,0.0,0.0,27.19129,-0.36877
55,2460497.0,-10.829827551668101,25.132870370163108,-0.47708051153841885,0.007064391427036298,-0.4186355589354207,-0.17180772351679252,0.0,0.0,27.2282,-0.3684
56,2460507.0,-10.843450903647119,25.150936809203614,0.22793322106720762,0.3021516520952616,0.06680143378616776,0.3603688811423922,0.0,0.0,27.24966,-0.37472
57,2460517.0,-10.857248457639432,25.15145187784614,0.18597082767891537,-0.42249916442855806,0.34613777147569635,-0.3153815901299595,0.0,0.0,27.2551,-0.38741
58,2460527.0,-10.870661033407442,25.13443657171899,-0.4642114425226892,0.26783706972608456,-0.5210422223854039,0.07058280659464344,0.0,0.0,27.24434,-0.40594
59,2460537.0,-10.88313581961569,25.100388777644774,0.45805907759925374,0.057858023741630404,0.37381416357220587,0.2238072888999909,0.0,0.0,27.21764,-0.42962
60,2460547.0,-10.894174895360793,25.050297490907084,-0.1415673734347732,-0.35159371893271896,0.029705651672884414,-0.3731951791948518,0.0,0.0,27.17573,-0.45764
61,2460557.0,-10.90324335778253,24.985624987058568,-0.24980471893538153,0.4146576657205969,-0.39805843562135124,0.2844645257908951,0.0,0.0,27.11976,-0.48899
62,2460567.0,-10.909902455284476,24.90828783161084,0.49728736706701204,-0.2131914811151603,0.5261465712010249,-0.008431267856678915,0.0,0.0,27.05133,-0.52259
63,2460577.0,-10.913762713151252,24.82064309722787,-0.40977389394400365,-0.12856298963015433,-0.30151148721415666,-0.27031331081985854,0.0,0.0,26.97246,-0.55725
64,2460587.0,-10.914505095224357,24.725371228196952,0.07268673816776064,0.3832180183614753,-0.10280359629177838,0.37642744960777463,0.0,0.0,26.88549,-0.59173
65,2460597.0,-10.911898708845921,24.625491071773492,0.3287887370021413,-0.39585988134831496,0.4584397486269154,-0.23785666986100296,0.0,0.0,26.7931,-0.62475
66,2460607.0,-10.905848001641228,24.524199183186404,-0.5015505098661134,0.15133042187684964,-0.5033595775330468,-0.049674125932597235,0.0,0.0,26.69818,-0.65509
67,2460617.0,-10.896332725662306,24.42479488863399,0.3643107401662238,0.187750350063709,0.23698307168160682,0.3074870782441508,0.0,0.0,26.60374,-0.68156
68,2460627.0,-10.883466538824296,24.33058013482164,0.023189148885067047,-0.4108880427899919,0.19777844406689837,-0.36593485833833483,0.0,0.0,26.51284,-0.70309
69,2460637.0,-10.867479494349627,24.244701846508562,-0.3771352743548583,0.36527931197554153,-0.48729619338701013,0.1918408560712237,0.0,0.0,26.42844,-0.71877
70,2460647.0,-10.84868243991157,24.17008882937779,0.5024432583703377,-0.08669819323259276,0.4766533856127353,0.10913927272326873,0.0,0.0,26.35333,-0.72784
71,2460657.0,-10.827526851225006,24.10927441893412,-0.2898933793846019,-0.2505655467878398,-0.14544230109549972,-0.33709651515607675,0.0,0.0,26.28999,-0.72981
72,2460667.0,-10.804503494381743,24.064359646966274,-0.09233025575329701,0.42063420977385135,-0.26209337931959453,0.34897282503720817,0.0,0.0,26.24052,-0.72438
