,Primary-Centric Time,deltaLat,deltaLon,Lat1,Lat2,Lon1,Lon2,X1,Y1,Z1,X2,Y2,Z2
55,2460496.4475399167,-0.47708349415032103,0.007063698669105508,-10.82989734190561,-10.83002986509843,25.135265089037095,25.13526708675631,85.0552822380056,39.906662246379135,-17.97308016515702,85.05524321170986,39.90664755426061,-17.973297472457354
56,2460506.447553409,0.22793171230119924,0.3021237803206336,-10.84352095103561,-10.843457636671081,25.153329790393382,25.153415239388647,85.03674836138417,39.93068443282855,-17.99497974094679,85.03670680954728,39.93081970579569,-17.99487592730021
57,2460516.4475669134,0.1859760333701388,-0.4224601464757425,-10.857318597846064,-10.857266937836794,25.153844737499785,25.153725248523166,85.03038583854087,39.928629506633285,-18.017162131534974,85.03048381296924,39.92845908258328,-18.017077432979644
58,2460526.447580431,-0.4642168569418459,0.26781229612120283,-10.870731098240803,-10.870860047367731,25.13683092428814,25.136906675942278,85.0363373811878,39.900609179716525,-18.038710538522825,85.0362478747776,39.90070436227201,-18.038921940799124
59,2460536.4475939614,0.4580613059800953,0.05785271601396016,-10.883205642169267,-10.883078402917606,25.10278619356894,25.102802558098666,85.0543892737331,39.84743105276947,-18.058718863800678,85.05441420840711,39.847472359253224,-18.058510278480767
60,2460546.447607504,-0.14156485351648485,-0.35156120687383957,-10.894244315614056,-10.894283639184478,25.052699452739425,25.05260000456412,85.0839510966013,39.770614053095564,-18.076371223695173,85.08400888714252,39.77046111953405,-18.076435683459366
61,2460556.4476210596,-0.24981018102110397,0.41461923785862226,-10.903312227416636,-10.903381619133587,24.988032846786137,24.988150136129736,85.12410069753253,39.67237657123848,-18.090791295618267,85.12399962542911,39.672541571951896,-18.090905037258967
62,2460566.447634628,0.49729234242832376,-0.21317166276111138,-10.909970642981444,-10.909832506219658,24.91070276909285,24.91064246478952,85.1735679902036,39.55559405784021,-18.101260501764237,85.17364920347738,39.55552279359515,-18.101034089011534
63,2460576.447648209,-0.40977507277304426,-0.1285510789728706,-10.9138301092526,-10.913943935661704,24.823066079180713,24.823029712790216,85.23076805531706,39.423789388004394,-18.107141093088128,85.23076042900037,39.42372018896801,-18.107327652922297
64,2460586.447661803,0.07268354823608547,0.3831823528511632,-10.91457161514511,-10.9145514252706,24.727802977273328,24.72791137771587,85.29388631302206,39.280960829963696,-18.10791074856596,85.29381779122656,39.2811248703771,-18.107877658543877
65,2460596.4476754097,0.3287943126657922,-0.39582293555785025,-10.911964296433565,-10.911872964680047,24.62793203358105,24.62782005816101,85.36087253692389,39.13160677593474,-18.103191513161164,85.36097524528708,39.131451977102955,-18.103041828121388
66,2460606.4476890294,-0.5015547311678858,0.1513162394864137,-10.905912631023174,-10.906051951781832,24.52664950770348,24.526692313092052,85.42954506046486,38.980484438125,-18.0928270903435,85.42947591316258,38.980529999059655,-18.09305542424368
67,2460616.447702662,0.36431102588423414,0.18773280649415058,-10.896396401829763,-10.896295204322573,24.427254418342017,24.42730752380322,85.49766318696608,38.83250874297979,-18.07678441346948,85.49765626409088,38.83260119105957,-18.076618558791097
68,2460626.447716308,0.02319303608686596,-0.4108495127376347,-10.883529297486664,-10.88352285497664,24.33304840216287,24.332932186938585,85.56297886155116,38.69259631504127,-18.055249684107423,85.56305919288808,38.692423600808276,-18.055239125151452
69,2460636.4477299675,-0.3771406291200208,0.36524497502312253,-10.867541400223713,-10.86764616150958,24.247178086347944,24.247281396075213,85.62334472432292,38.56543167056368,-18.02859969927322,85.62324513092219,38.56557251993304,-18.02877140277688
70,2460646.4477436403,0.5024467244631126,-0.08668999742831307,-10.848743584336782,-10.84860401580221,24.172571997897446,24.172547479130532,85.67675941117534,38.4553748698523,-17.997343557125514,85.6768158634503,38.45535615778182,-17.997114795796584
71,2460656.4477573275,-0.28989266671004543,-0.25054198162340285,-10.827587348711507,-10.82766787445226,24.111763229837667,24.111692373379192,85.72145961820077,38.36618465286636,-17.96222080474203,85.72148402246374,38.36606832998549,-17.962352797346668
72,2460666.447771027,-0.09233449599790333,0.4205945687563473,-10.804563478569683,-10.804589127040794,24.066852611935193,24.066971552296135,85.75596226271779,38.300971340902144,-17.9240354334635,85.75587542730871,38.30114608959789,-17.924077476972933
