,mean,stddev
mass_1,1.36e+20,3e+18
mass_2,0.0,0.0
sma_2,6040.0,50.0
ecc_2,0.024,0.006999999999999999
aop_2,312.2547314551306,20.0
inc_2,55.61039278308317,0.4
lan_2,128.5920836633314,1.0
mea_2,254.0,1.0
j2r2_1,435125.0,43512.5
c22r2_1,43512.5,4351.25
j2r2_2,650.0,65.0
c22r2_2,65.0,6.5
spaop_1,312.2547314551306,20.0
spinc_1,100.61039278308317,0.4
splan_1,128.5920836633314,1.0
sprate_1,6.4181098701811135e-06,6.418109870181113e-07
spaop_2,180.0,20.0
spinc_2,100.61039278308317,0.4
splan_2,128.5920836633314,1.0
sprate_2,0.0002493,2.493e-05
lat_offset,0.0006564032435943761,0.005
long_offset,-0.0006949058350851086,0.005
