number,designation, epoch, delta_AU, RA_hours, DEC_deg, dRA, dRA_err, dDEC, dDEC_err
0,"2000 CF105",2454880.97911,41.40557,9.006822,17.56114,-1.04265,0.07135,0.48398,0.07135
0,"2000 CF105",2454880.98489,41.40560,9.006817,17.56117,-1.16555,0.09421,0.44074,0.09421
0,"2000 CF105",2454880.99007,41.40562,9.006808,17.56120,-1.16878,0.06573,0.36819,0.06573
0,"2000 CF105",2455190.02131,41.62778,9.168158,16.86663,-0.99726,0.03004,0.28976,0.03004
0,"2000 CF105",2455190.02709,41.62771,9.168153,16.86666,-1.01933,0.03399,0.29225,0.03399
0,"2000 CF105",2455190.03290,41.62764,9.168147,16.86668,-1.03268,0.03763,0.25079,0.03763
0,"2000 CF105",2455190.03870,41.62757,9.168142,16.86671,-1.01219,0.03827,0.26022,0.03827
0,"2000 CF105",2455190.04623,41.62749,9.168136,16.86674,-1.00945,0.02967,0.28202,0.02967
0,"2000 CF105",2455248.81836,41.42555,9.094319,17.19161,-1.01592,0.03528,0.16848,0.03528
0,"2000 CF105",2455248.82403,41.42558,9.094311,17.19164,-1.03488,0.03376,0.24465,0.03376
0,"2000 CF105",2455248.82973,41.42561,9.094306,17.19167,-0.94440,0.02870,0.29025,0.02870
0,"2000 CF105",2455248.83542,41.42564,9.094297,17.19170,-0.89137,0.05230,0.26631,0.05230
0,"2000 CF105",2455290.81061,41.87312,9.053789,17.35976,-0.95857,0.01697,0.20904,0.01697
0,"2000 CF105",2455290.81630,41.87321,9.053786,17.35978,-0.93832,0.01826,0.18611,0.01826
0,"2000 CF105",2455290.82198,41.87329,9.053783,17.35979,-0.93992,0.01734,0.18574,0.01734
0,"2000 CF105",2455290.82766,41.87337,9.053781,17.35980,-0.94604,0.02203,0.22356,0.02203
0,"2000 CF105",2455290.83335,41.87346,9.053778,17.35981,-0.92456,0.02065,0.20027,0.02065
0,"2000 CF105",2455505.10390,42.44204,9.273386,16.38805,-0.60023,0.01398,0.04063,0.01398
0,"2000 CF105",2455505.10981,42.44194,9.273389,16.38804,-0.61485,0.01458,0.04363,0.01458
0,"2000 CF105",2455505.11572,42.44183,9.273389,16.38803,-0.60532,0.01394,0.03610,0.01394
0,"2000 CF105",2455505.12163,42.44173,9.273392,16.38802,-0.63392,0.01398,0.06053,0.01398
0,"2000 CF105",2455505.12755,42.44163,9.273394,16.38802,-0.61807,0.01403,0.05487,0.01403
0,"2000 CF105",2455505.13347,42.44153,9.273397,16.38801,-0.62484,0.01587,0.07888,0.01587
0,"2000 CF105",2455597.95768,41.39283,9.206275,16.70412,-0.46820,0.03022,-0.03875,0.03022
0,"2000 CF105",2455597.96361,41.39283,9.206269,16.70416,-0.53676,0.04844,-0.01913,0.04844
0,"2000 CF105",2455597.97544,41.39283,9.206253,16.70423,-0.50943,0.03643,-0.01659,0.03643
0,"2000 CF105",2455597.98135,41.39283,9.206244,16.70426,-0.45730,0.03395,0.00005,0.03395
0,"2000 CF105",2455597.98727,41.39283,9.206236,16.70430,-0.52770,0.03367,-0.05343,0.03367
0,"2000 QL251",2453941.94871,38.27495,23.981433,2.69341,-0.24089,0.00045,-0.10082,0.00050
0,"2000 QL251",2454297.44799,38.57595,0.085056,3.27275,-0.10209,0.00286,-0.16995,0.00124
0,"2000 QL251",2454300.90875,38.52329,0.083889,3.26817,-0.05006,0.00118,-0.15815,0.00219
0,"2000 QL251",2454317.99035,38.28726,0.074078,3.21770,-0.02229,0.00264,0.08140,0.00189
0,"2000 QL251",2454340.24752,38.06382,0.052731,3.09037,-0.23335,0.00194,-0.12592,0.00176
0,"2000 QL251",2454703.85859,38.22113,0.156444,3.67636,0.07422,0.00133,-0.06801,0.00148
0,"2000 QL251",2455185.00800,39.15379,0.153708,3.49424,-0.23546,0.00200,-0.10908,0.00319
0,"2000 QL251",2456199.91668,38.63891,0.519600,5.66497,-0.24370,0.02000,-0.10323,0.02000
0,"2000 QL251",2457235.11782,39.65896,0.872739,7.60836,-0.03923,0.00798,-0.15133,0.00409
0,"2000 QL251",2457974.09625,39.90128,1.061758,8.59614,0.04251,0.00450,-0.11296,0.00563
0,"2000 WT169",2454733.90101,44.72403,5.196325,22.02036,0.03374,0.03766,0.02492,0.02822
0,"2000 WT169",2455223.97132,44.32048,5.153444,22.00230,-0.05906,0.00162,0.05715,0.00303
0,"2000 WT169",2455601.09511,44.50247,5.234333,22.13314,-0.03685,0.00432,-0.06758,0.00100
0,"2001 FL185",2453759.91944,40.32206,11.337550,8.21517,0.01654,0.00135,-0.04595,0.00105
0,"2001 FL185",2454418.69453,41.55468,11.509544,6.99955,-0.01969,0.00233,0.06657,0.00549
0,"2001 QC298",2452552.16157,39.71831,22.571733,-6.55139,-0.03353,0.00215,0.12321,0.00303
0,"2001 QC298",2452752.46871,41.16560,22.725142,-5.27933,0.06479,0.00253,-0.06930,0.00535
0,"2001 QC298",2452821.09865,40.07471,22.744144,-4.93360,-0.01892,0.00030,0.12577,0.00060
0,"2001 QC298",2452830.23716,39.94442,22.738169,-4.93946,0.10265,0.00144,-0.04927,0.00090
0,"2001 QC298",2452846.37502,39.75092,22.723550,-4.97684,-0.05483,0.00048,-0.04894,0.00113
0,"2001 QC298",2452875.11841,39.56012,22.688339,-5.10981,0.09058,0.00030,0.11045,0.00030
0,"2001 QC298",2453132.52910,40.97393,22.798258,-3.98721,-0.10199,0.00211,0.04131,0.00129
0,"2001 QC298",2453176.18631,40.25641,22.809158,-3.75776,0.09395,0.00119,-0.05315,0.00069
0,"2001 QC298",2455473.06835,39.75013,23.062433,3.02739,0.03971,0.00051,0.14506,0.00294
0,"2001 QQ322",2454266.53867,43.28884,23.662325,-6.48989,-0.10347,0.00244,-0.06835,0.00159
0,"2001 QW322",2452117.92296,43.25528,20.580064,-18.83043,-3.38757,0.12586,1.23479,0.12586
0,"2001 QW322",2452145.74085,43.35606,20.545353,-18.96403,-3.62521,0.10676,1.41479,0.10676
0,"2001 QW322",2452145.76181,43.35621,20.545331,-18.96412,-3.69723,0.11439,1.13763,0.11439
0,"2001 QW322",2452145.78289,43.35637,20.545306,-18.96421,-3.71884,0.07242,1.36083,0.07242
0,"2001 QW322",2452146.75689,43.36383,20.544197,-18.96846,-3.45959,0.13981,1.41479,0.13981
0,"2001 QW322",2452146.77753,43.36399,20.544175,-18.96855,-3.62884,0.05462,1.22399,0.05462
0,"2001 QW322",2452170.66406,43.61893,20.521431,-19.05614,-3.89158,0.21638,1.26363,0.21638
0,"2001 QW322",2452170.67234,43.61905,20.521425,-19.05617,-3.90598,0.21638,1.61999,0.21638
0,"2001 QW322",2452170.67648,43.61910,20.521422,-19.05618,-3.63959,0.21638,1.54079,0.21638
0,"2001 QW322",2452171.68914,43.63265,20.520686,-19.05906,-3.98517,0.15277,1.20236,0.15277
0,"2001 QW322",2452433.02857,43.65271,20.719972,-18.39848,-3.29764,0.07713,1.49040,0.07713
0,"2001 QW322",2452433.03979,43.65256,20.719964,-18.39852,-3.20401,0.07713,1.49398,0.07713
0,"2001 QW322",2452520.50102,43.44816,20.621114,-18.79748,-3.14645,0.03348,1.46882,0.03348
0,"2001 QW322",2452521.49922,43.45789,20.620092,-18.80150,-2.91961,0.14880,1.47601,0.14880
0,"2001 QW322",2452849.55982,43.29948,20.750789,-18.40487,-2.83323,0.20615,1.62005,0.20615
0,"2001 QW322",2452851.79834,43.29847,20.747914,-18.41666,-2.70357,0.06417,1.73519,0.06417
0,"2001 QW322",2452940.50556,44.24596,20.679442,-18.69625,-2.41202,0.03435,1.66680,0.03435
0,"2001 QW322",2452940.51013,44.24604,20.679442,-18.69625,-2.39401,0.02654,1.66679,0.02654
0,"2001 QW322",2452940.51355,44.24609,20.679442,-18.69624,-2.39399,0.03751,1.68477,0.03751
0,"2001 QW322",2453264.63690,43.61600,20.779344,-18.41307,-1.82156,0.21886,1.88998,0.21886
0,"2001 QW322",2453264.66437,43.61633,20.779319,-18.41317,-1.89720,0.21886,1.69921,0.21886
0,"2001 QW322",2453290.49947,43.99063,20.764667,-18.47371,-1.54079,0.02344,1.77836,0.02344
0,"2001 QW322",2453290.64095,43.99294,20.764628,-18.47387,-1.58398,0.02499,1.76037,0.02499
0,"2001 QW322",2453291.63509,44.00922,20.764378,-18.47496,-1.51559,0.06250,1.62721,0.06250
0,"2001 QW322",2453293.66448,44.04275,20.763944,-18.47688,-1.54796,0.07031,1.70639,0.07031
0,"2001 QW322",2453559.94718,43.43753,20.946172,-17.83256,-0.86400,0.02623,1.80364,0.02623
0,"2001 QW322",2453559.97006,43.43737,20.946147,-17.83268,-0.95400,0.04073,1.82522,0.04073
0,"2001 QW322",2453584.62595,43.34605,20.916022,-17.96470,-0.89642,0.06250,1.69563,0.06250
0,"2001 QW322",2453639.67135,43.75166,20.856908,-18.21449,-0.81358,0.07490,1.82879,0.07490
0,"2001 QW322",2453639.73657,43.75257,20.856864,-18.21467,-0.90360,0.07316,1.73883,0.07316
0,"2001 QW322",2453647.61739,43.86716,20.852283,-18.23377,-0.74157,0.09573,1.73877,0.09573
0,"2001 QW322",2453647.65318,43.86770,20.852267,-18.23384,-0.87121,0.08922,1.65963,0.08922
0,"2001 QW322",2454030.39960,44.15454,20.931297,-18.02086,0.11519,0.14669,1.59835,0.14669
0,"2001 QW322",2454036.54920,44.25961,20.931211,-18.02135,0.25919,0.03534,1.61635,0.03534
0,"2001 QW322",2454036.55355,44.25969,20.931211,-18.02135,0.15841,0.03354,1.65604,0.03354
0,"2001 QW322",2454359.69381,43.63686,21.034597,-17.69527,0.98637,0.11067,1.55517,0.11067
0,"2001 QW322",2454359.70003,43.63693,21.034592,-17.69529,0.83520,0.09331,1.65959,0.09331
0,"2001 QW322",2454359.73572,43.63734,21.034558,-17.69544,0.99360,0.08680,1.54082,0.08680
0,"2001 QW322",2454360.51976,43.64622,21.033850,-17.69850,0.97202,0.04346,1.50845,0.04346
0,"2001 QW322",2454360.52459,43.64628,21.033847,-17.69852,1.01161,0.02356,1.58760,0.02356
0,"2001 QW322",2454383.51232,43.96048,21.018408,-17.76461,1.08719,0.04377,1.43997,0.04377
0,"2001 QW322",2454383.52030,43.96061,21.018406,-17.76463,1.02241,0.03280,1.50483,0.03280
0,"2001 QW322",2454383.53712,43.96087,21.018397,-17.76466,1.01160,0.03280,1.49042,0.03280
0,"2001 QW322",2454407.58849,44.36238,21.015403,-17.77694,1.06201,0.05754,1.49400,0.05754
0,"2001 QW322",2454407.59269,44.36245,21.015403,-17.77694,1.24562,0.06547,1.46163,0.06547
0,"2001 QW322",2454416.53120,44.51735,21.018061,-17.76554,1.12682,0.05313,1.46522,0.05313
0,"2001 QW322",2454680.93163,43.42009,21.170239,-17.20842,1.63802,0.06144,1.27443,0.06144
0,"2001 QW322",2454763.59645,44.20557,21.098314,-17.52949,1.89721,0.06944,1.07641,0.06944
0,"2001 QW322",2455030.00906,43.50526,21.274231,-16.84486,2.04657,0.05189,0.78595,0.05189
0,"2001 QW322",2455030.01335,43.50523,21.274225,-16.84488,2.09220,0.05692,0.74414,0.05692
0,"2001 QW322",2455030.01764,43.50521,21.274219,-16.84490,2.14301,0.06157,0.72428,0.06157
0,"2001 QW322",2455030.02193,43.50518,21.274217,-16.84493,2.09412,0.05332,0.71802,0.05332
0,"2001 QW322",2455030.02623,43.50516,21.274211,-16.84495,2.02544,0.06002,0.70065,0.06002
0,"2001 QW322",2455030.03051,43.50513,21.274206,-16.84497,2.07570,0.06157,0.74960,0.06157
0,"2001 QW322",2455124.62667,44.13631,21.182292,-17.26879,2.09270,0.04433,0.57853,0.04433
0,"2001 QW322",2455124.63090,44.13638,21.182289,-17.26880,2.13689,0.07409,0.54985,0.07409
0,"2001 QW322",2455124.63467,44.13644,21.182289,-17.26880,1.97612,0.07905,0.51650,0.07905
0,"2001 QW322",2455124.63889,44.13651,21.182289,-17.26880,2.08130,0.05580,0.48825,0.05580
0,"2001 QW322",2455307.81794,44.75297,21.386414,-16.38042,1.84977,0.18730,0.25377,0.18730
0,"2001 QW322",2455307.83909,44.75263,21.386428,-16.38037,1.85156,0.35483,0.03011,0.35483
0,"2001 QW322",2455307.84409,44.75255,21.386433,-16.38036,1.60869,0.18129,-0.00540,0.18129
0,"2001 QW322",2455307.84909,44.75247,21.386436,-16.38034,1.83344,0.11929,-0.02422,0.11929
0,"2001 QW322",2455307.85409,44.75238,21.386439,-16.38033,1.83384,0.11724,-0.01442,0.11724
0,"2001 QW322",2455307.85908,44.75230,21.386442,-16.38032,1.77281,0.19183,-0.10119,0.19183
0,"2001 QW322",2455359.87401,43.90868,21.389144,-16.40309,1.79700,0.02151,-0.01893,0.02151
0,"2001 QW322",2455359.87825,43.90862,21.389142,-16.40311,1.77338,0.02387,0.00925,0.02387
0,"2001 QW322",2455359.88202,43.90857,21.389139,-16.40312,1.77098,0.02790,0.00828,0.02790
0,"2001 QW322",2455359.88625,43.90850,21.389139,-16.40313,1.76180,0.02716,0.00244,0.02716
0,"2001 QW322",2455417.72470,43.46070,21.330986,-16.70056,1.64377,0.01327,-0.13499,0.01327
0,"2001 QW322",2455417.72893,43.46070,21.330981,-16.70059,1.62204,0.02654,-0.15359,0.02654
0,"2001 QW322",2455417.73248,43.46070,21.330975,-16.70061,1.63322,0.02418,-0.12246,0.02418
0,"2001 QW322",2455417.73648,43.46070,21.330969,-16.70063,1.64444,0.00992,-0.12779,0.00992
0,"2001 QW322",2455417.74037,43.46070,21.330967,-16.70065,1.65128,0.01748,-0.09661,0.01748
0,"2001 QW322",2455417.74299,43.46070,21.330961,-16.70067,1.65231,0.01426,-0.13357,0.01426
0,"2001 QW322",2455417.74560,43.46070,21.330958,-16.70069,1.65136,0.01290,-0.13163,0.01290
0,"2001 QW322",2455417.74822,43.46070,21.330956,-16.70070,1.65243,0.01463,-0.12831,0.01463
0,"2001 QW322",2455417.75083,43.46070,21.330953,-16.70072,1.63333,0.01513,-0.14992,0.01513
0,"2001 QW322",2455417.75356,43.46070,21.330950,-16.70073,1.63302,0.01035,-0.13262,0.01035
0,"2001 QW322",2455440.80099,43.53745,21.302836,-16.83415,1.62052,0.02058,-0.17922,0.02058
0,"2001 QW322",2455440.80574,43.53749,21.302833,-16.83417,1.59692,0.03075,-0.15576,0.03075
0,"2001 QW322",2455440.81050,43.53752,21.302828,-16.83420,1.59881,0.03174,-0.21043,0.03174
0,"2001 QW322",2455440.81527,43.53755,21.302822,-16.83423,1.58832,0.02765,-0.17651,0.02765
0,"2001 QW322",2455440.82001,43.53758,21.302817,-16.83425,1.56971,0.03181,-0.18520,0.03181
0,"2001 QW322",2455440.82476,43.53761,21.302811,-16.83428,1.58729,0.02306,-0.20519,0.02306
0,"2001 QW322",2455445.72949,43.57323,21.297303,-16.85988,1.57199,0.01606,-0.19054,0.01606
0,"2001 QW322",2455445.73372,43.57326,21.297300,-16.85990,1.54560,0.02740,-0.20010,0.02740
0,"2001 QW322",2455445.73750,43.57329,21.297294,-16.85992,1.56635,0.02003,-0.19470,0.02003
0,"2001 QW322",2455445.74174,43.57333,21.297289,-16.85994,1.56541,0.01426,-0.19003,0.01426
0,"2001 QW322",2458013.02178,43.67612,21.862939,-14.83033,-3.54180,0.00100,0.46879,0.00244
0,"2002 VF130",2454774.32596,42.08694,4.828678,23.99748,-0.57687,0.00340,0.45274,0.00096
0,"2003 HG57",2455553.19579,43.24784,13.882906,-11.31633,-0.25020,0.00152,0.33813,0.00158
0,"2003 QR91",2455079.01762,38.24970,21.539631,-11.74474,-0.00582,0.00565,0.01170,0.01316
0,"2003 QR91",2455079.60813,38.25353,21.538897,-11.74852,0.01316,0.00981,-0.00448,0.01194
0,"2003 QR91",2455081.14790,38.26396,21.537000,-11.75833,-0.00985,0.00452,0.02065,0.01304
0,"2003 QR91",2455322.17654,39.41985,21.734000,-10.80072,0.00700,0.00643,-0.01369,0.00800
0,"2003 QR91",2455328.57163,39.31420,21.736878,-10.77702,0.00769,0.00573,-0.00153,0.00682
0,"2003 QY90",2452935.55059,44.55711,21.765700,-16.07219,0.33590,0.02630,-0.23520,0.03150
0,"2003 QY90",2453261.61952,44.06464,21.874358,-15.59967,-0.32910,0.01320,0.19000,0.01790
0,"2003 QY90",2453529.89323,44.61508,22.044667,-14.71169,0.23210,0.00990,-0.15660,0.00980
0,"2003 QY90",2453530.83826,44.60010,22.044428,-14.71406,0.23760,0.02010,-0.16630,0.02020
0,"2003 QY90",2453560.83068,44.19168,22.027156,-14.83686,0.31790,0.01250,-0.16900,0.01730
0,"2003 QY90",2453576.59475,44.03872,22.012744,-14.92619,0.32118,0.00058,-0.16998,0.00249
0,"2003 QY90",2453591.69560,43.97550,21.994578,-15.02936,0.31880,0.00440,-0.14200,0.00580
0,"2003 QY90",2453597.46684,43.95227,21.988547,-15.06395,0.32174,0.00108,-0.15645,0.00064
0,"2003 QY90",2453617.98881,43.98993,21.963711,-15.19658,0.30756,0.00151,-0.13804,0.00114
0,"2003 QY90",2453996.37532,44.06206,22.027214,-14.91707,0.19047,0.00112,-0.04018,0.00177
0,"2003 QY90",2454384.89383,44.31662,22.082806,-14.66448,0.06438,0.00148,-0.07545,0.00179
0,"2003 QY90",2454961.58943,45.17737,22.344261,-13.25144,-0.10401,0.00103,-0.03098,0.00387
0,"2003 TJ58",2454061.74291,39.96477,5.013247,23.35795,0.10010,0.00122,0.06001,0.00092
0,"2003 TJ58",2454324.56818,41.42731,5.147403,23.52542,0.09071,0.00305,-0.00587,0.00239
0,"2003 TJ58",2454346.60030,41.07715,5.165239,23.55320,0.08640,0.00182,0.10062,0.00147
0,"2003 TJ58",2454396.20344,40.29494,5.154772,23.55517,-0.05749,0.00143,0.16160,0.00227
0,"2003 TJ58",2454424.76003,40.02309,5.121056,23.51951,-0.10744,0.00215,0.07768,0.00254
0,"2003 TJ58",2456668.06883,40.31603,5.679011,24.10292,0.10999,0.00380,0.00110,0.00331
0,"2003 UN284",2452963.77119,41.49760,3.429708,19.73996,1.65012,0.23251,0.91289,0.23251
0,"2003 UN284",2452963.84258,41.49768,3.429608,19.73962,1.75620,0.30626,1.00475,0.30626
0,"2003 UN284",2453018.55395,41.98267,3.369822,19.51986,1.18000,0.39598,0.89000,0.39598
0,"2003 UN284",2453018.57822,41.98303,3.369808,19.51980,1.29997,0.07532,1.00998,0.07532
0,"2003 UN284",2453019.55509,41.99781,3.369261,19.51761,1.18998,0.06334,1.10998,0.06334
0,"2003 UN284",2453019.55912,41.99787,3.369258,19.51760,1.23998,0.09503,0.98998,0.09503
0,"2003 UN284",2453019.56294,41.99793,3.369256,19.51759,1.62001,0.07129,1.00001,0.07129
0,"2003 UN284",2453019.56678,41.99799,3.369253,19.51758,1.49003,0.12673,1.04002,0.12673
0,"2003 UN284",2453019.57066,41.99804,3.369253,19.51758,1.40998,0.10293,0.97999,0.10293
0,"2003 UN284",2453019.57449,41.99810,3.369250,19.51757,1.33997,0.11088,1.01997,0.11088
0,"2003 UN284",2453019.57826,41.99816,3.369247,19.51756,1.29996,0.10293,0.77998,0.10293
0,"2003 UN284",2453019.59368,41.99839,3.369239,19.51752,1.20002,0.11878,1.24002,0.11878
0,"2003 UN284",2453019.59752,41.99845,3.369236,19.51752,1.19998,0.16240,1.04998,0.16240
0,"2003 UN284",2453019.61300,41.99869,3.369228,19.51748,1.41997,0.17030,0.92998,0.17030
0,"2003 UN284",2453019.62078,41.99881,3.369225,19.51747,1.45001,0.31483,1.11001,0.31483
0,"2003 UN284",2453261.88551,42.05735,3.592631,20.35346,0.70998,0.03959,0.73998,0.03959
0,"2003 UN284",2453261.88939,42.05729,3.592628,20.35345,0.65002,0.04754,0.75002,0.04754
0,"2003 UN284",2453261.89329,42.05723,3.592628,20.35345,0.59000,0.03959,0.81000,0.03959
0,"2003 UN284",2454413.76685,41.51979,3.809050,21.28395,-0.43396,0.06026,-0.90115,0.06026
0,"2003 UN284",2454413.85274,41.51947,3.808931,21.28361,-0.44010,0.06222,-0.78379,0.06222
0,"2003 UN284",2454530.63221,42.75402,3.727378,21.01094,-0.18195,0.07218,-0.74881,0.07218
0,"2003 UN284",2455041.08982,42.94512,4.028572,21.99694,0.73818,0.05062,-0.16684,0.05062
0,"2003 UN284",2455041.09436,42.94505,4.028578,21.99696,0.79955,0.04872,-0.13155,0.04872
0,"2003 UN284",2455041.09888,42.94498,4.028581,21.99697,0.75116,0.07543,0.01444,0.07543
0,"2003 UN284",2455041.10341,42.94492,4.028586,21.99699,0.72627,0.05656,-0.14343,0.05656
0,"2003 UN284",2455041.10795,42.94485,4.028589,21.99700,0.70068,0.08036,-0.15674,0.08036
0,"2003 UN284",2455041.11247,42.94478,4.028594,21.99701,0.81901,0.05006,-0.18250,0.05006
0,"2003 UN284",2455068.08723,42.50614,4.045361,22.06206,0.84620,0.02470,-0.12306,0.02470
0,"2003 UN284",2455068.09176,42.50606,4.045361,22.06206,0.79441,0.02458,-0.11155,0.02458
0,"2003 UN284",2455068.09629,42.50599,4.045364,22.06207,0.79474,0.02150,-0.08801,0.02150
0,"2003 UN284",2455068.10082,42.50591,4.045364,22.06208,0.81012,0.02414,-0.11325,0.02414
0,"2003 UN284",2455068.10534,42.50583,4.045367,22.06208,0.81532,0.02251,-0.11576,0.02251
0,"2003 UN284",2455068.10987,42.50576,4.045367,22.06209,0.80471,0.02576,-0.09588,0.02576
0,"2003 UN284",2455146.78629,41.52726,3.990136,21.95358,1.09006,0.04116,-0.04021,0.04116
0,"2003 UN284",2455146.79807,41.52722,3.990119,21.95353,1.03750,0.03774,0.02018,0.03774
0,"2003 UN284",2455146.80459,41.52719,3.990111,21.95351,1.03595,0.05695,-0.04433,0.05695
0,"2003 UN284",2455146.80720,41.52718,3.990108,21.95350,0.95793,0.06138,-0.04934,0.06138
0,"2003 UN284",2455146.80982,41.52718,3.990103,21.95349,0.94977,0.07442,-0.00723,0.07442
0,"2003 UN284",2455146.81516,41.52715,3.990097,21.95347,1.02707,0.04894,-0.00810,0.04894
0,"2003 UN284",2455153.88994,41.50814,3.980081,21.92689,0.93604,0.05886,0.03528,0.05886
0,"2003 UN284",2455153.89448,41.50813,3.980075,21.92688,1.04352,0.04301,0.04744,0.04301
0,"2003 UN284",2455153.89900,41.50813,3.980067,21.92686,1.00794,0.04071,0.11689,0.04071
0,"2003 UN284",2455153.90352,41.50812,3.980061,21.92684,1.00659,0.04133,0.06824,0.04133
0,"2003 UN284",2455153.90805,41.50811,3.980056,21.92683,1.08415,0.04374,-0.04297,0.04374
0,"2003 UN284",2455153.91860,41.50809,3.980039,21.92679,1.05180,0.03870,0.00077,0.03870
0,"2003 UN284",2455177.03824,41.55319,3.947311,21.83534,1.09929,0.03982,0.03653,0.03982
0,"2003 UN284",2455207.54892,41.84546,3.912842,21.73026,1.12054,0.09369,0.10009,0.09369
0,"2003 UN284",2455207.55315,41.84552,3.912839,21.73025,1.10738,0.04032,0.08448,0.04032
0,"2003 UN284",2455207.55704,41.84557,3.912836,21.73024,1.10079,0.03511,0.10720,0.03511
0,"2003 UN284",2455207.56127,41.84562,3.912831,21.73022,1.12899,0.05180,0.00474,0.05180
0,"2003 UN284",2455207.56504,41.84567,3.912828,21.73021,1.10970,0.04799,0.08817,0.04799
0,"2003 UN284",2455207.56929,41.84573,3.912825,21.73020,1.18558,0.02699,0.10478,0.02699
0,"2003 UN284",2455214.87420,41.94743,3.907333,21.71191,1.09591,0.06306,0.15269,0.06306
0,"2003 UN284",2455424.06934,42.68861,4.132419,22.35317,1.27271,0.11631,0.40468,0.11631
0,"2003 UN284",2455424.07389,42.68854,4.132422,22.35318,1.22563,0.08736,0.30783,0.08736
0,"2003 UN284",2455424.07841,42.68847,4.132425,22.35319,1.34839,0.06132,0.32112,0.06132
0,"2003 UN284",2455424.08294,42.68839,4.132428,22.35320,1.34917,0.05320,0.35583,0.05320
0,"2003 UN284",2455424.08746,42.68832,4.132431,22.35321,1.34675,0.05029,0.35518,0.05029
0,"2003 UN284",2455424.09199,42.68824,4.132433,22.35322,1.35998,0.04906,0.26575,0.04906
0,"2003 UN284",2455424.09652,42.68816,4.132436,22.35323,1.21781,0.04670,0.34007,0.04670
0,"2003 UN284",2457728.82164,41.51885,4.613708,23.89083,-0.35135,0.00100,-0.72330,0.00172
0,"2003 YS179",2454773.19662,43.48430,8.044964,22.38440,0.23305,0.00240,0.08539,0.00177
0,"2003 YU179",2454736.90066,40.26804,8.144969,19.49740,0.04394,0.00619,0.05353,0.00561
0,"2004 HD79",2458654.10016,46.20272,16.225736,-19.83678,-0.07793,0.00149,0.02878,0.00198
0,"2004 HK79",2458639.20268,39.75775,15.006203,-16.32583,0.04224,0.00223,0.11753,0.00131
0,"2004 KE19",2458643.40687,42.08036,16.324800,-22.30096,0.00794,0.00143,0.13455,0.00164
0,"2004 MU8",2458662.72728,46.70759,20.593494,-19.67693,0.11774,0.00158,0.12610,0.00169
0,"2004 PB108",2453951.85424,42.63306,23.137975,-11.72654,-0.15686,0.00249,0.08128,0.00134
0,"2004 PB108",2454293.04729,42.84456,23.243697,-11.45852,0.25528,0.00156,0.26392,0.00565
0,"2004 PB108",2454297.06188,42.78890,23.241547,-11.48555,0.22867,0.00187,0.30690,0.00188
0,"2004 PB108",2454303.23653,42.70893,23.237614,-11.53025,0.17984,0.00181,0.36205,0.00164
0,"2004 PB108",2454349.34972,42.39709,23.190858,-11.92887,-0.02921,0.00204,-0.18204,0.00313
0,"2004 PB108",2454375.79927,42.48806,23.159800,-12.14073,0.29506,0.00360,0.05212,0.00376
0,"2004 PV117",2458693.90592,39.84035,22.232556,-10.81427,-0.21895,0.00196,-0.08611,0.00156
0,"2004 PW117",2458667.15971,45.53674,22.021711,-13.94390,-0.68488,0.00151,-0.15437,0.00103
0,"2004 PX117",2458675.17084,46.50751,22.233594,-12.97618,0.03671,0.00127,0.17233,0.00100
0,"2005 BW49",2458891.63110,40.21080,9.860444,15.25442,-0.01040,0.00119,-0.10081,0.00126
0,"2005 CE81",2458946.44876,39.99922,10.446047,12.35836,0.19257,0.00138,-0.14315,0.00130
0,"2005 GD187",2454852.74522,43.07048,10.487339,9.75450,0.24060,0.00616,0.04373,0.00535
0,"2005 VZ122",2454735.42497,33.98735,4.552761,16.50864,0.09154,0.00511,0.00617,0.01123
0,"2006 BR284",2453766.85725,41.11063,8.482478,20.19294,0.26764,0.03872,-0.72444,0.03872
0,"2006 BR284",2453767.89579,41.11275,8.481014,20.19796,0.44412,0.07381,-0.71617,0.07381
0,"2006 BR284",2453767.94218,41.11285,8.480950,20.19818,0.29976,0.06408,-0.61259,0.06408
0,"2006 BR284",2454064.11844,41.66412,8.651531,19.56016,-0.53031,0.04417,-0.45661,0.04417
0,"2006 BR284",2454234.74417,42.39018,8.520731,20.01130,-0.45597,0.10208,0.31483,0.10208
0,"2006 BR284",2454414.10492,41.94112,8.747033,19.18159,0.02440,0.05313,0.54195,0.05313
0,"2006 BR284",2454414.10583,41.94111,8.747033,19.18159,-0.01912,0.07183,0.64091,0.07183
0,"2006 BR284",2454414.10674,41.94109,8.747033,19.18159,0.08523,0.02272,0.56592,0.02272
0,"2006 BR284",2454414.11077,41.94102,8.747033,19.18159,0.05956,0.02266,0.56859,0.02266
0,"2006 BR284",2454421.07536,41.82341,8.746397,19.18698,0.12447,0.03828,0.52926,0.03828
0,"2006 BR284",2454421.08138,41.82331,8.746394,19.18699,0.13718,0.02932,0.53726,0.02932
0,"2006 BR284",2454421.08754,41.82321,8.746394,19.18699,0.11292,0.01045,0.56044,0.01045
0,"2006 BR284",2454421.09362,41.82311,8.746392,19.18700,0.08927,0.01056,0.56904,0.01056
0,"2006 BR284",2454421.09983,41.82301,8.746392,19.18701,0.12118,0.01485,0.56147,0.01485
0,"2006 BR284",2454421.10591,41.82290,8.746392,19.18702,0.10090,0.01452,0.56587,0.01452
