number,designation, epoch, delta_AU, RA_hours, DEC_deg, dRA, dRA_err, dDEC, dDEC_err
341520,"2007 TY430",2455075.08300,28.49414,1.471883,8.08747,0.89200,0.01500,0.38200,0.01500
341520,"2007 TY430",2455101.90000,28.25485,1.435689,7.82358,0.80100,0.01700,0.30000,0.01500
341520,"2007 TY430",2455120.95100,28.20539,1.403858,7.60392,0.71900,0.01900,0.25500,0.01600
341520,"2007 TY430",2455140.85300,28.27045,1.370819,7.38006,0.63800,0.02000,0.19100,0.01900
341520,"2007 TY430",2455172.77300,28.59979,1.331442,7.11164,0.43600,0.02500,0.04500,0.01500
341520,"2007 TY430",2455176.74220,28.65641,1.328472,7.09044,0.48386,0.00300,0.05151,0.00300
341520,"2007 TY430",2455189.77700,28.85782,1.322453,7.04433,0.37900,0.01900,0.00000,0.01600
341520,"2007 TY430",2455458.03300,28.25156,1.624772,8.39553,-0.73700,0.01900,-0.41900,0.01900
341520,"2007 TY430",2455567.70100,28.94427,1.492342,7.50575,-0.48800,0.02100,-0.06600,0.02000
364171,"2006 JZ81",2453856.90471,40.11798,14.111169,-12.66322,-1.24195,0.05570,0.43401,0.05570
364171,"2006 JZ81",2453856.93512,40.11804,14.111131,-12.66302,-1.27157,0.10660,0.30052,0.10660
364171,"2006 JZ81",2453856.96799,40.11810,14.111086,-12.66280,-1.27121,0.13145,0.48053,0.13145
364171,"2006 JZ81",2453857.84066,40.11979,14.109947,-12.65703,-1.20796,0.10420,0.42277,0.10420
364171,"2006 JZ81",2453912.77315,40.62199,14.055753,-12.38624,-1.39482,0.11800,0.54110,0.11800
364171,"2006 JZ81",2453915.77197,40.66689,14.054389,-12.37992,-1.34156,0.09540,0.48047,0.09540
364171,"2006 JZ81",2453915.78491,40.66708,14.054383,-12.37989,-1.29349,0.14440,0.27694,0.14440
364171,"2006 JZ81",2453916.75242,40.68182,14.053989,-12.37810,-1.26360,0.22310,0.43475,0.22310
364171,"2006 JZ81",2454152.97200,40.67198,14.274728,-13.58838,-1.04411,0.11920,0.66109,0.11920
364171,"2006 JZ81",2454153.01909,40.67124,14.274708,-13.58829,-1.42588,0.10800,0.51987,0.10800
364171,"2006 JZ81",2454236.69683,40.16045,14.184300,-13.14494,-1.28695,0.12530,0.43756,0.12530
364171,"2006 JZ81",2454236.73190,40.16064,14.184258,-13.14472,-1.24527,0.09270,0.48997,0.09270
364171,"2006 JZ81",2454236.73668,40.16067,14.184253,-13.14470,-1.20359,0.17605,0.45040,0.17605
364171,"2006 JZ81",2454479.15878,41.35431,14.360731,-14.10543,-0.62272,0.05565,0.24884,0.05565
364171,"2006 JZ81",2454479.16157,41.35427,14.360733,-14.10544,-0.77954,0.08190,0.35023,0.08190
364171,"2006 JZ81",2455007.86103,40.53531,14.328517,-14.08101,-0.70375,0.01245,0.07654,0.01245
364171,"2006 JZ81",2455007.86671,40.53539,14.328511,-14.08099,-0.72467,0.01210,0.08021,0.01210
364171,"2006 JZ81",2455007.87239,40.53547,14.328508,-14.08098,-0.70099,0.01330,0.07414,0.01330
364171,"2006 JZ81",2455007.87808,40.53555,14.328506,-14.08096,-0.69901,0.01340,0.05665,0.01340
364171,"2006 JZ81",2455007.88376,40.53563,14.328503,-14.08094,-0.68860,0.01450,0.10722,0.01450
364171,"2006 JZ81",2455007.88945,40.53571,14.328497,-14.08093,-0.72216,0.01455,0.08457,0.01455
364171,"2006 JZ81",2455007.89516,40.53579,14.328494,-14.08091,-0.68702,0.01470,0.06825,0.01470
364171,"2006 JZ81",2455214.10950,41.32150,14.543975,-15.18490,-0.92639,0.01800,0.18046,0.01800
364171,"2006 JZ81",2455214.11577,41.32140,14.543978,-15.18492,-0.89089,0.01870,0.16255,0.01870
364171,"2006 JZ81",2455214.12202,41.32129,14.543983,-15.18494,-0.89909,0.01990,0.17622,0.01990
364171,"2006 JZ81",2455214.12827,41.32119,14.543986,-15.18496,-0.89844,0.02035,0.16462,0.02035
364171,"2006 JZ81",2455214.13453,41.32108,14.543992,-15.18498,-0.91243,0.01555,0.17624,0.01555
364171,"2006 JZ81",2455214.14081,41.32097,14.543994,-15.18501,-0.91374,0.01720,0.16936,0.01720
364171,"2006 JZ81",2455214.14708,41.32087,14.543997,-15.18502,-0.92030,0.01575,0.19723,0.01575
364171,"2006 JZ81",2455296.57644,40.16267,14.508461,-15.04176,-1.00822,0.02790,0.27291,0.02790
364171,"2006 JZ81",2455296.58830,40.16260,14.508444,-15.04169,-1.00295,0.02975,0.23845,0.02975
364171,"2006 JZ81",2455296.59221,40.16258,14.508442,-15.04167,-1.11194,0.05040,0.26595,0.05040
364171,"2006 JZ81",2455296.59483,40.16256,14.508439,-15.04165,-1.02557,0.03915,0.19953,0.03915
364171,"2006 JZ81",2455296.59744,40.16254,14.508433,-15.04164,-1.03076,0.04185,0.25571,0.04185
364171,"2006 JZ81",2455296.60267,40.16251,14.508428,-15.04161,-0.98843,0.04455,0.16975,0.04455
364171,"2006 JZ81",2455296.60543,40.16249,14.508425,-15.04159,-1.00766,0.02810,0.27229,0.02810
364171,"2006 JZ81",2455304.87736,40.12136,14.497842,-14.99302,-1.08602,0.01060,0.28661,0.01060
364171,"2006 JZ81",2455304.88361,40.12133,14.497836,-14.99298,-1.09028,0.01060,0.25279,0.01060
364171,"2006 JZ81",2455304.88988,40.12131,14.497828,-14.99294,-1.06935,0.00955,0.25955,0.00955
364171,"2006 JZ81",2455304.89615,40.12129,14.497819,-14.99291,-1.07671,0.00985,0.25848,0.00985
364171,"2006 JZ81",2455304.90242,40.12127,14.497811,-14.99287,-1.07622,0.01040,0.26723,0.01040
364171,"2006 JZ81",2455327.67578,40.11193,14.467494,-14.85214,-1.09921,0.00930,0.29768,0.00930
364171,"2006 JZ81",2455327.68005,40.11194,14.467489,-14.85211,-1.10633,0.01660,0.27668,0.01660
364171,"2006 JZ81",2455327.68382,40.11195,14.467483,-14.85209,-1.09184,0.01810,0.32153,0.01810
364171,"2006 JZ81",2455327.68809,40.11197,14.467478,-14.85207,-1.08756,0.00765,0.28937,0.00765
364171,"2006 JZ81",2455335.83483,40.14549,14.457003,-14.80307,-1.09219,0.01135,0.29296,0.01135
364171,"2006 JZ81",2455335.84108,40.14552,14.456997,-14.80304,-1.09106,0.01435,0.29525,0.01435
364171,"2006 JZ81",2455335.84734,40.14555,14.456989,-14.80300,-1.11858,0.01530,0.29880,0.01530
364171,"2006 JZ81",2455335.85360,40.14559,14.456981,-14.80296,-1.13591,0.02130,0.28078,0.02130
364171,"2006 JZ81",2455335.85987,40.14562,14.456972,-14.80293,-1.13937,0.02150,0.29522,0.02150
364171,"2006 JZ81",2455634.03812,40.45377,14.630325,-15.70391,-1.17259,0.01770,0.36539,0.01770
364171,"2006 JZ81",2455634.04358,40.45369,14.630322,-15.70389,-1.17194,0.01640,0.40853,0.01640
364171,"2006 JZ81",2455634.04904,40.45362,14.630317,-15.70388,-1.16257,0.01445,0.40503,0.01445
364171,"2006 JZ81",2455634.05449,40.45355,14.630314,-15.70386,-1.18830,0.01740,0.39745,0.01740
364171,"2006 JZ81",2455634.05994,40.45348,14.630308,-15.70384,-1.17165,0.01955,0.40048,0.01955
364171,"2006 JZ81",2455634.06540,40.45340,14.630306,-15.70382,-1.15494,0.01975,0.41637,0.01975
364171,"2006 JZ81",2457894.13685,40.17440,15.117039,-18.39781,-0.20988,0.00100,-0.13666,0.00100
385446,"2003 QW111",2453941.88062,43.94387,22.911022,-9.88811,0.29481,0.00102,-0.13481,0.00137
385446,"2003 QW111",2454306.65163,43.86811,22.986786,-9.41918,0.15555,0.00207,-0.09787,0.00100
385446,"2003 QW111",2454339.07090,43.63685,22.953381,-9.63927,0.02769,0.03758,-0.02305,0.04370
385446,"2003 QW111",2454683.30057,43.66556,23.052114,-9.01813,0.16065,0.00247,-0.05012,0.00264
385446,"2003 QW111",2454699.14918,43.55922,23.035292,-9.12902,0.26190,0.00161,-0.10930,0.00133
385446,"2003 QW111",2454717.08723,43.52419,23.014233,-9.26103,0.30000,0.00400,-0.13446,0.00400
385446,"2003 QW111",2454766.31404,43.89273,22.964469,-9.54131,-0.07560,0.00641,0.02076,0.00375
385446,"2003 QW111",2456617.18784,43.63951,23.330881,-7.19164,0.19644,0.00272,-0.10570,0.00387
469420,"2001 XP254",2454782.12561,32.75752,7.791161,21.68697,-0.04371,0.00330,0.02710,0.00449
469505,"2003 FE128",2455373.26585,35.20696,14.737422,-12.94751,-0.01218,0.00141,-0.08297,0.00118
469509,"2003 HC57",2459003.06391,41.55642,14.422525,-14.68644,-0.06489,0.00103,-0.00610,0.00219
469514,"2003 QA91",2453905.86901,44.57954,22.186475,-13.03281,-0.01653,0.00159,0.04690,0.00140
469514,"2003 QA91",2455090.19119,43.92137,22.333264,-12.35247,0.04750,0.00173,-0.01279,0.00239
469514,"2003 QA91",2455090.53982,43.92349,22.332875,-12.35461,0.04699,0.00299,-0.00462,0.00441
469514,"2003 QA91",2455091.63825,43.93040,22.331658,-12.36129,-0.03971,0.00169,-0.02924,0.00244
469514,"2003 QA91",2455301.51946,45.46103,22.467153,-11.53770,0.03196,0.00343,-0.03595,0.00301
469514,"2003 QA91",2455305.58075,45.40616,22.471517,-11.51514,0.01240,0.00307,-0.04722,0.00294
469514,"2003 QA91",2456888.95248,43.54349,22.754378,-10.06472,-0.03934,0.00300,0.02644,0.00300
469514,"2003 QA91",2457270.90948,43.45483,22.812664,-9.74814,0.02057,0.00300,0.04412,0.00300
469514,"2003 QA91",2457606.98815,43.51171,22.926133,-9.08106,-0.03887,0.00300,0.03028,0.00300
469514,"2003 QA91",2457990.87407,43.35326,22.983636,-8.76467,-0.04327,0.00300,0.02045,0.00300
469514,"2003 QA91",2457991.90881,43.35028,22.982431,-8.77236,-0.04919,0.00450,-0.00605,0.00300
469610,"2004 HF79",2458642.18369,41.19468,16.336164,-21.20133,-0.09248,0.00120,0.08805,0.00101
469705,"2005 EF298",2454852.98359,40.00541,10.562475,10.95719,0.09786,0.00156,-0.05787,0.00120
469705,"2005 EF298",2455640.60135,39.77596,10.679317,10.40500,0.04118,0.00396,-0.05227,0.00232
469705,"2005 EF298",2455648.31978,39.82903,10.670244,10.45750,-0.00254,0.01000,-0.01572,0.01000
469705,"2005 EF298",2455669.80168,40.05491,10.649647,10.57175,-0.16958,0.05000,0.05023,0.05000
469705,"2005 EF298",2455674.00607,40.11044,10.646633,10.58747,-0.14760,0.00208,0.05441,0.00090
469705,"2005 EF298",2455692.22413,40.38186,10.638186,10.62669,-0.22359,0.00409,0.09162,0.00204
469705,"2005 EF298",2455751.35551,41.31577,10.666808,10.42003,0.10157,0.00423,-0.06248,0.00371
469705,"2005 EF298",2455961.11255,39.77523,10.829914,9.54997,-0.23913,0.00300,0.11707,0.01041
469705,"2005 EF298",2456004.97851,39.71261,10.774317,9.89633,0.09076,0.00217,-0.05348,0.00135
469705,"2005 EF298",2456372.97176,39.67090,10.864825,9.40700,-0.18031,0.00447,0.11321,0.00340
505447,"2013 SQ99",2456891.98655,46.60138,0.830658,2.87156,-0.37489,0.00442,0.02833,0.00577
505447,"2013 SQ99",2458792.69789,46.69551,1.078486,4.70533,0.10792,0.00100,0.08403,0.00100
505476,"2013 UL15",2458767.91662,42.51006,1.372658,6.72636,-0.06895,0.00156,-0.16008,0.00117
506121,"2016 BP81",2456895.96016,41.81093,1.099706,6.02344,0.36204,0.01532,-0.11667,0.01054
508788,"2000 CQ114",2452796.52354,45.53911,10.715450,10.62250,-0.17816,0.00336,-0.04140,0.01584
508788,"2000 CQ114",2454416.05494,46.33870,11.182967,7.59159,0.17227,0.00180,0.08424,0.00281
508788,"2000 CQ114",2454437.40737,45.99036,11.195225,7.53058,0.21621,0.00241,0.05639,0.00107
508788,"2000 CQ114",2454471.65894,45.42516,11.193089,7.57045,0.15883,0.00175,-0.02059,0.00173
508788,"2000 CQ114",2454548.87036,44.98691,11.117928,8.05792,-0.18550,0.00159,-0.06347,0.00223
508788,"2000 CQ114",2456748.56597,45.65348,11.530167,5.21269,-0.16912,0.00248,-0.07100,0.00270
508788,"2000 CQ114",2457116.69612,45.76940,11.596058,4.74735,0.17617,0.00147,-0.02602,0.00369
508869,"2002 VT130",2454731.42948,42.46232,4.451167,22.90856,0.04279,0.00193,-0.06875,0.00146
508869,"2002 VT130",2455177.88698,41.89353,4.453992,22.93000,-0.05189,0.00211,0.05859,0.00100
508869,"2002 VT130",2456228.93962,42.15427,4.796133,23.58419,-0.08611,0.00394,-0.02911,0.00300
508869,"2002 VT130",2456528.09510,43.20481,4.906808,23.73342,-0.00060,0.00300,0.08863,0.00300
508869,"2002 VT130",2456589.89268,42.24394,4.894311,23.73956,0.00025,0.00159,0.09116,0.00125
508869,"2002 VT130",2456590.91460,42.23212,4.893292,23.73828,-0.01757,0.00100,0.08214,0.00100
511551,"2014 UD225",2456896.18459,43.67169,1.548192,12.35156,0.63486,0.01835,0.15839,0.01456
511551,"2014 UD225",2456897.93824,43.64906,1.546964,12.34619,0.64000,0.04000,0.12000,0.03000
511551,"2014 UD225",2458671.70607,45.15143,1.922928,14.66971,0.01637,0.00239,0.08890,0.00273
523624,"2008 CT190",2456066.48778,34.75338,10.474681,39.88443,-0.05925,0.00162,0.00114,0.00100
523756,"2014 WD509",2459048.64951,42.66207,3.906172,19.47891,-0.07323,0.00117,0.24509,0.00104
523983,"1999 RY214",2454729.88885,36.34338,1.225228,20.53834,0.02439,0.03159,0.00705,0.00928
524217,"2001 RZ143",2453618.46842,40.61068,1.521231,10.16956,-0.05290,0.00075,0.00047,0.00050
524217,"2001 RZ143",2455510.36583,40.34546,1.889144,12.52871,0.06742,0.00464,0.03462,0.00466
524366,"2001 XR254",2454089.77821,43.24733,7.241536,21.12197,-0.10693,0.00098,0.01285,0.00052
524366,"2001 XR254",2454360.96605,44.58756,7.358611,20.94389,-0.30433,0.00135,0.15170,0.00107
524366,"2001 XR254",2454361.60390,44.57758,7.359156,20.94258,-0.30475,0.00194,0.15598,0.00100
524366,"2001 XR254",2454364.81935,44.52652,7.361744,20.93622,-0.31466,0.00155,0.16542,0.00100
524366,"2001 XR254",2454382.60946,44.22879,7.371378,20.90974,-0.30501,0.00140,0.19840,0.00156
524366,"2001 XR254",2454439.91481,43.37058,7.346322,20.93681,0.10316,0.00100,0.01377,0.00188
524366,"2001 XR254",2454463.10894,43.20817,7.317322,20.98858,-0.01785,0.01797,-0.02445,0.00703
524366,"2001 XR254",2455177.91708,43.34264,7.520789,20.59475,-0.04470,0.00300,0.10444,0.00300
524531,"2002 XH91",2454779.45976,47.06077,7.290944,24.48583,0.54048,0.00305,0.21496,0.00231
524531,"2002 XH91",2456029.76905,47.50413,7.393617,24.54653,-0.20554,0.01025,0.21393,0.01467
524531,"2002 XH91",2456238.09909,47.04377,7.605369,24.17050,0.73134,0.01126,0.12065,0.01142
524531,"2002 XH91",2457117.83043,47.21099,7.625133,24.30425,-0.02954,0.00384,0.33680,0.00148
524531,"2002 XH91",2458097.06574,46.47696,7.973881,23.67558,0.78493,0.00300,0.09090,0.00381
525462,"2005 EO304",2453440.93703,42.70313,12.748622,-1.05946,2.74996,0.12606,-0.85999,0.12606
525462,"2005 EO304",2453441.89056,42.69732,12.747567,-1.05226,2.53998,0.21938,-0.78999,0.21938
525462,"2005 EO304",2453441.98852,42.69674,12.747458,-1.05152,2.42002,0.34069,-0.42000,0.34069
525462,"2005 EO304",2453475.65806,42.66495,12.707828,-0.79726,2.56001,0.06534,-0.77000,0.06534
525462,"2005 EO304",2453475.68248,42.66505,12.707797,-0.79709,2.61004,0.10270,-0.63001,0.10270
525462,"2005 EO304",2453528.53737,43.21851,12.663850,-0.56650,2.45001,0.02798,-0.56000,0.02798
525462,"2005 EO304",2453528.62898,43.21991,12.663817,-0.56641,2.48000,0.05603,-0.51000,0.05603
525462,"2005 EO304",2454890.00165,42.64710,13.081536,-3.21757,-1.24442,0.04844,0.67206,0.04844
525462,"2005 EO304",2454890.00729,42.64704,13.081531,-3.21754,-1.30285,0.05518,0.75480,0.05518
525462,"2005 EO304",2454890.01859,42.64692,13.081519,-3.21746,-1.26961,0.04198,0.66710,0.04198
525462,"2005 EO304",2454890.02424,42.64685,13.081514,-3.21743,-1.22121,0.04554,0.68479,0.04554
525462,"2005 EO304",2454890.03409,42.64675,13.081506,-3.21736,-1.29321,0.04943,0.64782,0.04943
525462,"2005 EO304",2454890.03974,42.64669,13.081500,-3.21733,-1.36646,0.04297,0.64279,0.04297
525462,"2005 EO304",2454952.88033,42.52302,13.010675,-2.76951,-1.48916,0.01789,0.63477,0.01789
525462,"2005 EO304",2454952.88684,42.52306,13.010667,-2.76947,-1.48846,0.01729,0.64976,0.01729
525462,"2005 EO304",2454952.89250,42.52310,13.010661,-2.76944,-1.49467,0.02006,0.66713,0.02006
525462,"2005 EO304",2454952.89815,42.52314,13.010656,-2.76941,-1.51005,0.01993,0.65504,0.01993
525462,"2005 EO304",2454952.90484,42.52319,13.010647,-2.76936,-1.51402,0.02020,0.66592,0.02020
525462,"2005 EO304",2454952.91051,42.52323,13.010642,-2.76933,-1.48423,0.02284,0.64670,0.02284
525462,"2005 EO304",2454952.91616,42.52327,13.010636,-2.76930,-1.50564,0.01604,0.65213,0.01604
525462,"2005 EO304",2455003.76452,43.15587,12.976275,-2.61174,-1.64286,0.03392,0.64979,0.03392
525462,"2005 EO304",2455003.77077,43.15597,12.976275,-2.61174,-1.68550,0.04778,0.64835,0.04778
525462,"2005 EO304",2455003.77646,43.15606,12.976275,-2.61174,-1.66496,0.03703,0.65071,0.03703
525462,"2005 EO304",2455003.78217,43.15616,12.976272,-2.61174,-1.60346,0.05300,0.66920,0.05300
525462,"2005 EO304",2455003.78788,43.15625,12.976272,-2.61174,-1.61999,0.05267,0.70688,0.05267
525462,"2005 EO304",2455003.79356,43.15634,12.976272,-2.61174,-1.57286,0.05696,0.64056,0.05696
525462,"2005 EO304",2455003.79924,43.15643,12.976269,-2.61175,-1.64064,0.05056,0.68032,0.05056
525462,"2005 EO304",2455192.11167,43.60652,13.174192,-3.88822,-1.69377,0.02495,0.43039,0.02495
525462,"2005 EO304",2455192.11712,43.60642,13.174194,-3.88823,-1.63818,0.02534,0.36524,0.02534
525462,"2005 EO304",2455192.12258,43.60633,13.174197,-3.88824,-1.66405,0.02627,0.35406,0.02627
525462,"2005 EO304",2455192.12804,43.60624,13.174200,-3.88825,-1.65275,0.02165,0.38718,0.02165
525462,"2005 EO304",2455192.13349,43.60614,13.174203,-3.88826,-1.68235,0.02191,0.39326,0.02191
525462,"2005 EO304",2455192.13895,43.60605,13.174206,-3.88828,-1.66876,0.02224,0.39207,0.02224
525462,"2005 EO304",2455192.14447,43.60596,13.174208,-3.88829,-1.64395,0.02231,0.37466,0.02231
525462,"2005 EO304",2455239.99204,42.80738,13.173219,-3.81816,-1.66792,0.03841,0.39434,0.03841
525462,"2005 EO304",2455239.99749,42.80730,13.173214,-3.81814,-1.67019,0.04138,0.36870,0.04138
525462,"2005 EO304",2455240.00294,42.80723,13.173211,-3.81811,-1.64579,0.03241,0.31887,0.03241
525462,"2005 EO304",2455240.00840,42.80715,13.173208,-3.81809,-1.60784,0.02680,0.33173,0.02680
525462,"2005 EO304",2455240.01387,42.80707,13.173206,-3.81806,-1.66454,0.02825,0.32980,0.02825
525462,"2005 EO304",2455296.61260,42.38581,13.116414,-3.43526,-1.54014,0.03023,0.20409,0.03023
525462,"2005 EO304",2455296.62445,42.38582,13.116397,-3.43517,-1.58149,0.02798,0.24592,0.02798
525462,"2005 EO304",2455296.62837,42.38582,13.116394,-3.43514,-1.57510,0.03135,0.26476,0.03135
525462,"2005 EO304",2455296.63360,42.38582,13.116386,-3.43510,-1.57139,0.03188,0.20492,0.03188
525462,"2005 EO304",2455296.63622,42.38582,13.116383,-3.43508,-1.56116,0.03736,0.20758,0.03736
525462,"2005 EO304",2455296.64158,42.38583,13.116378,-3.43504,-1.59445,0.02211,0.24591,0.02211
525462,"2005 EO304",2455324.75133,42.51550,13.084253,-3.24919,-1.54914,0.04693,0.18204,0.04693
525462,"2005 EO304",2455324.76365,42.51560,13.084239,-3.24913,-1.52950,0.06263,0.21110,0.06263
525462,"2005 EO304",2455663.99897,42.33971,13.194811,-3.93791,-0.60202,0.02092,-0.31896,0.02092
525462,"2005 EO304",2455664.00547,42.33972,13.194803,-3.93786,-0.60999,0.02303,-0.35187,0.02303
525462,"2005 EO304",2455664.01197,42.33973,13.194797,-3.93781,-0.58532,0.02528,-0.34848,0.02528
525462,"2005 EO304",2455664.01849,42.33973,13.194789,-3.93776,-0.62235,0.02086,-0.32715,0.02086
525462,"2005 EO304",2455664.02500,42.33974,13.194781,-3.93771,-0.58164,0.02297,-0.34742,0.02297
525462,"2005 EO304",2457893.65639,42.24871,13.643708,-6.79167,0.95971,0.00125,0.28960,0.00048
525462,"2005 EO304",2458864.49753,43.07833,13.988872,-8.89751,-1.71063,0.00093,0.21285,0.00187
525816,"2005 SF278",2456999.86155,34.89427,3.168244,6.17434,-0.11503,0.00100,0.37647,0.00191
532037,"2013 FY27",2458133.57973,79.50285,10.796608,-7.02427,0.13885,0.00098,-0.10392,0.00184
532037,"2013 FY27",2458269.54192,79.96504,10.729931,-6.43224,0.10356,0.01585,-0.08259,0.00993
532037,"2013 FY27",2458271.48916,79.99650,10.730078,-6.42609,-0.00000,0.05000,-0.00000,0.05000
532037,"2013 FY27",2458305.75264,80.53111,10.740306,-6.36988,-0.13403,0.00084,0.09613,0.00149
532037,"2013 FY27",2458307.80347,80.55986,10.741339,-6.36980,-0.00000,0.05000,0.00000,0.05000
532037,"2013 FY27",2458311.11333,80.60500,10.743097,-6.37046,0.00000,0.05000,-0.00000,0.05000
0,"1998 WV24",2454339.62478,38.43228,3.785819,18.68290,-0.01434,0.02327,-0.01324,0.03174
0,"1998 WW31",2452103.39931,47.35306,3.637156,19.60033,0.48083,0.00236,0.73929,0.00317
0,"1998 WW31",2452131.29006,46.92780,3.658178,19.66164,0.37245,0.00541,0.67017,0.00712
0,"1998 WW31",2452163.18339,46.40182,3.660075,19.65779,0.21209,0.00578,0.54794,0.00287
0,"1998 WW31",2452273.98683,46.06694,3.547481,19.23529,0.41276,0.00570,0.05951,0.00251
0,"1998 WW31",2452294.02363,46.34970,3.534119,19.18084,0.54044,0.00474,0.15793,0.00514
0,"1998 WW31",2452329.73034,46.95996,3.534022,19.16647,0.69528,0.00739,0.31998,0.00391
0,"1998 WW31",2452468.58829,47.43260,3.713292,19.72010,0.90493,0.00609,0.73299,0.00677
0,"1998 WW31",2452500.56954,46.94311,3.736775,19.78456,0.90133,0.00373,0.79308,0.00512
0,"1998 WW31",2452531.21831,46.43913,3.736911,19.77380,0.89493,0.00373,0.83599,0.00499
0,"1998 WW31",2452561.99178,46.03738,3.715614,19.69355,0.85983,0.00431,0.86517,0.00200
0,"1998 WW31",2452591.56142,45.85983,3.681367,19.57055,0.80549,0.00374,0.87204,0.00324
0,"1998 WW31",2452622.19331,45.95006,3.643203,19.43258,0.72199,0.00374,0.86345,0.00200
0,"1998 WW31",2452654.34796,46.31998,3.614425,19.32423,0.61340,0.00529,0.82855,0.00561
0,"1998 WW31",2452683.91122,46.81001,3.607600,19.29088,0.51199,0.00432,0.76561,0.00229
0,"1998 WW31",2456235.02142,46.58880,4.472003,20.43292,0.49868,0.05000,0.62460,0.05000
0,"1998 WW31",2456590.90126,46.68958,4.558139,20.49569,0.94313,0.00362,0.68637,0.00169
0,"1999 OJ4",2452552.09830,37.55838,21.415481,-16.09394,-0.03528,0.00416,0.07056,0.01008
0,"1999 OJ4",2453576.20782,37.15639,21.818947,-14.42436,0.09392,0.00056,0.03652,0.00057
0,"1999 OJ4",2454287.47108,37.32587,22.044836,-13.43876,-0.01522,0.00222,-0.14436,0.00127
0,"1999 OJ4",2454288.94139,37.30862,22.043494,-13.44711,-0.02094,0.00165,-0.14481,0.00100
0,"1999 OJ4",2454294.37924,37.24887,22.038161,-13.47981,-0.05148,0.00281,-0.13556,0.00100
0,"1999 OJ4",2454314.42507,37.09062,22.014350,-13.62004,-0.07347,0.00233,0.00338,0.00446
0,"1999 OJ4",2454336.89252,37.04478,21.983278,-13.79475,0.10699,0.00247,0.00925,0.00137
0,"1999 OJ4",2456146.00064,43.61963,23.069981,19.67878,-0.04287,0.05000,-0.08995,0.05000
0,"1999 OJ4",2456590.72987,37.32424,22.530164,-11.37356,-0.03725,0.00100,0.05050,0.00100
0,"1999 OJ4",2457270.99837,36.80695,22.794328,-10.02414,0.04715,0.00256,0.07722,0.00312
0,"1999 RT214",2453941.76093,39.72229,22.067267,-12.35440,0.11331,0.00084,0.00059,0.00030
0,"1999 RT214",2454616.05964,40.48562,22.286894,-11.25117,-0.07026,0.00377,0.01500,0.00610
0,"1999 RT214",2454716.89233,39.62863,22.199936,-11.77068,0.10095,0.00321,0.02694,0.00377
0,"1999 RT214",2456935.70374,39.69922,22.729956,-9.10256,-0.04490,0.00141,-0.07114,0.00302
0,"1999 RT214",2456965.58101,40.08012,22.706950,-9.23598,0.06845,0.00373,-0.03427,0.00252
0,"1999 RT214",2457991.88901,39.53875,23.056431,-7.29661,0.10265,0.00248,0.00693,0.00579
0,"1999 XY143",2454728.66073,44.13743,5.948081,21.87483,-0.02467,0.00153,-0.07973,0.00175
0,"2000 CF105",2452286.55643,41.32281,8.408892,19.80785,0.74889,0.01375,-0.18331,0.01375
0,"2000 CF105",2452286.56129,41.32280,8.408886,19.80787,0.75571,0.00989,-0.25289,0.00989
0,"2000 CF105",2452286.56545,41.32278,8.408881,19.80789,0.73018,0.00989,-0.20864,0.00989
0,"2000 CF105",2452286.57032,41.32277,8.408872,19.80792,0.71512,0.02295,-0.20455,0.02295
0,"2000 CF105",2452694.65605,41.44682,8.444753,19.68894,0.96628,0.00152,-0.09927,0.00604
0,"2000 CF105",2452752.42341,42.26421,8.412736,19.78967,0.92816,0.00218,-0.07380,0.00182
0,"2000 CF105",2453129.74294,42.44907,8.509014,19.45773,0.65272,0.00773,0.08477,0.00773
0,"2000 CF105",2453129.75054,42.44920,8.509019,19.45772,0.65189,0.00658,0.08256,0.00658
0,"2000 CF105",2453129.75815,42.44933,8.509022,19.45770,0.65298,0.00819,0.08354,0.00819
0,"2000 CF105",2453129.76575,42.44946,8.509025,19.45769,0.65565,0.00672,0.08703,0.00672
0,"2000 CF105",2453139.67370,42.61340,8.514933,19.43490,0.63858,0.00593,0.08490,0.00593
0,"2000 CF105",2453139.68131,42.61352,8.514939,19.43488,0.63946,0.00727,0.08661,0.00727
0,"2000 CF105",2453139.68891,42.61364,8.514944,19.43486,0.63827,0.00823,0.08422,0.00823
0,"2000 CF105",2453139.69651,42.61377,8.514950,19.43484,0.63968,0.00718,0.09014,0.00718
0,"2000 CF105",2453155.66859,42.85768,8.529522,19.38028,0.62015,0.00745,0.09642,0.00745
0,"2000 CF105",2453155.67619,42.85779,8.529531,19.38025,0.61831,0.00699,0.09120,0.00699
0,"2000 CF105",2453155.68442,42.85790,8.529542,19.38022,0.61717,0.01067,0.09864,0.01067
0,"2000 CF105",2453155.69202,42.85801,8.529550,19.38019,0.61186,0.01155,0.09634,0.01155
0,"2000 CF105",2453768.00211,41.33564,8.754625,18.56877,-0.54834,0.22328,0.50477,0.22328
0,"2000 CF105",2454064.12680,41.96329,8.917639,17.91552,-0.70080,0.10930,0.44286,0.10930
0,"2000 CF105",2454880.96251,41.40549,9.006844,17.56105,-1.17388,0.04876,0.37426,0.04876
0,"2000 CF105",2454880.96874,41.40552,9.006836,17.56108,-1.14944,0.04678,0.41510,0.04678
0,"2000 CF105",2454880.97393,41.40554,9.006831,17.56111,-1.16731,0.09582,0.35399,0.09582
