,Times,X_Pos_Eris,Y_Pos_Eris,Z_Pos_Eris,X_Vel_Eris,Y_Vel_Eris,Z_Vel_Eris,semimajor_axis_Eris,eccentricity_Eris,inclination_Eris,longitude_ascending_Eris,argument_periapse_Eris,mean_anomaly_Eris,precession_Eris,obliquity_Eris,longitude_Eris,spin_orbit_angle_Eris,spin_period_Eris,Lx_Eris,Ly_Eris,Lz_Eris,E_Eris,X_Pos_Hercules,Y_Pos_Hercules,Z_Pos_Hercules,X_Vel_Hercules,Y_Vel_Hercules,Z_Vel_Hercules,semimajor_axis_Hercules,eccentricity_Hercules,inclination_Hercules,longitude_ascending_Hercules,argument_periapse_Hercules,mean_anomaly_Hercules,precession_Hercules,obliquity_Hercules,longitude_Hercules,spin_orbit_angle_Hercules,spin_period_Hercules,Lx_Hercules,Ly_Hercules,Lz_Hercules,E_Hercules,X_Pos_Dysnomia,Y_Pos_Dysnomia,Z_Pos_Dysnomia,X_Vel_Dysnomia,Y_Vel_Dysnomia,Z_Vel_Dysnomia,semimajor_axis_Dysnomia,eccentricity_Dysnomia,inclination_Dysnomia,longitude_ascending_Dysnomia,argument_periapse_Dysnomia,mean_anomaly_Dysnomia,precession_Dysnomia,obliquity_Dysnomia,longitude_Dysnomia,spin_orbit_angle_Dysnomia,spin_period_Dysnomia,Lx_Dysnomia,Ly_Dysnomia,Lz_Dysnomia,E_Dysnomia,Lx_totDysnomia,Ly_totDysnomia,Lz_totDysnomia
10,356197633.3841488,0.0,0.0,0.0,0.0,0.0,0.0,302.3879649761002,0.9998851915877172,62.500360947548245,138.76107596098694,107.48663675586883,180.04921177062207,0.0,0.0,0.0,0.0,inf,5708.547680374754,6490.488948868586,4538.146957097664,-4.3224960080304085,-800.0399890933413,-6579.096182308926,10516.86966217249,0.23854951378836628,-0.14992923174398934,-0.08550437839493175,10367.670658456986,0.14345222179492212,62.500360947548245,138.76107596098694,277.7205960917903,192.88177272949827,0.0,0.0,0.0,0.0,inf,100827.58440214064,115039.5406649552,79594.28839209485,-2.2623274935597246,-29592.81632673464,11732.073767482332,19292.455485946237,0.04356330512051304,-0.12246457719344563,0.1187772722213743,37338.48273706378,0.009004124863579722,61.6148715968319,139.2743530691256,59.89537969742423,335.73428374229667,0.0,0.0,0.0,0.0,inf,16562.114091274794,19237.80888146989,13717.090357939822,-0.06595870156146133,123098.24617379019,140767.8384952937,97849.52570713233
11,356208432.4594706,0.0,0.0,0.0,0.0,0.0,0.0,300.2335807784735,0.9998843693999893,62.50036330242065,138.7610688602214,122.24217178598512,180.04685781916598,0.0,0.0,0.0,0.0,inf,5390.337292905037,6115.305920788119,4277.884341232624,-4.354481050433207,1773.9776311824776,-7965.283183584491,9259.708315443168,0.23552678084317746,-0.10522139881246059,-0.14625882675823226,10349.004259996293,0.13720898535165435,62.500363302420666,138.7610688602214,292.4854909302276,192.71896826709983,0.0,0.0,0.0,0.0,inf,101145.03742087187,115413.82950790462,79853.93269107208,-2.261262179907091,-29086.244212906127,10406.538127567086,20535.30070830875,0.05011141740208053,-0.12289885384162659,0.11139746180166823,37341.87214374204,0.008945227939160144,61.61489757820885,139.27437436152982,57.38802207439134,341.01559892420414,0.0,0.0,0.0,0.0,inf,16562.871452918236,19238.70305850737,13717.708669224847,-0.06593215163636616,123098.24616669514,140767.83848720012,97849.52570152955
12,356219231.5409884,0.0,0.0,0.0,0.0,0.0,0.0,298.2483557497224,0.9998835960141024,62.50035377065756,138.7610810828288,137.20380258367638,180.0413424952974,0.0,0.0,0.0,0.0,inf,5060.067561065129,5727.834708925494,4006.2499733961904,-4.384627250470124,4229.756333701095,-8822.876221852503,7388.703232536955,0.21666737535450134,-0.052538524223071925,-0.19847880166947973,10331.979075994019,0.1310668462184233,62.500353770657576,138.76108108282884,308.1682469042197,191.6455461205604,0.0,0.0,0.0,0.0,inf,101476.9438830922,115803.21982469072,80126.91393283062,-2.259980738594968,-28513.613138880108,9080.179705811057,21698.796338480286,0.05579707631720082,-0.1226414598035634,0.10411759236490037,37334.280589151575,0.008653908815503998,61.61486953621339,139.2743479258441,55.64496102174387,345.5380629741283,0.0,0.0,0.0,0.0,inf,16561.234715525898,19236.783945585164,13716.361789765588,-0.06600561534348741,123098.24615968321,140767.83847920137,97849.5256959924
13,356230030.63039184,0.0,0.0,0.0,0.0,0.0,0.0,296.5712220096185,0.999882930105629,62.50032827462772,138.76110094314498,152.3517405012529,180.03292448022987,0.0,0.0,0.0,0.0,inf,4732.614200325946,5345.994531551935,3735.664192809975,-4.4107685258430065,6398.985761618664,-9083.541817497508,5018.283156704289,0.18268001321036162,0.004700587448741168,-0.2381232398419831,10317.764101767163,0.1255412576060838,62.50032827462772,138.76110094314498,324.82737595761955,189.60045204168264,0.0,0.0,0.0,0.0,inf,101807.77015577938,116188.99214026397,80400.28730789165,-2.258507710065588,-27884.146564706123,7759.601133447635,22785.159672408285,0.060646563448045365,-0.12185886460146368,0.09714484844251273,37318.773122417966,0.008201912698513213,61.61484894366454,139.27432683935137,54.75859180573396,349.2180975883565,0.0,0.0,0.0,0.0,inf,16557.86179665065,19232.851799483386,13713.57418982049,-0.06615239148718847,123098.24615275598,140767.8384712993,97849.5256905221
14,356240829.72406,0.0,0.0,0.0,0.0,0.0,0.0,295.3250693133612,0.9998824262092407,62.50028697626775,138.76111759623066,167.6511977024468,180.02210997182058,0.0,0.0,0.0,0.0,inf,4424.019951001488,4988.9143188823955,3479.6517155071697,-4.4308862112168885,8127.831100575208,-8719.44278563455,2303.04374881402,0.1355437995808479,0.0624603834917901,-0.261868900855824,10307.407577532884,0.1211977230966535,62.50028697626774,138.76111759623066,342.4137480727881,186.63037216340115,0.0,0.0,0.0,0.0,inf,102120.74377986771,116551.13893943612,80659.93320942813,-2.256885203859995,-27206.46693023434,6449.4359860950535,23798.689759170768,0.06474532246738626,-0.12074715988038565,0.09065401085166012,37298.74384783227,0.007664175401274876,61.61487453809386,139.27435674023604,54.88291171125207,351.9070632185155,0.0,0.0,0.0,0.0,inf,16553.48241504189,19227.785205172622,13709.940760181567,-0.06634195476571549,123098.2461459111,140767.83846349112,97849.52568511685
15,356251628.8152337,0.0,0.0,0.0,0.0,0.0,0.0,294.6050329090832,0.9998821283262295,62.50023336436944,138.7611222972835,183.0541443521571,180.00962823606676,0.0,0.0,0.0,0.0,inf,4150.312819259403,4675.46830073906,3251.831613077265,-4.443340330101117,9290.560817788286,-7748.1810968318105,-572.3695378353417,0.07846119248850035,0.1164279192314218,-0.2675410135848835,10301.719487257853,0.11856208192479635,62.50023336436944,138.7611222972835,0.7223432319569412,182.93805835481194,0.0,0.0,0.0,0.0,inf,102399.11479014563,116869.92519347566,80891.63542986882,-2.255173383240659,-26487.959962793637,5152.112233634936,24745.301133211793,0.06823592189268671,-0.11951557345214196,0.08476622599684977,37277.53639068264,0.007116170342126981,61.61496366336211,139.27447039382284,56.20255601034704,353.4223965040356,0.0,0.0,0.0,0.0,inf,16548.818529740158,19222.444961558296,13706.058636827838,-0.06654345646603219,123098.2461391452,140767.83845577302,97849.52567977391
16,356262427.8979182,0.0,0.0,0.0,0.0,0.0,0.0,294.4685396239167,0.9998820640714159,62.50017319816826,138.76110921989869,198.50288512418948,179.9963750200062,0.0,0.0,0.0,0.0,inf,3926.0723211230156,4422.542958582141,3064.6777644557865,-4.4470843816738785,9801.656149634044,-6233.479906504905,-3407.6108712157497,0.015621690163956821,0.16245285102218426,-0.2544496089529379,10301.163604290341,0.11799734490862591,62.50017319816829,138.76110921989869,19.385029354027118,178.88962910007103,0.0,0.0,0.0,0.0,inf,102627.6470912115,117127.69062308708,81082.37133877518,-2.2534484344211543,-25734.20936916547,3867.821811530524,25631.849060295088,0.07130690766054136,-0.11836519139845927,0.07953240543856101,37258.17198995514,0.00663219879500083,61.61511567718035,139.2746842920463,58.853568278534816,353.6271712277504,0.0,0.0,0.0,0.0,inf,16544.526720122045,19217.604866473837,13702.476571261019,-0.066728507176604,123098.24613245657,140767.83844814307,97849.52567449199
17,356273226.9703835,0.0,0.0,0.0,0.0,0.0,0.0,294.92884710415245,0.9998822406856125,62.5001133722333,138.76107587042875,213.9351332872487,179.98332888906367,0.0,0.0,0.0,0.0,inf,3763.008820121849,4243.363278277966,2928.2777475456533,-4.441813866460232,9624.384616599118,-4280.896990746418,-6003.683018497351,-0.04820935571617582,0.1970121496098851,-0.22354011286784173,10305.786156674387,0.11959596156422168,62.5001133722333,138.76107587042875,37.93794292465194,174.94726051556992,0.0,0.0,0.0,0.0,inf,102794.08366558164,117310.57603134433,81221.59290923733,-2.251797725898963,-24948.59930569989,2594.7303850518765,26465.320576477116,0.07417321692127743,-0.1174665008333247,0.07492562213291701,37243.1441133498,0.006281380739445187,61.61531659317126,139.27499735745752,62.78363937595112,352.57032477354863,0.0,0.0,0.0,0.0,inf,16541.15364014157,19213.89913097887,13699.655012487956,-0.06687347470481192,123098.24612584505,140767.83844060116,97849.52566927094
18,356284026.0362506,0.0,0.0,0.0,0.0,0.0,0.0,295.95331848836935,0.9998826439380458,62.50006077927311,138.7610230938242,229.2898521297382,179.9714533099024,0.0,0.0,0.0,0.0,inf,3668.861831282634,4146.243667217389,2849.35709913031,-4.428009930468236,8774.27682416952,-2028.819828041452,-8180.347988295411,-0.10820784133792093,0.21760315672687996,-0.17730630545820517,10315.200818630483,0.12314973688893446,62.50006077927311,138.7610230938242,55.94438655662613,171.5463425233572,0.0,0.0,0.0,0.0,inf,102890.28221760051,117409.8111436592,81302.23333795923,-2.2503127229134616,-24132.160058623,1329.415373795314,27252.00422729834,0.07705149610060547,-0.11694040679225243,0.07084499121808889,37234.266757255195,0.006118500764842372,61.61554437748889,139.27539189655158,67.6064620177553,350.63289232476114,0.0,0.0,0.0,0.0,inf,16539.10207042441,19211.783622267114,13697.935227018816,-0.06696125472688369,123098.24611930756,140767.8384331437,97849.52566410835
19,356294825.10247976,0.0,0.0,0.0,0.0,0.0,0.0,297.4667662171565,0.9998832402023621,62.50002127289593,138.7609546803833,244.51290707123397,179.96160176813115,0.0,0.0,0.0,0.0,inf,3646.8532816794877,4134.032557712103,2830.778594407443,-4.406866757114646,7316.911331102212,364.00682852746706,-9791.338707872803,-0.16000943434512774,0.22298206613630067,-0.11947819012370965,10328.635081027312,0.12821710393391436,62.50002127289593,138.7609546803833,73.10116463378739,168.98917345129064,0.0,0.0,0.0,0.0,inf,102912.78456611092,117422.29417434304,81321.22870637281,-2.249080948993153,-23283.685523287764,67.47170862909083,27996.76227097847,0.08013538644953065,-0.11684674301907004,0.06713042781947495,37232.57765642232,0.006171251569821458,61.61577430365914,139.27583675143808,72.60708555693279,348.52333634718156,0.0,0.0,0.0,0.0,inf,16538.608265040693,19211.511693700697,13697.518358213649,-0.06698237048597298,123098.2461128311,140767.83842575585,97849.52565899391
20,356305624.1749853,0.0,0.0,0.0,0.0,0.0,0.0,299.3591742939862,0.9998839811178012,62.499998838088494,138.76087662877427,259.561632501673,179.95444215652844,0.0,0.0,0.0,0.0,inf,3695.7737661070896,4204.322468852175,2871.5907265481505,-4.380123524246943,5360.569134331646,2732.492906747228,-10735.297816360551,-0.20012650424448322,0.21320895912068388,-0.054559075616013857,10345.026599051092,0.13424425975544982,62.49999883808852,138.7608766287743,89.27295960905506,167.41059007323082,0.0,0.0,0.0,0.0,inf,102862.74057306387,117350.3902421392,81279.47927966656,-2.2481785545180744,-22400.094979260688,-1195.8082438617437,28702.505760632368,0.08357575515265449,-0.11718216188609212,0.06358469658695709,37238.299739258415,0.006432505794204903,61.61598373377868,139.27629227423154,76.99854467466905,347.02164855580617,0.0,0.0,0.0,0.0,inf,16539.73176721783,19213.125707415587,13698.4556476917,-0.06693530798582123,123098.24610638879,140767.83841840696,97849.52565390641
21,356316423.2553765,0.0,0.0,0.0,0.0,0.0,0.0,301.4963308687785,0.9998848096319143,62.49999505336574,138.76079616864342,274.40773922729966,179.95041060058924,0.0,0.0,0.0,0.0,inf,3810.604413258539,4350.287253540233,2967.5465743311415,-4.349844645543574,3045.2552890577867,4918.705577634413,-10961.380205837597,-0.22619754482189375,0.18951521571070284,0.012681804292845553,10363.14660620593,0.14067742746412423,62.49999505336574,138.76079616864342,104.46243655917237,166.8078497195066,0.0,0.0,0.0,0.0,inf,102745.28400110907,117201.08735841537,81181.32913271703,-2.2476647573794857,-21476.966218495952,-2464.7803646252187,29369.92429427045,0.08746903973110258,-0.1178866305017149,0.059997619204578904,37250.85910004338,0.006865208488963219,61.61615576570351,139.27671646035552,80.24664268779289,346.65528479242846,0.0,0.0,0.0,0.0,inf,16542.35768557537,19216.463799098576,13700.649941768008,-0.06682612511525182,123098.24609994297,140767.83841105417,97849.52564881617
22,356327222.339952,0.0,0.0,0.0,0.0,0.0,0.0,303.73160517309617,0.9998856660899595,62.50000888347462,138.76072067258895,289.03841862857047,179.94969667773785,0.0,0.0,0.0,0.0,inf,3983.4583031063667,4561.873428195865,3111.908826007766,-4.318197201955669,530.0116952457674,6783.228266908683,-10469.595187724548,-0.2370564211091851,0.15405056449190407,0.07766237440621361,10381.724858141222,0.1470323664602645,62.50000888347462,138.76072067258895,118.75740112416015,167.09343972075968,0.0,0.0,0.0,0.0,inf,102568.5780433259,116984.78556675707,81033.74974160608,-2.2475787458567167,-20509.146850876845,-3742.8993367216885,29997.466914274813,0.09185428630102807,-0.11885574417800131,0.05616767065652431,37268.95079000044,0.007415688135711513,61.61628137887317,139.277071447166,82.186922510372,347.5828463786586,0.0,0.0,0.0,0.0,inf,16546.209747021436,19221.17940869889,13703.867076077766,-0.06666750402475911,123098.24609345371,140767.8384036518,97849.52564369161
23,356338021.42195255,0.0,0.0,0.0,0.0,0.0,0.0,305.91729154337145,0.9998864933464455,62.50003679272761,138.76065658271432,303.4558789425926,179.95225498604924,0.0,0.0,0.0,0.0,inf,4204.598090558909,4827.050121271672,3296.330299919972,-4.2872633806051725,-2019.6796805281438,8213.464359680276,-9306.849702475929,-0.23265431497208544,0.10958171170777325,0.13632421399765204,10399.556097094757,0.152921321156837,62.5000367927276,138.7606565827143,132.2857764690895,168.14004846243637,0.0,0.0,0.0,0.0,inf,102342.77674720771,116714.01851644067,80845.44071778456,-2.2479389091300734,-19491.356975230272,-5032.318129425263,30581.527793308524,0.09671726073512343,-0.11995535455994093,0.051917953438685785,37290.639104627364,0.008025093815533733,61.616359965524026,139.27732964880093,82.92205081826768,349.6972486746324,0.0,0.0,0.0,0.0,inf,16550.871249121108,19226.76975844967,13707.754620801992,-0.06647748454325442,123098.24608688772,140767.83839616203,97849.52563850651
24,356348820.4953432,0.0,0.0,0.0,0.0,0.0,0.0,307.9144415397216,0.9998872403971574,62.500073133558885,138.76060844651198,317.67576269553365,179.95783427547374,0.0,0.0,0.0,0.0,inf,4463.336097793116,5132.890331427575,3511.6404026144132,-4.2589067230345465,-4443.1057790865025,9128.71190470492,-7560.084570269537,-0.2138905773168699,0.05920418217890184,0.1853346130964123,10415.577647243957,0.15805239458272127,62.500073133558885,138.76060844651198,145.1875701975094,169.8085242144553,0.0,0.0,0.0,0.0,inf,102079.09908389712,116402.33862237864,80626.01994626934,-2.248743760856132,-18418.721243427313,-6333.644174042811,31116.769338907074,0.10199889405666542,-0.12103551236058473,0.04710568271670237,37313.47915616121,0.008634421697110973,61.61639836568007,139.27747900621642,82.6663651480642,352.78161821624695,0.0,0.0,0.0,0.0,inf,16555.810898532833,19232.609434753445,13711.86528435982,-0.0662781009419589,123098.24608022306,140767.83838855967,97849.52563324358
25,356359619.5585951,0.0,0.0,0.0,0.0,0.0,0.0,309.6006815341569,0.9998878645222915,62.50011075288781,138.76057811479012,331.7249345487377,179.96601502476102,0.0,0.0,0.0,0.0,inf,4748.708208821892,5466.362731923779,3748.44101767549,-4.234692987625998,-6593.472629057649,9482.37908742466,-5347.887623168852,-0.18240914797792132,0.006105237897232393,0.22217124264043583,10428.917006082156,0.16221601436447106,62.50011075288781,138.76057811479012,157.60105178768194,171.9616002067158,0.0,0.0,0.0,0.0,inf,101789.1262230655,116063.48896065848,80385.40142566801,-2.2499737452872415,-17287.19880562499,-7645.833573137525,31596.51575049123,0.10760532062874843,-0.12194188400965102,0.041625995893828906,37334.65212100067,0.009184908653716472,61.61640867260233,139.277527081059,81.64126749576589,356.61424903785894,0.0,0.0,0.0,0.0,inf,16560.41164156223,19237.98668825097,13715.683184551259,-0.06609405558318027,123098.24607344961,140767.83838083324,97849.52562789476
