,mass_1,mass_2,sma_2,ecc_2,aop_2,inc_2,lan_2,mea_2,mass_3,sma_3,ecc_3,aop_3,inc_3,lan_3,mea_3
0,1.5309892930176224e+22,1.6270280478858643e+22,12316.756076088803,0.0006398801987976548,-0.0008186914306217713,0.3805766408389911,-0.442550586064604,297.09101599056805,1.6330432164820777e+22,37269.04031972687,0.0030001666514953497,0.0002883904701439831,0.39004906930813776,-0.45069784610936403,486.87221191752417
