,time,Lat_Prim,Long_Prim,DeltaLat_Hiiaka,DeltaLong_Hiiaka,DeltaLat_Hiiaka_err,DeltaLong_Hiiaka_err,DeltaLat_Namaka,DeltaLong_Namaka,DeltaLat_Namaka_err,DeltaLong_Namaka_err
0,2453746.525,26.781370362929632,192.17743935269473,0.8355211169806632,-0.7411453725305475,0.0025373271759225784,0.0022023129404202253,0.2192446492537536,-0.06770179806377803,0.002628549393177025,0.0022792800521202407
1,2453746.554,26.78138847769379,192.177511180848,0.8394273115092122,-0.7391616159648965,0.002527728246523608,0.0022041272176376364,0.21369715734600483,-0.061312846335216914,0.0026563863428110666,0.0023014017813541413
2,2454138.287,26.92986516793511,193.23155515004012,0.538180273869692,-0.5749626115613063,0.0019711089418413016,0.0021261244800259587,0.33765164608680887,-0.1297958831555771,0.003710130300972886,0.0056347529088858275
3,2454138.304,26.929871540931753,193.23159831434148,0.5366177613165315,-0.5752573722355412,0.001966515581261475,0.0009813838515321477,0.3202069534932417,-0.12310264891566962,0.007562158493155936,0.0030058546064233114
4,2454138.351,26.92989065986702,193.2317278072924,0.5476331748008226,-0.5805676659736778,0.002083949215654942,0.0024747417557615444,0.31876379928671733,-0.12321918537909175,0.0055048725765315274,0.004536112199926968
5,2454138.368,26.929897032850928,193.23177097161613,0.5449101514515837,-0.5763562879996263,0.002223001861688984,0.001686884806891693,0.3165956817630749,-0.11350113886072835,0.0063929236881946645,0.004356643707924773
6,2454138.418,26.92991090632638,193.2319147124315,0.5496971351963474,-0.5847024422722481,0.002710995630436641,0.0012102480349648393,0.3054624457868395,-0.1190253154138698,0.003726628838742106,0.003303115001289169
7,2454138.435,26.92991727929641,193.23195787677838,0.5564260354814914,-0.5866188258331007,0.002539519325144941,0.0026559279544760518,0.30124690269985327,-0.11925977918968889,0.005227715934102961,0.004776292382761553
8,2454138.484,26.929936398169552,193.2320873698592,0.5566881647946462,-0.5873159028818555,0.0021691839729959337,0.0014224745786304812,0.2879199790261106,-0.10633911127992311,0.012845019408635704,0.0076085408660039955
9,2454138.501,26.92994277112683,193.2321305342285,0.5631535551469162,-0.590795951784594,0.002864707103171548,0.00260998739486013,0.28233222914064215,-0.11095927344151305,0.004010233102525308,0.0043877917117717356
10,2454138.551,26.929965762721352,193.2322696662509,0.5696361102106355,-0.5944612972728223,0.002218018138789631,0.0013688983850223438,0.27444470384442693,-0.10043143473972896,0.005691732781678156,0.004341697979632117
11,2454138.567,26.929972135656282,193.23231283064743,0.5657408409206842,-0.596036802774382,0.002208523745173429,0.0017525701966307693,0.2659857404613899,-0.09772563807784057,0.004609842721319069,0.002627867421375313
12,2454469.653,27.049930950760828,194.1258399669627,-1.0305160518386944,0.6788943691625148,0.007982695959614098,0.00406383306096781,0.26766038185093965,-0.15120492852668682,0.008037457711843178,0.005860490815284406
13,2454593.726,27.09354417401136,194.4612568732016,0.9164654605762894,-0.6099809940400347,0.004201539353036551,0.0030617558654936518,-0.6968463796441264,0.31296438786258335,0.007425148748690437,0.0050843129059030285
14,2454600.192,27.095788906226677,194.47874256374,0.21046124121958412,0.03301369813226326,0.004242060833390834,0.004256686052415051,0.23622520257715662,-0.12925289309055946,0.011100845409753507,0.00521379177655085
15,2454601.99,27.0964202524552,194.48360750403373,-0.05872629362183655,0.22435803863881038,0.005093057166057582,0.006081919375258539,0.4904049743285489,-0.25113579258572666,0.006071011411813232,0.005264587573437855
16,2454603.788,27.097038571212764,194.48846740901237,-0.3090547045830724,0.4057887478088813,0.005496808343543376,0.002382966454778425,0.5409824415281742,-0.2594790903719825,0.004763866351463092,0.0032531728939794733
17,2454605.788,27.097734576001464,194.49388092181061,-0.5594064494369246,0.5855503471870488,0.00935033815970433,0.004755264684517403,0.23950699057839075,-0.10331338564204443,0.00606419545988432,0.0038744442953865376
18,2455375.655,27.350222895840407,196.58191930772853,,,,,-0.43792115690432837,0.21817237786151591,0.0015894343960910615,0.0014390306594912225
19,2455375.661,27.35023052170529,196.58193883482483,0.8620623034091155,-0.7586540574858844,0.0015342700485100555,0.0013537918062696945,,,,
20,2455375.673,27.350232805043877,196.5819726574961,,,,,-0.439491099861759,0.21878475901554703,0.0033638467810036925,0.002785969512445434
21,2455375.719,27.35024728094781,196.58209365262417,,,,,-0.4434796491060053,0.22271072995078534,0.007599558331206611,0.002693932724796641
22,2455375.727,27.350245751335763,196.58211771175564,0.8677837608679896,-0.7629309603754048,0.0016108600583181962,0.0011006910662617775,,,,
23,2455375.737,27.350244221744408,196.58214177088303,,,,,-0.4477707297505079,0.22348887193702488,0.002431149939585032,0.0015268462838537444
24,2455375.786,27.350262510530964,196.58227252962442,,,,,-0.46282101985480384,0.22579758304153114,0.002679219088046378,0.00137960635931348
