name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
160256,2002 PD149,1675,3,26800,300,0.588,0.008,32.9,0.4,58.5,0.8,55,1,247,2,0.54,0.02,186,155,2457000.0
