,mean,stddev
mass_1,1.345605657686823e+20,1.3456056576868231e+19
mass_2,1.439434231317686e+18,1.439434231317686e+17
sma_2,6040.0,100.0
ecc_2,0.024,0.007
aop_2,312.2547314551306,10.0
inc_2,55.61039278308317,0.4
lan_2,128.5920836633314,1.0
mea_2,254.0,10.0
j2r2_1,3500.0,1000.0
spinc_1,55.61039278308317,1.0
splan_1,128.5920836633314,3.0
sprate_1,1.587e-4,0.0
