,mean,stddev
mass_1,1.94e+18,4e+16
mass_2,10e5,0.0
sma_2,6670.0,200.0
ecc_2,0.563,0.05
aop_2,78.7,10.0
inc_2,48.51,2.0
lan_2,170.62,2.0
mea_2,235.5,10.0
j2r2_1,2000.0,1000.0
spinc_1,48.5,0.0
splan_1,170.6,0.0
