Likelihood,Degrees-of-freedom,P-val,Chi-sq,Reduced_chi_sq,Prior,m,s,m,m,s,e,a,i,l,m,j,s,s,s,Residuals_Lon_Obj_1,Residuals_Lat_Obj_1
-915242.2246806023,125,0.0,1830484.4493612046,14643.875594889638,0.0,1.989e+30,6562860000.0,4.152501874507123e+17,2.105419907257134e+17,25459.49904907725,0.2749041637968795,14.079588527778384,54.21952716071425,43.411296760785675,295.90541775764007,997824.9916201927,0.00017453292519943296,102.63605094402756,203.65742398909447,"[ -31.64139399  -17.38685105  -16.52030381   16.75388125   13.74644164
   26.7198096    21.20569801   58.41501475   64.83869761   33.17992225
   40.15626811  113.30009871  125.30426064   84.75088496   80.27760599
   17.26432464   28.30884488   33.67703228   31.95782477   25.40949407
   18.52510605    6.66772506    7.23399059   21.85604814   20.24606468
    7.9893274    10.91931319   10.68928152   10.14330013   10.46275161
   10.69803351   11.5149719    10.42679854    9.08710454   11.86173627
    7.13128773   11.32204252   17.12880463   17.59261518   12.89173169
   13.57169021    8.52737964   10.1057163     9.68063991   17.44751994
   16.48971734   17.59376736   22.90258125   31.79868656   29.38935301
   27.38949404   25.43531221   26.06043881   22.92632044   34.34090122
   29.72660035   31.3502731    26.19034223   31.23012424   32.53300299
   32.44237157   17.14133581   21.0222757    15.17285722   18.18802236
   16.2253101    -5.87705382 -792.59532064]","[ 2.66653497e+01  1.22715043e+01  1.42671474e+01  3.27299383e+01
  6.38394847e+00  1.95703625e+00  2.88195021e-01  2.93223398e+00
  2.96619714e+00  2.10056491e+00  2.51663763e+00  5.67233812e+00
  5.21264165e+00  3.50345913e+00  3.65068972e+00 -3.44074335e+00
 -3.20924283e+00 -1.23438990e+01 -1.04612746e+01 -9.98890713e+00
 -6.26238343e+00 -1.51946217e+00 -3.38926299e+00 -5.79773750e+00
 -9.72522357e+00 -4.13344032e+00 -1.38023749e+00 -1.76440999e+00
 -2.82224813e+00 -3.87620748e+00 -4.08762809e+00 -3.73114640e+00
 -3.76253389e+00 -2.08798066e+00 -4.10811809e+00 -2.91746830e+00
 -3.12052357e+00 -6.03394912e+00 -9.18677247e+00 -5.29164325e+00
 -3.76657457e+00 -2.36434765e+00 -2.49808035e+00 -1.79554004e+00
 -4.10180144e+00 -3.37487560e+00 -3.56720034e+00 -5.31961452e+00
 -5.04693975e+00 -5.54657703e+00 -3.41829719e+00 -4.13640333e+00
 -3.87492961e+00 -4.07737219e+00 -1.67211852e+01 -1.35407945e+01
 -1.49567102e+01 -1.40731609e+01 -1.55665915e+01 -1.68069842e+01
 -2.05676604e+01 -2.47590387e+01 -2.61960331e+01 -2.60512832e+01
 -2.73439149e+01 -2.42459574e+01  7.70464734e+00 -1.05640764e+03]"
-183363.73961304827,125,0.0,366727.47922609653,2933.8198338087723,0.0,1.989e+30,6562860000.0,2.8547830848490285e+17,2.123205105541026e+17,25525.8732875297,0.2737290663176277,8.318216919948107,53.09462771220144,42.90643295114795,302.61573358665544,1007110.0261096728,0.00017453292519943296,85.91509460521041,201.759544262777,"[ -16.41141617  -10.13892103   -8.55912643   28.6911338    16.58038327
   27.41028198   21.72620495   59.98842401   66.54952575   33.79740976
   40.90962513  115.37351941  127.55030833   86.31028498   81.72929891
   14.10872961   23.53141086   -8.0700146   -10.52637797   -8.58568256
   -7.77635959   -1.93001777   -5.44813275   -7.70431535   -9.58895258
   -7.22801729   -7.72132839   -5.64482826  -10.552904     -9.23248515
  -10.17828262  -13.9907525   -16.61864403  -12.71788512  -17.03470769
  -13.29560318  -16.08253743  -26.08452957  -30.32629355  -21.17208873
  -19.98968136  -18.19700258  -22.7444016   -23.16531821  -42.91260655
  -43.27074402  -48.23814352  -59.11830726  -83.59371881  -74.03300621
  -70.22045169  -68.83636075  -71.34179556  -63.0645061   -20.42046334
  -19.02809544  -17.25423669  -15.74522164  -19.82331883  -24.14596904
  -22.28734523   26.65707934   33.62493427   26.30710077   30.32993441
   26.19651366    0.5666891  -279.34330837]","[ 33.95721775  15.77452682  18.65231161  27.11763867   1.95113712
  -8.44639797  -8.23307253 -22.2553351  -20.9499793  -12.11601441
 -17.20075727 -51.9209824  -49.85849689 -34.28285848 -34.92027504
 -14.08855302 -17.85651524 -46.71566748 -38.92185473 -37.49158748
 -25.01582736  -9.60215697 -12.26508671 -26.27417172 -36.37624715
 -15.27105555 -11.97848149 -11.98718305 -14.35314307 -14.52430955
 -17.45806349 -15.48331182 -15.48134284 -11.58733495 -14.86913155
 -11.7637183  -14.54194709 -24.38545164 -31.7614451  -19.88898912
 -17.16719961  -3.34921841  -3.65241113  -1.34683918  -1.67963076
  -1.16471548  -0.71495775  -2.61277785  27.28310786  25.63686577
  18.73031701  22.04720218  21.71097878  23.65516938  64.97307428
  51.63373022  56.76732059  54.43057913  60.40751837  69.23008206
  71.41735312  42.05487438  47.26780052  48.01625558  41.45593005
  39.57661121  -1.51001901 335.39768382]"
-327637.3643083166,125,0.0,655274.7286166332,5242.1978289330655,0.0,1.989e+30,6562860000.0,3.494507736603702e+17,1.8752633881054906e+17,25492.316598161084,0.27397971547257016,13.303059008308153,55.220344961629195,42.4148324035528,303.8535833862914,1011254.9763178866,0.00017453292519943296,96.80173057502368,198.99194323951198,"[-1.82556452e+01 -1.10132058e+01 -9.51928158e+00  2.84156278e+01
  1.67820141e+01  2.84281196e+01  2.24935286e+01  6.23080269e+01
  6.90722300e+01  3.51868067e+01  4.26054985e+01  1.20043113e+02
  1.32610968e+02  8.98254566e+01  8.50031618e+01  1.54463439e+01
  2.55396989e+01 -3.08503152e-02 -2.34531499e+00 -2.03937072e+00
 -2.71162775e+00 -3.04525996e-01 -3.05061914e+00 -2.12171269e+00
 -3.95451777e+00 -4.52457345e+00 -4.40973588e+00 -2.74301755e+00
 -6.87619347e+00 -5.73361745e+00 -6.46961640e+00 -9.66520178e+00
 -1.20319886e+01 -9.01997633e+00 -1.21341784e+01 -9.83143523e+00
 -1.14350514e+01 -1.89064895e+01 -2.23666530e+01 -1.55138883e+01
 -1.44149608e+01 -1.43703475e+01 -1.80406452e+01 -1.86315659e+01
 -3.47339290e+01 -3.51735158e+01 -3.93183735e+01 -4.80051768e+01
 -7.26005485e+01 -6.41805737e+01 -6.09220908e+01 -5.98563504e+01
 -6.20639341e+01 -5.48739318e+01 -2.88713590e+01 -2.65529068e+01
 -2.47567440e+01 -2.22190776e+01 -2.77056803e+01 -3.28979017e+01
 -3.07392768e+01  1.71474061e+01  2.10330749e+01  1.51872642e+01
  1.82063808e+01  1.62425662e+01  1.42553900e+00 -5.57746584e+02]","[ 33.99583704  15.79726799  18.681015    28.07858478   2.37230254
  -7.82046482  -7.72038304 -20.73990658 -19.51105989 -11.27582438
 -16.03549089 -48.51736362 -46.60398361 -32.04985386 -32.64093693
 -13.62523541 -17.22129376 -46.96191037 -39.12579246 -37.68870292
 -25.1502643   -9.69635841 -12.36869838 -26.5186686  -36.69451772
 -15.6427084  -12.33216419 -12.32836267 -14.73804184 -14.87976909
 -17.90443661 -16.23758511 -16.23351835 -12.19708878 -15.55990956
 -12.33161875 -15.27520729 -25.98989675 -33.73522533 -21.16535502
 -18.33899151  -5.43160109  -6.09403037  -4.15974884  -7.71240637
  -6.66546387  -7.81118881  -9.34481367  12.57690159  11.45282207
   8.65626362  10.13837944  10.07448964  11.04292237  51.66859774
  41.02003439  45.08750555  43.27561773  48.03660129  55.22117094
  56.44057663  38.81620197  43.70709401  44.42690763  38.1221443
  36.4842731   -0.54311268 437.21113091]"
-1450987.8427443379,125,0.0,2901975.6854886757,23215.805483909407,0.0,1.989e+30,6562860000.0,3.7134287689432275e+17,1.842699657446999e+17,25571.185821469408,0.27533061417049876,12.964779904700855,56.408342790959594,43.171931974496324,297.4274527643795,1006936.5015549206,0.00017453292519943296,104.75754299031132,195.42563911284503,"[-2.40364368e+01 -1.37627158e+01 -1.25392862e+01  2.43720322e+01
  1.59518918e+01  2.88408257e+01  2.28046662e+01  6.32486143e+01
  7.00952946e+01  3.58633102e+01  4.34313443e+01  1.22317413e+02
  1.35076089e+02  9.15379993e+01  8.65983713e+01  1.74186355e+01
  2.85151681e+01  2.06213927e+01  1.86715718e+01  1.47779830e+01
  1.02996441e+01  3.93384711e+00  3.20111916e+00  1.24474600e+01
  1.07500028e+01  2.89488066e+00  4.67879205e+00  5.22091875e+00
  3.21452846e+00  3.86906044e+00  3.70890366e+00  2.69500128e+00
  1.07436452e+00  1.54682366e+00  1.86916799e+00  6.75234285e-02
  1.84532001e+00  1.99938155e+00  8.15688954e-01  9.65596996e-01
  1.82144465e+00 -1.47561144e+00 -2.19019331e+00 -2.79378071e+00
 -5.63956548e+00 -6.36821208e+00 -7.58656113e+00 -8.47008195e+00
 -1.73922240e+01 -1.46992424e+01 -1.42216908e+01 -1.47531523e+01
 -1.54629983e+01 -1.37326863e+01 -1.07452858e+01 -1.04159578e+01
 -8.67041124e+00 -8.34070754e+00 -1.08107475e+01 -1.41423913e+01
 -1.26298139e+01 -1.05432723e+00 -3.06960463e+00 -6.10051687e+00
 -5.00442117e+00 -2.81572049e+00  7.25058028e-02 -1.66387770e+03]","[  31.76583373   14.7290745    17.3440004    30.79771333    4.31941132
   -3.37545767   -4.07955721   -9.97818082   -9.29255745   -5.20547212
   -7.61634414  -23.92555774  -23.0891386   -15.91546973  -16.17152525
   -9.11952681  -11.02371896  -33.06262103  -27.61689564  -26.56718153
  -17.5667686    -6.4452149    -8.798611    -18.28515606  -25.97824391
  -11.28417617   -8.18472106   -8.32786772  -10.22566903  -10.71287323
  -12.67223501  -11.82991649  -11.83838326   -8.63437801  -11.52403771
   -9.01389013  -10.99169912  -19.33786266  -25.55244039  -15.87420068
  -13.48165247   -6.20354681   -6.99933122   -5.95011905  -12.17066943
  -10.73123474  -13.05666696  -14.3214971   -10.09401887  -10.41377853
   -6.87469175   -8.22173846   -7.86628856   -8.40281901    0.90920776
    0.52502051    0.52319481    0.7122862     0.83184326    1.76417201
   -0.7118771     3.50464067    4.88154394    5.28337696    1.76300654
    2.75597629    4.40318567 -226.53370404]"
-1015554.638371053,125,0.0,2031109.276742106,16248.874213936848,0.0,1.989e+30,6562860000.0,3.4383237505542e+17,1.774207253643483e+17,25409.57995369286,0.2758144035868231,12.018204116792731,55.9157333843731,41.71395756559738,297.9284250467796,990371.2402857153,0.00017453292519943296,94.03706961972154,200.20204948295688,"[-2.16947714e+01 -1.26494183e+01 -1.13164862e+01  2.57742223e+01
  1.61662185e+01  2.84191762e+01  2.24867921e+01  6.22876797e+01
  6.90501844e+01  3.52526937e+01  4.26860002e+01  1.20265003e+02
  1.32851686e+02  8.99928350e+01  8.51592085e+01  1.64393440e+01
  2.70407425e+01  1.21712906e+01  1.00722889e+01  7.89699758e+00
  4.97596518e+00  2.20939660e+00  6.57554867e-01  6.52174770e+00
  4.76925277e+00 -6.69725811e-02  1.05064891e+00  2.04171814e+00
 -8.13670976e-01  3.56936549e-02 -3.54331310e-01 -2.17867279e+00
 -4.09351461e+00 -2.61969736e+00 -3.65238862e+00 -3.83565827e+00
 -3.39115559e+00 -6.20874298e+00 -8.28622433e+00 -5.50461848e+00
 -4.55332803e+00 -6.52906161e+00 -8.40199506e+00 -9.02847925e+00
 -1.71222556e+01 -1.77368580e+01 -2.01102396e+01 -2.40735295e+01
 -4.04401772e+01 -3.53564551e+01 -3.37180490e+01 -3.35828254e+01
 -3.49180604e+01 -3.09085258e+01 -2.50240433e+01 -2.31286515e+01
 -2.13440894e+01 -1.92755762e+01 -2.41232929e+01 -2.89220024e+01
 -2.69013008e+01  1.68151460e+00  5.53796844e-01 -2.89921200e+00
 -1.51334437e+00  5.12678082e-02  1.02526563e+00 -1.36097703e+03]","[ 32.64587899  15.14983422  17.87060366  29.4526072    3.41702962
  -5.35225203  -5.69871383 -14.76415997 -13.83694967  -7.90160946
 -11.35569071 -34.84794496 -33.53318477 -23.08149871 -23.48634735
 -11.08562285 -13.72767327 -39.05127981 -32.57563107 -31.35901493
 -20.83420559  -7.8487851  -10.33988814 -21.84017988 -30.60526557
 -13.19104948  -9.99924566 -10.07810523 -12.19986344 -12.5359226
 -14.96136835 -13.80919259 -13.812038   -10.23423448 -13.33637627
 -10.50374683 -12.91525474 -22.39549483 -29.31370718 -18.30632432
 -15.71438074  -6.26045373  -7.06598044  -5.7255982  -11.44106308
 -10.0656998  -12.19791958 -13.50665623  -3.64493856  -4.19342978
  -2.45658237  -2.99875576  -2.76254068  -2.87088136  19.93331982
  15.70232137  17.22583689  16.66514733  18.5245282   21.8004723
  20.70976881  20.87704583  23.98298273  24.54173748  19.65168718
  19.35049193   2.36710234 282.70322201]"
-1012786.6878557631,125,0.0,2025573.3757115263,16204.58700569221,0.0,1.989e+30,6562860000.0,4.382926525938854e+17,2.1537575755367456e+17,25352.16735655973,0.27539818779801334,14.166785716717882,52.590415149821695,43.66650790962901,299.40904618673994,996397.9508595266,0.00017453292519943296,99.15939797619242,188.5564632329986,"[ -32.03858866  -17.57576155  -16.72779878   16.45383107   13.70020681
   26.72238637   21.20764102   58.42088981   64.84509367   33.18964898
   40.16814687  113.33282517  125.33974739   84.77554819   80.30058878
   17.33853777   28.42068115   33.87607688   32.16037291   25.57156094
   18.65048741    6.70224866    7.28487606   21.97337558   20.36447381
    8.00367283   10.93687973   10.70466916   10.16278368   10.48128647
   10.71767311   11.46113433   10.36970302    9.04106579   11.80071628
    7.08814607   11.26415594   16.96874639   17.41511419   12.76554294
   13.44735312    8.14634199    9.6373222     9.15110137   16.42261268
   15.47492727   16.47584248   21.50969855   28.60785717   26.52943431
   24.69022478   22.82828094   23.36675386   20.54815036   29.40979517
   25.33609735   26.97301512   22.41343938   26.6317305    27.42759046
   27.51222452   13.51290203   16.21785627   10.93013747   13.56236642
   12.42747436   -5.04818742 -981.44119431]","[ 2.63241477e+01  1.21064375e+01  1.40604480e+01  3.26433669e+01
  6.41751097e+00  2.12438618e+00  4.25268601e-01  3.33740330e+00
  3.35091764e+00  2.33219886e+00  2.83790108e+00  6.61073963e+00
  6.10995757e+00  4.11914718e+00  4.27916962e+00 -3.23998755e+00
 -2.93279446e+00 -1.15586615e+01 -9.81107804e+00 -9.36059169e+00
 -5.83394785e+00 -1.33254638e+00 -3.18399528e+00 -5.32384385e+00
 -9.10842620e+00 -3.86011146e+00 -1.12014346e+00 -1.51352865e+00
 -2.53925947e+00 -3.61488221e+00 -3.75948903e+00 -3.41691494e+00
 -3.44919111e+00 -1.83398007e+00 -3.82037939e+00 -2.68092576e+00
 -2.81511956e+00 -5.51059057e+00 -8.54296658e+00 -4.87533680e+00
 -3.38439268e+00 -2.14861794e+00 -2.24514204e+00 -1.53289673e+00
 -3.56060373e+00 -2.88142944e+00 -2.93064618e+00 -4.71574425e+00
 -3.99310015e+00 -4.53015826e+00 -2.69639956e+00 -3.28303022e+00
 -3.04107402e+00 -3.17359767e+00 -1.46321398e+01 -1.18741561e+01
 -1.31225580e+01 -1.23213302e+01 -1.36236906e+01 -1.46067050e+01
 -1.82152317e+01 -2.18252859e+01 -2.29701847e+01 -2.27987201e+01
 -2.43225792e+01 -2.14431094e+01  7.58692054e+00 -9.90397415e+02]"
-688341.7992963222,125,0.0,1376683.5985926443,11013.468788741155,0.0,1.989e+30,6562860000.0,3.92128719921729e+17,1.8043479147465094e+17,25419.793101940042,0.27521841488237375,13.217150684267445,52.90092634472592,41.12925553716613,286.3689854855373,1007733.26797304,0.00017453292519943296,109.6972938436202,202.95651897857363,"[ -33.17783067  -18.12377917  -17.33003191   13.51775809   12.44646877
   24.47873878   19.51621543   53.30776833   59.28437804   30.22458478
   36.5491433   103.36817215  114.5408858    77.27479603   73.31494442
   15.65400621   25.90456628   31.95553382   30.20605562   24.00785795
   17.44076362    6.38439558    6.81647535   20.89642949   19.27761913
    7.91018747   10.82241568   10.60441367   10.03586936   10.36056479
   10.58976984   11.88007098   10.81398043    9.39929844   12.27550797
    7.42381871   11.71454336   18.09127507   18.65995443   13.65050963
   14.31932073   10.12864068   12.07406365   11.83140536   21.55001647
   20.55164333   22.06847325   28.47780739   42.93695304   39.37242854
   36.81172023   34.53549693   35.46302718   31.22750714   48.86540189
   42.65870796   44.24331332   37.31501311   44.7743965    47.57060278
   46.96367891   27.32175876   34.50221904   27.0768475    31.16644989
   26.88109536   -9.09144893 -400.61159593]","[ 2.44646647e+01  1.12060861e+01  1.29329705e+01  3.18016126e+01
  6.30689502e+00  2.39624946e+00  6.47948667e-01  3.99561668e+00
  3.97592751e+00  2.72529222e+00  3.38311957e+00  8.20336669e+00
  7.63291119e+00  5.16415199e+00  5.34592508e+00 -2.71150925e+00
 -2.20284737e+00 -7.77402288e+00 -6.67727181e+00 -6.33221946e+00
 -3.76894279e+00 -4.07549049e-01 -2.16807255e+00 -2.97492260e+00
 -6.05115263e+00 -2.36803385e+00  2.99700069e-01 -1.43963724e-01
 -9.94390556e-01 -2.18826270e+00 -1.96810438e+00 -1.54943386e+00
 -1.58697726e+00 -3.24428749e-01 -2.11030606e+00 -1.27510679e+00
 -1.00002945e+00 -2.27345198e+00 -4.56079557e+00 -2.30031403e+00
 -1.02042776e+00 -7.21218675e-01 -5.71560296e-01  1.45363729e-01
 -1.69562571e-01  2.10328477e-01  1.05772337e+00 -9.32207295e-01
  4.82594792e-01 -2.13557274e-01  3.69289570e-01  3.40857360e-01
  4.99795536e-01  6.64026322e-01 -1.55404116e+01 -1.25989586e+01
 -1.39204130e+01 -1.30835688e+01 -1.44692807e+01 -1.55645544e+01
 -1.92395767e+01 -2.79322713e+01 -2.96853676e+01 -2.95698424e+01
 -3.06124889e+01 -2.72783062e+01  7.59539257e+00 -1.06058615e+03]"
-919159.5617735464,125,0.0,1838319.1235470928,14706.552988376743,0.0,1.989e+30,6562860000.0,3.161415971187446e+17,2.1081969710962067e+17,25222.36114017126,0.27521949361464276,14.293238736872198,55.59059432591757,42.55583523044924,300.34708862154855,1008802.3761870731,0.00017453292519943296,97.37628615314212,202.08907502179005,"[-2.09349104e+01 -1.22873426e+01 -1.09187572e+01  2.65661424e+01
  1.63958720e+01  2.86257553e+01  2.26425255e+01  6.27584532e+01
  6.95621528e+01  3.55108105e+01  4.30010282e+01  1.21132364e+02
  1.33791611e+02  9.06456606e+01  8.57671705e+01  1.64025537e+01
  2.69824786e+01  1.04144657e+01  8.28443462e+00  6.46637906e+00
  3.86911612e+00  1.84314930e+00  1.17295132e-01  5.26162656e+00
  3.49741792e+00 -7.40086547e-01  2.26108773e-01  1.31920187e+00
 -1.72914348e+00 -8.35504657e-01 -1.27777603e+00 -3.32444791e+00
 -5.30845798e+00 -3.59922805e+00 -4.95048453e+00 -4.75328255e+00
 -4.62223479e+00 -8.15047181e+00 -1.04393906e+01 -7.03522602e+00
 -6.06135825e+00 -7.68054421e+00 -9.81741785e+00 -1.04388486e+01
 -1.97108883e+01 -2.02997695e+01 -2.29335317e+01 -2.75911056e+01
 -4.53373694e+01 -3.97456417e+01 -3.78605569e+01 -3.75836561e+01
 -3.90517472e+01 -3.45579172e+01 -2.70715446e+01 -2.49515277e+01
 -2.31613119e+01 -2.08434272e+01 -2.60319949e+01 -3.10409775e+01
 -2.89473585e+01  2.84243042e+00  2.09111959e+00 -1.54135648e+00
 -3.27877610e-02  1.26697913e+00  1.26607050e+00 -1.27496450e+03]","[ 32.82572968  15.23588746  17.97830746  29.0875181    3.15339508
  -5.95727113  -6.19427415 -16.22896068 -15.22781109  -8.72781224
 -12.50157512 -38.1950021  -36.73366243 -25.27746185 -25.72790913
 -11.69783445 -14.56975418 -40.97641044 -34.16968106 -32.89941338
 -21.88456747  -8.30113804 -10.83662767 -22.98611006 -32.09674617
 -13.81419417 -10.59221293 -10.6500652  -12.84501264 -13.13168003
 -15.70943955 -14.47106559 -14.47203313 -10.76923206 -13.94243038
 -11.00196318 -13.55850429 -23.43754366 -30.59556168 -19.13520496
 -16.47530948  -6.39328469  -7.22170413  -5.81637817 -11.56401993
 -10.17773489 -12.34239989 -13.64367362  -2.70299912  -3.2848761
  -1.8112507   -2.23584145  -2.0170246   -2.06279877  23.04093597
  18.18154144  19.95420694  19.27102632  21.41458889  25.07333896
  24.20890764  23.20761439  26.54547678  27.12522169  22.05140223
  21.57657207   1.9144788  326.5885211 ]"
-333313.32688078785,125,0.0,666626.6537615757,5333.013230092605,0.0,1.989e+30,6562860000.0,2.931357174718993e+17,2.03500216752525e+17,25296.915571453843,0.27508219094885755,11.993933279058595,54.41794081523395,41.725147955822536,300.77487326357834,997381.5701474515,0.00017453292519943296,111.376126286064,193.3898166381233,"[ -17.82508731  -10.81004141   -9.29620936   28.10177659   16.5409455
   27.80553857   22.02418073   60.88920201   67.52919223   34.35352724
   41.58842964  117.24265878  129.57603562   87.71740719   83.03985908
   14.85735485   24.65791531   -1.73567703   -4.08020272   -3.42756625
   -3.78562387   -0.63196952   -3.5334794    -3.24270057   -5.08589148
   -4.96349675   -4.94738398   -3.21412536   -7.47307836   -6.30161789
   -7.07166129  -10.22619655  -12.6268335    -9.49954863  -12.76970117
  -10.28067291  -12.03772965  -19.72576777  -23.27511883  -16.15966602
  -15.05119553  -14.46702332  -18.15946539  -18.69260036  -34.80198076
  -35.24083776  -39.39250559  -48.09750212  -71.96219477  -63.60839721
  -60.38203206  -59.33472406  -61.5249468   -54.3980565   -27.87598382
  -25.66668561  -23.87322591  -21.45676256  -26.77759004  -31.86751483
  -29.74429584   17.25955791   21.18153587   15.31829838   18.34920381
   16.35979791    1.07928215 -588.6566671 ]","[ 33.63142119  15.61925496  18.45800833  27.4496619    2.13830839
  -8.07197223  -7.92638726 -21.34882071 -20.08922534 -11.60669937
 -16.49437595 -49.85769355 -47.88557346 -32.92916924 -33.53848146
 -13.73320357 -17.36805755 -46.18198148 -38.47997372 -37.06460081
 -24.72468997  -9.49613908 -12.14875676 -26.00879318 -36.03087031
 -15.26706976 -11.97470626 -11.9835584  -14.3490927  -14.5205868
 -17.45341102 -15.71594149 -15.71334153 -11.77541844 -15.08222231
 -11.9389173  -14.76817568 -25.04452609 -32.57226736 -20.41333665
 -17.64860596  -4.92974193  -5.50561349  -3.5611194   -6.49631956
  -5.5566982   -6.38087588  -7.98795367  14.2227528   13.04016933
   9.78361188  11.47099429  11.37657604  12.4541343   51.49154225
  40.87873163  44.93194757  43.12699108  47.87170799  55.03437061
  56.24079113  37.85870844  42.65426965  43.36536605  37.13606938
  35.56950686  -0.54554448 413.53263257]"
-131729.8521592631,125,0.0,263459.7043185262,2107.6776345482094,0.0,1.989e+30,6562860000.0,2.603131265221989e+17,1.8289751009558253e+17,25844.08273939065,0.2754065189885236,15.331056896809983,54.712187246070584,42.48836934021215,304.5939380150441,1006264.9961968504,0.00017453292519943296,98.07638235329259,197.84176139730963,"[ -4.52231129  -4.49897332  -2.36505072  33.73568799  16.95886549
  24.90511722  19.83761325  54.27922973  60.34033456  30.27740362
  36.61306401 103.54263111 114.72830051  77.40380169  73.4340236
   9.67506109  16.86559245 -36.76248794 -39.72524003 -31.94994033
 -25.85271465  -7.69457388 -13.95030838 -27.4937396  -29.56206137
 -16.48673783 -19.06277981 -15.58282743 -23.14463869 -21.21510482
 -22.8793474  -28.13648408 -31.61818466 -24.81093624 -33.06053728
 -24.62414647 -31.28069924 -48.88751414 -55.6121019  -39.14669167
 -37.69899175 -26.77602841 -33.28956997 -32.38406294 -58.735017
 -58.93455927 -65.49257538 -80.61488048 -88.52562312 -78.4517039
 -74.38930191 -72.86117411 -75.49875859 -66.73311422  11.63092509
   9.50957327  11.19745312   8.80432315  10.06596415   9.03903599
   9.75856642  48.9422736   63.13274245  52.36491702  58.7395801
  49.52182682  -2.4806569   73.66652058]","[ 35.3805033   16.44387546  19.48940797  21.70403473  -1.208973
 -14.61753243 -13.28773428 -37.19613209 -35.13655391 -20.49160462
 -28.8170427  -85.85124575 -82.30265984 -56.54384672 -57.64338541
 -19.68845439 -25.55064992 -56.96587512 -47.40906661 -45.69296579
 -30.60803603 -11.85773707 -14.74129451 -31.96361725 -43.78112582
 -17.38804561 -13.99283827 -13.93006847 -16.54439997 -16.54769429
 -19.99861355 -16.33562036 -16.33107366 -12.27600528 -15.64912217
 -12.40478794 -15.36947968 -24.18051354 -31.50895896 -19.72547691
 -17.01686269   2.41411462   3.10520295   6.52637888  15.20541293
  14.23121892  19.14652407  16.22934992  63.55964229  60.62485901
  43.57978277  51.42203974  50.41365973  54.76422216  82.94806826
  65.97300135  72.54655336  69.50037837  77.11960786  88.15450795
  91.64876272  42.02798389  47.2376491   47.98467943  41.42605379
  39.54838852  -4.67665344   0.79445863]"
