,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2452963.77119,41.4976,3.429708,19.73996,1.65012,0.23251,0.91289,0.23251
1,2452963.84258,41.497679999999995,3.429608,19.739620000000002,1.7562,0.30626,1.00475,0.30626
2,2453018.55395,41.98267,3.369822,19.51986,1.18,0.39598,0.89,0.39598
3,2453018.57822,41.98303,3.3698080000000004,19.5198,1.29997,0.07532,1.0099799999999999,0.07532
4,2453019.55509,41.99781,3.369261,19.51761,1.18998,0.06334,1.10998,0.06334
5,2453019.55912,41.99787,3.3692580000000003,19.5176,1.2399799999999999,0.09502999999999999,0.98998,0.09502999999999999
6,2453019.56294,41.99793,3.3692559999999996,19.51759,1.62001,0.07128999999999999,1.00001,0.07128999999999999
7,2453019.56678,41.99799,3.369253,19.51758,1.49003,0.12673,1.0400200000000002,0.12673
8,2453019.5706599997,41.99804,3.369253,19.51758,1.40998,0.10293,0.9799899999999999,0.10293
9,2453019.57449,41.9981,3.36925,19.517570000000003,1.33997,0.11087999999999999,1.01997,0.11087999999999999
10,2453019.57826,41.99816,3.369247,19.51756,1.29996,0.10293,0.77998,0.10293
11,2453019.59368,41.99839,3.369239,19.51752,1.20002,0.11878,1.2400200000000001,0.11878
12,2453019.5975200003,41.99845,3.369236,19.51752,1.1999799999999998,0.1624,1.04998,0.1624
13,2453019.613,41.99869,3.3692279999999997,19.51748,1.4199700000000002,0.1703,0.9299799999999999,0.1703
14,2453019.62078,41.99881,3.369225,19.51747,1.45001,0.31483,1.11001,0.31483
15,2453261.88551,42.05735,3.592631,20.353460000000002,0.70998,0.03959,0.73998,0.03959
16,2453261.88939,42.05729,3.592628,20.35345,0.6500199999999999,0.04754,0.75002,0.04754
17,2453261.89329,42.05723,3.592628,20.35345,0.59,0.03959,0.81,0.03959
18,2454413.76685,41.51979,3.80905,21.28395,-0.43396,0.06026,-0.90115,0.06026
19,2454413.85274,41.51947,3.808931,21.28361,-0.4401,0.062220000000000004,-0.78379,0.062220000000000004
20,2454530.63221,42.754020000000004,3.727378,21.010939999999998,-0.18195,0.07218,-0.7488100000000001,0.07218
21,2455041.08982,42.94512,4.0285720000000005,21.99694,0.7381800000000001,0.05062,-0.16684000000000002,0.05062
22,2455041.09436,42.94505,4.0285779999999995,21.99696,0.79955,0.04872,-0.13155,0.04872
23,2455041.09888,42.94498,4.028581,21.99697,0.75116,0.07543,0.01444,0.07543
24,2455041.10341,42.94492,4.028586,21.99699,0.72627,0.05656,-0.14343,0.05656
25,2455041.10795,42.94485,4.028589,21.997,0.70068,0.08036,-0.15674000000000002,0.08036
26,2455041.11247,42.94478,4.028594,21.99701,0.81901,0.05006,-0.1825,0.05006
27,2455068.0872299997,42.50614,4.045361,22.06206,0.8462,0.0247,-0.12305999999999999,0.0247
28,2455068.0917599997,42.50606,4.045361,22.06206,0.7944100000000001,0.02458,-0.11155,0.02458
29,2455068.0962900002,42.505990000000004,4.045364,22.062070000000002,0.79474,0.0215,-0.08801,0.0215
30,2455068.1008200003,42.50591,4.045364,22.062079999999998,0.81012,0.02414,-0.11325,0.02414
31,2455068.1053400002,42.505829999999996,4.045367,22.062079999999998,0.8153199999999999,0.02251,-0.11575999999999999,0.02251
32,2455068.1098700003,42.505759999999995,4.045367,22.062089999999998,0.80471,0.02576,-0.09587999999999999,0.02576
33,2455146.78629,41.52726,3.990136,21.95358,1.09006,0.04116,-0.04021,0.04116
34,2455146.79807,41.52722,3.9901190000000004,21.953529999999997,1.0375,0.037739999999999996,0.02018,0.037739999999999996
35,2455146.8045900003,41.527190000000004,3.990111,21.95351,1.03595,0.05695,-0.04433,0.05695
36,2455146.8072,41.52718,3.990108,21.9535,0.95793,0.06138,-0.049339999999999995,0.06138
37,2455146.80982,41.52718,3.990103,21.95349,0.9497700000000001,0.07442,-0.0072299999999999994,0.07442
38,2455146.8151599998,41.52715,3.990097,21.953470000000003,1.0270700000000001,0.04894,-0.0081,0.04894
39,2455153.88994,41.508140000000004,3.9800809999999998,21.92689,0.93604,0.05886,0.03528,0.05886
40,2455153.89448,41.50813,3.980075,21.92688,1.04352,0.04301,0.047439999999999996,0.04301
41,2455153.899,41.50813,3.980067,21.92686,1.00794,0.04071,0.11689000000000001,0.04071
42,2455153.90352,41.50812,3.980061,21.92684,1.0065899999999999,0.04133,0.06824,0.04133
43,2455153.90805,41.508109999999995,3.980056,21.92683,1.08415,0.04374,-0.04297,0.04374
44,2455153.9186,41.50809,3.980039,21.92679,1.0518,0.0387,0.0007700000000000001,0.0387
45,2455177.03824,41.55319,3.947311,21.83534,1.0992899999999999,0.03982,0.03653,0.03982
46,2455207.54892,41.845459999999996,3.912842,21.73026,1.1205399999999999,0.09369,0.10009,0.09369
