,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
47,2455207.55315,41.84552,3.912839,21.73025,1.10738,0.04032,0.08448,0.04032
48,2455207.5570400003,41.84557,3.912836,21.73024,1.10079,0.03511,0.1072,0.03511
49,2455207.56127,41.845620000000004,3.9128309999999997,21.730220000000003,1.12899,0.0518,0.00474,0.0518
50,2455207.5650400002,41.84567,3.9128279999999998,21.73021,1.1097,0.04799,0.08817,0.04799
51,2455207.56929,41.845729999999996,3.912825,21.7302,1.1855799999999999,0.026989999999999997,0.10478,0.026989999999999997
52,2455214.8742,41.94743,3.9073330000000004,21.71191,1.09591,0.06306,0.15269000000000002,0.06306
53,2455424.06934,42.68861,4.1324190000000005,22.353170000000002,1.27271,0.11631,0.40468000000000004,0.11631
54,2455424.07389,42.68854,4.132422,22.35318,1.22563,0.08736000000000001,0.30783,0.08736000000000001
55,2455424.07841,42.68847,4.132425,22.353189999999998,1.34839,0.061320000000000006,0.32111999999999996,0.061320000000000006
56,2455424.08294,42.688390000000005,4.132428,22.3532,1.34917,0.0532,0.35583000000000004,0.0532
57,2455424.08746,42.688320000000004,4.1324309999999995,22.35321,1.34675,0.050289999999999994,0.35518,0.050289999999999994
58,2455424.09199,42.68824,4.132433,22.35322,1.35998,0.04906,0.26575,0.04906
59,2455424.09652,42.688159999999996,4.132436,22.35323,1.21781,0.0467,0.34007,0.0467
60,2457728.82164,41.51885,4.613708,23.890829999999998,-0.35135,0.001,-0.7233,0.00172
