,mean,stddev
epoch,2453500.0,
period_1,309.6,0.2
sma_2,8550,100
ecc_2,0.6629999999999999,0.009000000000000001
inc_2,41.8,0.6
long_epoch_2,313,1
lan_2,113.6,0.4
pomega_2,287,1
mass_tot,0.52,0.02
diam_1,81,
diam_2,80,
