,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2452103.39931,47.35306,3.6371559999999996,19.60033,0.48083000000000004,0.00236,0.73929,0.00317
1,2452131.29006,46.9278,3.658178,19.66164,0.37245,0.00541,0.6701699999999999,0.0071200000000000005
2,2452163.1833900004,46.40182,3.660075,19.65779,0.21209,0.0057799999999999995,0.54794,0.0028699999999999997
3,2452273.98683,46.06694,3.547481,19.23529,0.41276,0.0057,0.05951,0.00251
4,2452294.0236299997,46.3497,3.5341190000000005,19.18084,0.5404399999999999,0.00474,0.15793,0.00514
5,2452329.7303400002,46.959959999999995,3.534022,19.16647,0.69528,0.007390000000000001,0.31998000000000004,0.00391
6,2452468.5882900003,47.4326,3.713292,19.7201,0.9049299999999999,0.00609,0.7329899999999999,0.00677
7,2452500.56954,46.94311,3.736775,19.78456,0.90133,0.00373,0.79308,0.00512
8,2452531.21831,46.43913,3.736911,19.7738,0.8949299999999999,0.00373,0.83599,0.00499
9,2452561.99178,46.03738,3.715614,19.69355,0.8598299999999999,0.0043100000000000005,0.8651700000000001,0.002
10,2452591.56142,45.85983,3.681367,19.57055,0.8054899999999999,0.00374,0.8720399999999999,0.00324
11,2452622.19331,45.95006,3.6432029999999997,19.432579999999998,0.7219899999999999,0.00374,0.86345,0.002
12,2452654.34796,46.31998,3.614425,19.32423,0.6134,0.0052899999999999996,0.82855,0.00561
13,2452683.91122,46.81001,3.6076,19.290879999999998,0.51199,0.00432,0.76561,0.00229
14,2456235.02142,46.5888,4.472003,20.432920000000003,0.49868,0.05,0.6246,0.05
15,2456590.9012599997,46.68958,4.558139,20.49569,0.9431299999999999,0.0036200000000000004,0.68637,0.0016899999999999999
