minor planet
and companion	type	semimajor axis (AU)	orbital period (yr)	eccentricity	diameter (km)	rotation period (hours)	semimajor axis (km)	orbital period (days)	diameter (km)	discovery
method	discovery date	announcement date
(66391) Moshup
(26416) 1999 XM84	MB	2.343	3.586	0.051	4.6?	2.907	?	?	?	LC	2015	2 Apr 2015
(4514) Vilen	MB	2.345	3.590	0.153	6.1?	2.892	[11?]	0.7021	>1.6?	LC	16 Apr 2015	22 May 2015
(3673) Levy	MB	2.345	3.592	0.184	6.2	2.688	[13?]	0.900	1.7	LC	5 Dec 2007	12 Dec 2007
(488453) 1994 XD	NEA APO	2.347	3.596	0.733	0.6	2.736	[0.6]	0.749	>0.15	R	24 Jun 2005	11 Jul 2005
(43008) 1999 UD31	MB	2.348	3.599	0.189	2.4?	3	?	?	0.8?	LC	2014	5 Aug 2015
(27675) Paulmaley	MB	2.352	3.607	0.190	5.1	?	?	?	?	LC	2017	14 Feb 2017
(5674) Wolff	MB	2.357	3.619	0.166	4.72	93.7	[30?]	3.904	>3.8	LC	10 Oct 2015	23 Apr 2016
(7002) Bronshten	MCA	2.358	3.620	0.332	3.0	2.670	4?	0.5551	>0.7	LC	5 Jul 2018	Dec 2018
(4786) Tatianina	MB	2.358	3.621	0.194	3.2	2.923	[7?]	0.9029	0.6	LC	20 Mar 2006	11 Apr 2006
(13123) Tyson	MB	2.360	3.627	0.271	10.9	3.330	?	?	?	LC	Feb 2015	Feb 2015
(20882) Paulsanchez	MB	2.363	3.633	0.247	4?	2.559	11?	1.3671	1.5?	LC	15 Sep 2018	8 Nov 2018
(100015) 1989 SR7	MCA	2.365	3.637	0.299	2?	2.417	5?	0.8604	0.8?	LC	9 Sep 2018	23 Oct 2018
(15268) Wendelinefroger	MB	2.365	3.637	0.235	3.8?	2.422	[9?]	1.045	1.0	LC	24 Sep 2008	20 Oct 2008
(4272) Entsuji	MB	2.368	3.644	0.250	7.6	2.809	[13?]	0.6644	1.4	LC	14 Sep 2015	30 Oct 2015
(854) Frostia	MB	2.369	3.645	0.174	6.4	37.728	[17?]	1.572	4.6	LC	17 Jul 2004	Aug 2004
(7369) Gavrilin	MCA	2.370	3.650	0.318	7.5?	49.12	[27?]	2.047	2.4	LC	28 Dec 2007	Oct 2008
(20325) Julianoey	MCA	2.379	3.669	0.076	4.9	?	?	?	?	LC	2014	24 Dec 2014
(6186) Zenon	MB	2.379	3.670	0.184	5.8?	2.683	[9?]
?	0.5997
?	1.6?
?	LC
LC	1 Jan 2017
1 Jan 2017	14 Jan 2017
14 Jan 2017
(4541) Mizuno	MB	2.380	3.671	0.020	6.3	5.261	?	?	?	LC	2015	10 May 2015
(2044) Wirt	MCA	2.380	3.673	0.344	6.5	3.690	[12?]	0.7904	1.62	LC	8 Dec 2005	6 Jan 2006
(5474) Gingasen	MB	2.383	3.678	0.067	5.0	3.624	?	?	?	LC	7 Mar 2008	Oct 2008
(54697) 2001 FA70	MCA	2.383	3.679	0.331	3.2?	2.708	?	0.6777	0.6?	LC	17 Jun 2016	Sep 2016
(2602) Moore	MB	2.384	3.681	0.107	9?	3.467	20?	1.1440	2.6?	LC	17 Apr 2019	20 Sep 2019
(374851) 2006 VV2	NEA APO	2.386	3.687	0.605	1.1	2.41	[1.5]	[0.23?]	>0.3	R	27 Mar 2007	5 Apr 2007
(31450) Stevepreston	MB	2.393	3.702	0.268	10.4	3.412	[39?]	2.228	2.3	LC	5 Sep 2015	26 Oct 2015
(3433) Fehrenbach	MB	2.394	3.703	0.186	7.4	3.916	[14?]	0.8194	2.3	LC	31 Oct 2015	24 Nov 2015
(18527) 1996 VJ30	MB	2.399	3.716	0.144	3.2	3.353	6?	0.7946	1.0	LC	16 Sep 2018	14 Oct 2018
(16525) Shumarinaiko	MB	2.400	3.717	0.139	5.2	2.593	[8?]	0.6004	0.83	LC	9 Jan 2013	Feb 2013
(46829) McMahon	MB	2.402	3.722	0.180	3.1?	2.624	[5?]	0.7014	1.2?	LC	12 Feb 2015	1 Jul 2015
(3782) Celle	MB	2.417	3.757	0.093	5.4	3.839	18	1.524	2.34	LC	18 Sep 2001	3 May 2003
2017 RV1	NEA APO	2.422	3.770	0.629	0.3?	?	?	?	?	LC	2017	4 Oct 2017
(285263) 1998 QE2	NEA AMO	2.423	3.773	0.571	3.0	4.751	6.21	1.305	0.75	R	29 May 2013	30 May 2013
(4383) Suruga	MB	2.425	3.775	0.064	6.3	3.407	[11?]	0.6828	1.3	LC	1 Feb 2013	Feb 2013
(6181) Bobweber	MB	2.430	3.789	0.239	4.5	2.758	?	?	?	LC		Dec 2015
(7888) 1993 UC	NEA APO	2.436	3.802	0.664	2.7	2.340	?	?	?	R	Mar 2013	Mar 2013
(6708) Bobbievaile	MB	2.445	3.823	0.182	8.0	8.221	[19?]	1.029	4.6	LC	16 Apr 2009	7 May 2009
(5425) Vojtech	MB	2.454	3.844	0.135	6.9	2.648	[16?]	1.0596	1.5	LC	15 Oct 2015	24 Nov 2015
(1770) Schlesinger	MB	2.457	3.852	0.061	10.6	2.880	?	?	?	LC	2016	Dec 2016
(4029) Bridges	MB	2.525	4.013	0.131	7.8	3.575	[13?]	0.6796	1.9	LC	11 Apr 2006	8 May 2006
(3905) Doppler	MB	2.560	4.096	0.258	6.3	50.8	[26?]	2.117	4.8	LC	20 Oct 2013	16 Dec 2013
(11264) Claudiomaccone	MB	2.578	4.138	0.234	<4	3.187	6	0.6296	>1.2	LC	4 Nov 2005	Dec 2005
(21527) Horton	MB	2.579	4.141	0.183	4.9	2.767	9?	0.7267	>1.0	LC	4 Sep 2019	18 Oct 2019
(9332) 1990 SB1	MB	2.580	4.144	0.109	6.0	2.987	20?	2.035	1.6	LC	21 Sep 2019	16 Oct 2019
(7344) Summerfield	MB	2.587	4.160	0.113	6.2	?	?	?	?	LC	2017	5 Jul 2017
(2337) Boubin	MB	2.594	4.178	0.169	7.9	2.532	13?	0.6704	>1.3	LC	24 Oct 2018	7 Jan 2019
(4288) Tokyotech	MB	2.628	4.261	0.176	11.8	3.180	30?	1.2615	>3.5	LC	31 Oct 2019	17 Dec 2019
(8077) Hoyle	MB	2.629	4.264	0.215	?	2.745	?	?	?	LC		Jun 2016
(1333) Cevenola	MB	2.632	4.270	0.134	17.2	4.88	?	?	?	LC	2008	12 Oct 2008
(1313) Berna	MB	2.656	4.328	0.208	10.6	25.464	[25?]	1.061	8.4	LC	6 Feb 2004	23 Feb 2004
(9783) Tensho-kan	MB	2.670	4.364	0.104	5.1?	3	[13?]	1.232	1.8?	LC	9 Mar 2013	5 Aug 2015
(45) Eugenia
S/2004 (45) 1
Petit-Prince	MB	2.720	4.487	0.083	206	5.699	611.1
1,165.0	1.793
4.716	5
7	AOT
AOT	14 Feb 2004
1 Nov 1998	7 Mar 2007
20 Mar 1999
(93) Minerva
Gorgoneion
Aegis	MB	2.754	4.571	0.141	142	5.982	375
624	1.115
2.406	3.2
3.6	AOT
AOT	16 Aug 2009
16 Aug 2009	31 Aug 2009
31 Aug 2009
(41) Daphne
Peneius	MB	2.761	4.587	0.275	174	5.988	[440]	1.1	<2	AOT	28 Mar 2008	31 Mar 2008
(4492) Debussy	MB	2.766	4.600	0.180	14.6	26.606	[31?]	1.109	9.4	LC	30 Oct 2002	15 Jun 2004
(216) Kleopatra
Cleoselene
Alexhelios	MB	2.797	4.677	0.249	217x97x81	5.385	454
678	1.24
2.32	6.9
8.9	AOT
AOT	19 Sep 2008
19 Sep 2008	24 Sep 2008
24 Sep 2008
2017 YE5	NEA APO	2.820	4.736	0.710	0.9	20.6	[2.4]	0.92	0.9	RAD	Jul 2018	Jul 2018
(17246) Christophedumas
S/2004 (17246) 1	MB	2.839	4.784	0.021	4.5	>5	228	90	1.0	HST	14 Jan 2004	24 Feb 2004
(22899) Alconrad
S/2003 (22899) 1	MB	2.844	4.797	0.081	5.5	4.030	182	56	1.23	HST	26 Jul 2003	26 Oct 2003
(3623) Chaplin	MB	2.854	4.822	0.085	11.1	8.361	?	?	?	LC		12 Oct 2008
(243) Ida
Dactyl	MB	2.862	4.843	0.041	60x25x19	4.634	108	1.54	1.6x1.4x1.2	SP	28 Aug 1993	12 Mar 1994
(22) Kalliope
Linus	MB	2.910	4.965	0.100	166	4.148	1,095	3.596	28	AOT	29 Aug 2001	3 Sep 2001
(283) Emma
S/2003 (283) 1	MB	3.047	5.319	0.148	135	6.888	581	3.353	9	AOT	14 Jul 2003	27 Jul 2003
(300163) 2006 VW139	MB	3.049	5.324	0.201	1.8	?	100	140	1.8	HST	7 Dec 2011	21 Sep 2017
(130) Elektra
S/2003 (130) 1
S/2014 (130) 1	MB	3.123	5.520	0.208	199	5.225	1,318
460?	5.258
1.1?	7
5	AOT
AOT	15 Aug 2003
6 Dec 2014	17 Aug 2003
16 Dec 2014
(379) Huenna
S/2003 (379) 1	MB	3.137	5.556	0.186	87	7.022	3,340	87.6	5.8	AOT	14 Aug 2003	15 Aug 2003
(31) Euphrosyne	MB	3.155	5.605	0.221	267	5.53	677	1.2	7	AOT	15 Mar 2019	17 May 2019
(90) Antiope
S/2000 (90) 1	MB	3.164	5.603	0.163	88	16.505	171	0.6877	84	AOT	10 Aug 2000	3 Oct 2000
(762) Pulcova	MB	3.156	5.607	0.103	142	5.839	703	4.438	19	AOT	22 Feb 2000	24 Oct 2000
(702) Alauda
Pichi unem	MB	3.192	5.703	0.020	202	8.354	1,227	4.914	3.5	AOT	26 Jul 2007	2 Aug 2007
(452561) 2005 AB	NEA AMO	3.217	5.771	0.655	>1.9	3.339	[3.4?]	0.7471	0.46	LC	Feb 2005	11 Feb 2005
(8373) Stephengould	MCA	3.280	5.941	0.555	5.3?	4.435	[15?]	1.423	1.4?	LC	16 Jan 2010	4 Mar 2010
(121) Hermione
S/2002 (121) 1	MB	3.450	6.409	0.134	240x150	5.551	747	2.563	32	AOT	28 Sep 2002	30 Sep 2002
(87) Sylvia
Remus
Romulus	MB	3.482	6.497	0.091	286	5.184	706
1,357	1.373
3.654	11
11	AOT
AOT	9 Aug 2004
18 Feb 2001	11 Aug 2005
23 Feb 2001
(107) Camilla
S/2016 (107) 1
S/2001 (107) 1	MB	3.487	6.512	0.067	219	4.844	[340?]
1,250	[0.5?]
3.722	3.5
16	AOT
HST	29 May 2015
1 Mar 2001	7 Aug 2016
19 Mar 2001
(16974) Iphthime	JTA L4	5.190	11.824	0.070	46	78.9	180	3.29?	35	HST	13 Mar 2013	Mar 2016
(617) Patroclus
Menoetius	JTA L5	5.217	11.917	0.140	106	103.02	680	4.283	98	AOT	22 Sep 2001	29 Oct 2001
(624) Hektor
Skamandrios	JTA L4	5.249	12.024	0.024	363x207	6.921	6,235	2.965	12	AOT	16 Jul 2006	21 Jul 2006
(17365) 1978 VF11	JTA L5	5.268	12.090	0.079	32.6	12.672	[43?]	0.528	28	LC	9 Apr 2005	1 Jun 2007
(29314) Eurydamas	JTA L5	5.280	12.132	0.073	32	15.035	[41?]	0.6265	24	LC	14 Apr 2005	1 Jun 2007
(10199) Chariklo	CEN	15.754	62.532	0.172	248	7.004	two rings	OCC	3 Jun 2013	26 Mar 2014
1999 OJ4	TNO	37.915	233.5	0.026	75	?	3,267	84.12	72	HST	4 Oct 2002	6 Oct 2005
(42355) Typhon
Echidna	CEN	38.108	235.2	0.540	162	9.67	1,580	18.982	89	HST	20 Jan 2006	15 Feb 2006
(82157) 2001 FM185	TNO	38.718	240.9	0.058	138?	?	[3,100?]	[33?]	120?	HST	28 Nov 2008	2011
1998 WV24	TNO PLU	39.123	244.7	0.037	110?	?	[1,400?]	[14?]	96?	HST	27 Aug 2007	29 Oct 2008
(341520) Mors-Somnus	TNO PLU	39.323	246.6	0.267	102	9.28	21,040	971.7	97	AOT	14 Oct 2007	1 Aug 2008
(139775) 2001 QG298	TNO PLU	39.363	247.0	0.193	135	13.774	172	0.5739	117	LC	12 Sep 2003	12 Feb 2004
(38628) Huya	TNO PLU	39.413	247.4	0.276	406	5.28	[1,700?]	[3.2?]	213	HST	6 May 2012	12 Jul 2012
(90482) Orcus
Vanth	TNO PLU	39.439	247.7	0.219	917	13.188	9,006	9.539	276	HST	13 Nov 2005	27 Feb 2007
(134340) Pluto
Charon
Styx
Nix
Kerberos
Hydra	TNO*PLU	39.445	247.7	0.250	2370	153.293	19,573
42,660
48,694
57,780
64,738	6.3872
20.1616
24.8546
32.1676
38.2018	1207
15
40
30
38	IMG
HST
HST
HST
HST	22 Jun 1978
26 Jun 2012
15 May 2005
28 Jun 2011
15 May 2005	7 Jul 1978
11 Jul 2012
31 Oct 2005
20 Jul 2011
31 Oct 2005
(47171) Lempo
Hiisi
Paha	TNO PLU	39.472	248.0	0.226	272	45.763	867
7,411	1.907
50.38	251
132	HST
HST	Oct 2007
8 Dec 2001	Oct 2007
10 Jan 2002
(208996) 2003 AZ84	TNO PLU	39.680	250.0	0.174	723	13.44	[7,200]	[12?]	72	HST	2 Dec 2005	22 Feb 2007
2004 KB19	TNO PLU	39.782	250.9	0.220	110?	?	[3,400]	[50?]	100?	HST	20 Aug 2012	Aug 2015
2004 KH19	TNO	40.761	260.2	0.119	179?	?	[13,000]	[210?]	129?	IMG		12 Dec 2011
2005 VZ122	TNO CUB	41.497	267.3	0.182	124?	?	[2,300]	[30?]	49?	HST	25 Sep 2008	2011
(120347) Salacia
Actaea	TNO CUB	41.962	271.8	0.106	854	6.5	5,620	5.494	286	HST	21 Jul 2006	19 Sep 2006
(80806) 2000 CM105	TNO CUB	42.403	276.1	0.067	160?	?	[2,700]	[23?]	121?	HST	5 Oct 2002	6 Oct 2005
1999 RT214	TNO CUB	42.413	276.2	0.044	100?	?	[3,300]	[64?]	69?	HST	25 Jul 2006	29 Sep 2006
2015 VW168	TNO CUB	42.498	277.0	0.045	80?	?	[6,000]	[190?]	60?	HST	22 Oct 2019	5 Nov 2019
(469420) 2001 XP254	TNO 3:5	42.564	277.7	0.224	108?	?	[1,200]	[12?]	77?	HST	11 Nov 2008	2011
(508869) 2002 VT130	TNO CUB	42.623	278.3	0.030	251	?	[2,500]	[10?]	205	HST	21 Sep 2008	24 Sep 2009
2003 QY90	TNO CUB	42.626	278.3	0.055	81	3.4	8,550	309.7	80	IMG	23 Oct 2003	29 Oct 2003
(134860) 2000 OJ67	TNO CUB	42.713	279.2	0.020	138	?	2,270	22.058	108	HST	25 Jun 2003	6 Oct 2005
(55637) 2002 UX25	TNO CUB	42.785	279.9	0.145	665	14.38?	4,770	8.309	210	HST	26 Aug 2005	22 Feb 2007
2003 UN284	TNO CUB	42.793	279.9	0.007	124	?	54,000	3,200	83	IMG	24 Oct 2003	5 Dec 2003
[hst5]	TNO	42.9	281	0.0	135?	?	[16,000]	[1,000?]	135?	HST	3 Aug 2005	1 Oct 2010
(160256) 2002 PD149	TNO CUB	42.903	281.0	0.064	186?	?	[24,400]	[470?]	155?	HST	22 May 2007	31 Aug 2007
(136108) Haumea
Namaka
Hi'iaka	TNO*	43.166	283.6	0.192	1960x1520x1000?	3.915	25,660
49,900	18.278
49.46	160
320	AOT
AOT	30 Jun 2005
26 Jan 2005	7 Nov 2005
29 Jul 2005
(524366) 2001 XR254	TNO CUB	43.215	284.1	0.029	171	?	2,780	12.5099	140	HST	20 Dec 2006	14 Mar 2007
(50000) Quaoar
Weywot	TNO CUB	43.219	284.1	0.035	1070	8.839	13,800	12.26	81	HST	14 Feb 2006	22 Feb 2007
1999 XY143	TNO CUB	43.224	284.2	0.078	213?	?	[2,700]	[14?]	179?	HST	19 Sep 2009	24 Sep 2009
2005 GD187	TNO CUB	43.253	284.5	0.015	123?	?	[7,600]	[150?]	102?	HST	21 Jan 2009	2011
(511551) 2014 UD225	TNO CUB	43.281	284.8	0.133	190?	?	[21,000]	[460?]	70?	AOT		4 Apr 2017
(119067) 2001 KP76	TNO 4:7	43.422	286.1	0.187	153?	?	[8,900]	[130?]	146?	HST	8 May 2007	19 Feb 2008
(525816) 2005 SF278	TNO 4:7	43.479	286.7	0.183	165?		[10,300]	[150?]	145?	HST	8 Dec 2014	7 Feb 2018
2014 LQ28	TNO CUB	43.527	278.2	0.093	250?		[24,000]	[290?]	210?	AOT	28 Sep 2016	4 Feb 2018
(66652) Borasisi
Pabu	TNO CUB	43.616	288.1	0.085	126	6.4	4,530	46.289	103	HST	23 Apr 2003	6 Jun 2003
(469610) 2004 HF79	TNO CUB	43.623	288.1	0.035	190?	?	[3,800]	[30?]	150?	HST	7 Jun 2019	Aug 2019
(506121) 2016 BP81	TNO CUB	43.623	288.1	0.078	190?	6.85	[11,000]	[140?]	170?	AOT		4 Apr 2017
(385446) Manwe
Thorondor	TNO 4:7	43.635	288.2	0.115	160	?	6,670	110.176	92	HST	25 Jul 2006	7 Sep 2006
2003 HG57	TNO CUB	43.677	288.7	0.032	156?	?	[13,200]	[210?]	156?	HST	22 Dec 2010	2012
(275809) 2001 QY297	TNO CUB	43.682	288.7	0.082	169	11.68	9,960	138.11	154	HST	18 Apr 2006	14 Mar 2007
2015 QL14	TNO CUB	43.698	288.9	0.115	130?		[52,000]	[2,300?]	120?	AOT	22 Nov 2017	7 Mar 2018
2015 VM173	TNO CUB	43.741	289.3	0.058	200?	?	[5,300]	[40?]	170?	HST	3 Aug 2019	Aug 2019
2015 RB280	TNO CUB	43.771	289.6	0.075	110?	?	[6,700]	[160?]	80?	HST	8 Oct 2019	5 Nov 2019
2004 PW117	TNO CUB	43.812	290.0	0.057	200?	?	[23,000]	[430?]	140?	HST	2 Jul 2019	Aug 2019
2001 QW322	TNO CUB	43.846	290.3	0.026	128	?	102,000	6,280	126	AOT	24 Aug 2001	9 Nov 2001
2003 YS179	TNO CUB	43.863	290.5	0.025	126?	?	[7,800]	[150?]	110?	HST	2 Nov 2008	2011
(88611) Teharonhiawako
Sawiskera	TNO CUB	43.894	290.8	0.030	178	9.50?	27,700	828.8	129	IMG	11 Oct 2001	15 Oct 2001
2001 QQ322	TNO CUB	43.930	291.2	0.054	171?	?	[3,900]	[32?]	156?	HST	15 Jun 2007	4 Mar 2008
(303712) 2005 PR21	TNO CUB	44.045	292.3	0.101	227?	?	[3,600]	[22?]	137?	HST	20 May 2007	4 Mar 2008
2006 BR284	TNO CUB	44.098	292.8	0.046	90	?	25,300	1,501	71	IMG	31 Jan 2006	11 Aug 2011
(505447) 2013 SQ99	TNO CUB	44.115	293.0	0.095	180?	?	[13,000]	[200?]	150?	AOT		4 Apr 2017
(524217) 2001 RZ143	TNO CUB	44.125	293.1	0.065	108	?	[1,600]	[17?]	90	HST	4 Sep 2005	14 Mar 2007
2000 CF105	TNO CUB	44.129	293.2	0.042	64	?	33,300	3,990	50	HST	12 Jan 2002	22 Mar 2002
(79360) Sila-Nunam	TNO CUB	44.133	293.2	0.016	249	300.24?	2,780	12.51	236	HST	22 Oct 2002	6 Oct 2005
(524531) 2002 XH91	TNO CUB	44.182	293.7	0.084	298?	?	[20,000]	[190?]	185?	HST	8 Nov 2008	27 May 2009
2004 HK79	TNO CUB	44.231	294.2	0.086	130?	?	[3,600]	[40?]	130?	HST	4 Jul 2019	Aug 2019
(469514) 2003 QA91	TNO CUB	44.257	294.4	0.070	188	?	[1,900]	[9?]	180	HST	19 Jun 2006	14 Mar 2007
(469705) 2005 EF298	TNO CUB	44.262	294.5	0.094	138?	9.65?	7,700	128.11	105?	HST	21 Jan 2009	2011
2001 FL185	TNO CUB	44.326	295.1	0.080	142?	?	[1,900]	[17?]	88?	HST	24 Jan 2006	14 Mar 2007
2015 RT245	TNO CUB	44.392	295.8	0.087	160?	?	[15,000]	[250?]	150?	HST	2 Sep 2019	5 Nov 2019
(148780) Altjira	TNO CUB	44.401	295.9	0.058	246	?	9,900	139.56	221	HST	6 Aug 2006	14 Mar 2007
2003 WU188	TNO CUB	44.410	296.0	0.042	178	?	[1,300]	[6?]	129	HST	< Mar 2007	14 Mar 2007
2004 PX117	TNO CUB	44.464	296.5	0.099	170?	?	[5,900]	[60?]	140?	HST	10 Jul 2019	Aug 2019
(123509) 2000 WK183	TNO CUB	44.619	298.0	0.050	106	?	2,370	30.917	101	HST	24 Nov 2005	21 Feb 2007
2003 TJ58	TNO CUB	44.649	298.4	0.090	65	?	3,840	137.68	51	HST	22 Nov 2006	14 Mar 2007
2004 KE19	TNO CUB	44.720	299.1	0.054	180?	?	[4,100]	[40?]	120?	HST	8 Jun 2019	Aug 2019
(364171) 2006 JZ81	TNO CUB	44.723	299.1	0.081	122	?	33,000	1,500	78	AOT	1 May 2006	11 Aug 2011
1998 WW31
S/2000 (1998 WW31) 1	TNO CUB	44.816	300.0	0.082	148	?	22,620	587.3	123	IMG	22 Dec 2000	16 Apr 2001
2002 VD131	TNO CUB	44.950	301.4	0.066	210?	?	[15,000]	[220?]	50?	AOT	15 Dec 2015	4 Apr 2017
(160091) 2000 OL67	TNO CUB	44.992	301.8	0.107	153?	?	[7,800]	[120?]	116?	HST	26 Jun 2007	19 Feb 2008
2004 PB108	TNO CUB	45.025	302.1	0.110	243	?	10,400	97.02	132	HST	4 Aug 2006	3 Mar 2007
2000 WT169	TNO CUB	45.121	303.1	0.009	205?	?	[2,600]	[14?]	168?	HST	24 Sep 2008	27 Sep 2009
2004 MU8	TNO CUB	45.127	303.2	0.075	130?	>2.5	[5,800]	[90?]	120?	HST	28 Jun 2019	Aug 2019
(523983) 1999 RY214	TNO CUB	45.224	304.1	0.180	125?	?	[1,500]	[15?]	76?	HST	20 Sep 2008	24 Sep 2009
2006 JV58	TNO CUB	45.348	305.4	0.068	170?	?	[4,300]	[40?]	130?	HST	19 Jun 2019	Aug 2019
2015 RP280	TNO CUB	45.418	306.1	0.097	120?	?	[5,100]	[90?]	90?	HST	6 Oct 2019	5 Nov 2019
(58534) Logos
Zoe	TNO CUB	45.443	306.3	0.124	82	?	8,220	309.9	67	HST	17 Nov 2001	11 Feb 2002
(174567) Varda
Ilmare	TNO CUB	45.634	308.3	0.142	705	5.91	4,800	5.7508	361	HST	26 Apr 2009	2011
2005 EO304	TNO CUB	45.734	309.3	0.068	152	?	69,800	3,580	78	IMG	15 Apr 2005	10 Mar 2005
(505476) 2013 UL15	TNO CUB	45.736	309.3	0.099	170?	?	[5,400]	[60?]	130?	HST	11 Oct 2019	5 Nov 2019
(136472) Makemake
S/2015 (136472) 1	TNO CUB	45.762	309.6	0.154	1430	7.771	[>21000?]	12.4	180	HST	27 Apr 2015	26 Apr 2016
2002 VF130	TNO CUB	46.024	312.2	0.117	121?	?	[22,400]	[760?]	105?	HST	3 Nov 2008	3 May 2009
2006 CH69	TNO CUB	46.045	312.4	0.042	100	?	27,000	1,420	82	AOT	17 Dec 2004	5 Aug 2010
2001 QC298	TNO CUB	46.191	313.9	0.122	235	7.78?	3,810	19.23	192	HST	4 Oct 2002	17 Dec 2002
2004 HD79	TNO CUB	46.293	315.0	0.027	240?	>8	[2,800]	[12?]	210?	HST	19 Jun 2019	Aug 2019
(508788) 2000 CQ114	TNO CUB	46.323	315.3	0.115	132?	?	6,930	220.7	115?	HST	6 Jun 2003	16 Feb 2004
2004 PV117	TNO CUB	46.350	315.6	0.159	200?	?	[6,800]	[70?]	90?	HST	29 Jul 2019	Aug 2019
2003 QR91	TNO CUB	46.376	315.8	0.180	207	?	[1,800]	[8?]	189	HST	< Mar 2007	14 Mar 2007
2003 YU179	TNO CUB	47.111	323.4	0.165	146?	?	[2,000]	[18?]	80?	HST	27 Sep 2008	27 Sep 2009
(26308) 1998 SM165
S/2001 (26308) 1	TNO 1:2	47.675	329.2	0.369	268	8.4	11,370	130.2	81	HST	22 Dec 2001	24 Jan 2002
2000 QL251	TNO 1:2	47.695	329.4	0.214	148	?	5,000	56.45	143	HST	25 Jul 2006	12 Sep 2006
(469505) 2003 FE128	TNO 1:2	47.949	332.0	0.253	178?	5.85	[2,100]	[14?]	131?	HST	26 Jun 2010	2012
(119979) 2002 WC19	TNO 1:2	48.182	334.5	0.265	440?	?	4,090	8.403	139?	HST	5 Nov 2006	27 Feb 2007
(182933) 2002 GZ31	TNO SDO	50.378	357.6	0.239	195?	?	[2,100]	[12?]	123?	HST	23 Apr 2006	28 Feb 2007
(48639) 1995 TL8	TNO	52.560	381.1	0.236	176	?	[420]	[1.4?]	80	HST	9 Nov 2002	6 Oct 2005
(523624) 2008 CT190	TNO SDO	53.042	386.3	0.346	270?		[1,300]	[3.3?]	220?	HST	18 May 2012	29 Apr 2018
(60621) 2000 FE8	TNO 2:5	55.580	414.4	0.406	146?	?	[1,200]	[8?]	111?	HST	15 Jan 2007	3 Mar 2007
(82075) 2000 YW134	TNO 3:8	58.340	445.6	0.294	216	?	[1,900]	[10?]	75	HST	25 Oct 2002	6 Oct 2005
(532037) 2013 FY27	TNO SDO	58.900	452.0	0.394	740		[9,800]	[15?]	190?	HST	15 Jan 2018	10 Aug 2018
(60458) 2000 CM114	TNO SDO	59.923	463.9	0.407	167?	?	[2,200]	[15?]	128?	HST	16 Jan 2006	18 Mar 2006
2006 SF369	TNO 1:3	62.893	498.8	0.378	144?	?	[3,100]	[28?]	141?	HST	13 Nov 2007	19 Feb 2008
(225088) 2007 OR10	TNO 3:10	66.990	548.3	0.507	1540	44.81	[15,000?]	[6?]	300?	HST	18 Sep 2010	17 Oct 2016
(136199) Eris
Dysnomia	TNO*SDO	67.836	558.7	0.440	2326	25.92	37,600	15.79	514	AOT	10 Sep 2005	2 Oct 2005
(229762) G!kun||'homdima
G!o'e!Hu	TNO SDO	74.158	638.6	0.494	590	11.05	[3,600]	[6?]	103	HST	13 Nov 2008	2011
(65489) Ceto
Phorcys	CEN	101.903	1028.7	0.825	223	4.43	1,840	9.554	171	HST	11 Apr 2006	Aug 2006
