,mean,stddev
mass_1,5.7e+18,0.3e+18
mass_2,7.0e+18,0.3e+18
mass_3,6.5e+17,1.0e+17
sma_2,825.0,50.0
ecc_2,0.125,0.005
aop_2,88.0,3.0
inc_2,68.75,1.0
lan_2,326.0,2.0
mea_2,164.0,4.0
sma_3,7550.0,75.0
ecc_3,0.291,0.005
aop_3,358.2,1.0
inc_3,59.3,1.0
lan_3,324.6,1.0
mea_3,190.5,1.5
