,mean,stddev
mass_1,5.2e+17,2e+16
mass_2,0.0,0.0
sma_2,8550.0,100.0
ecc_2,0.6629999999999999,0.009000000000000001
aop_2,146.8729802324796,1.0
inc_2,54.70340905490573,0.6
lan_2,131.5520080261503,0.4
mea_2,26.0,1.0
j2r2_1,405.0,40.5
c22r2_1,40.5,4.05
j2r2_2,400.0,40.0
c22r2_2,40.0,4.0
spaop_1,146.8729802324796,1.0
spinc_1,54.70340905490573,0.6
splan_1,131.5520080261503,0.4
sprate_1,0.0002493,2.493e-05
spaop_2,180.0,20.0
spinc_2,54.70340905490573,0.6
splan_2,131.5520080261503,0.4
sprate_2,2.356381480804535e-07,2.3563814808045353e-08
lat_offset,-0.00011809110391469933,0.005
long_offset,-3.708771264625856e-05,0.005
