,mean,stddev
mass_1,1.726e21,0.043e21
mass_2,1.0e20,1.0e+20
sma_2,24021,202
ecc_2,0.2908,0.007
aop_2,63.44589829,20
inc_2,63.5469959,2
lan_2,35.97373245,2
mea_2,96.52,20
j2r2_1,300000.0,200000.0
spinc_1,63.5469959,2
splan_1,35.97373245,2
