,geocentricTime,x,y,z
0,2451544.5,-45.82141331796208,-6.088202505556679,22.38539087841451
1,2451554.5,-45.64779803151924,-6.063804968683352,22.38906315911047
2,2451564.5,-45.48473878478789,-6.010713506477755,22.39273685771435
3,2451574.5,-45.33697515041049,-5.931387993081616,22.3964074521279
4,2451584.5,-45.20887466378738,-5.828811954678619,22.40006565884939
5,2451594.5,-45.10427059165738,-5.70700259941016,22.40372858961272
6,2451604.5,-45.02588598717848,-5.570440698301682,22.4073825814412
7,2451614.5,-44.97588362350797,-5.423845203042812,22.41102865942159
8,2451624.5,-44.95544815893523,-5.272508646476572,22.41467899004265
9,2451634.5,-44.96464192575981,-5.121509086665312,22.41831639507671
10,2451644.5,-45.00297354934989,-4.975865104352897,22.42195157277707
11,2451654.5,-45.06885545191378,-4.840586659627842,22.42558677141132
12,2451664.5,-45.15992447316516,-4.719955093700155,22.42920842426751
13,2451674.5,-45.27338846889511,-4.617986665049362,22.43283260102721
14,2451684.5,-45.40553144701673,-4.53816405077698,22.4364505214158
15,2451694.5,-45.55236848068916,-4.483027064692708,22.44005771804909
16,2451704.5,-45.70963604591422,-4.454736364663025,22.44366932636682
17,2451714.5,-45.87252260287992,-4.454549675759157,22.44726900638015
18,2451724.5,-46.03642406659548,-4.482846017157954,22.45086303393475
19,2451734.5,-46.19660513943009,-4.539552804685801,22.45445959282528
20,2451744.5,-46.34827867586586,-4.623531222427101,22.45804143658072
21,2451754.5,-46.48720927016236,-4.733007552868252,22.46162303317463
22,2451764.5,-46.60920435529344,-4.865702161709456,22.46520216675014
23,2451774.5,-46.71055221233098,-5.018347714432434,22.46876763574345
24,2451784.5,-46.78828428698226,-5.187371793315113,22.47233653311952
25,2451794.5,-46.83970954862743,-5.368696905907986,22.47589694976226
26,2451804.5,-46.86307977166506,-5.557596051846931,22.47944803241703
27,2451814.5,-46.85743847367304,-5.74940007977162,22.48300292482637
28,2451824.5,-46.82237929862098,-5.939069630452487,22.48654488777061
29,2451834.5,-46.7586940293621,-6.121481385553773,22.49008344320181
30,2451844.5,-46.66786452338047,-6.29193591102795,22.49362253994997
31,2451854.5,-46.55212340536563,-6.44568426901141,22.49714765809816
32,2451864.5,-46.41481747030023,-6.578564149918416,22.5006747177617
33,2451874.5,-46.25970383478551,-6.68714555721575,22.50419664084255
34,2451884.5,-46.09126705092541,-6.768394211502369,22.50770721346105
35,2451894.5,-45.9146324237748,-6.820414847366643,22.51122250183637
36,2451904.5,-45.73489485853609,-6.842175910440575,22.51472699678384
37,2451914.5,-45.55756047128362,-6.833420508970291,22.5182252456596
38,2451924.5,-45.38803761073555,-6.795218486310978,22.52172727218504
39,2451934.5,-45.23123789033513,-6.729349904684635,22.52521530774792
40,2451944.5,-45.09198694141453,-6.638483730395896,22.52870267078168
41,2451954.5,-44.97429823329582,-6.52633118398234,22.53218940957343
42,2451964.5,-44.88140592519132,-6.396908501290578,22.53566267265398
43,2451974.5,-44.81600386380639,-6.254926756228312,22.53913922137754
44,2451984.5,-44.77957153321731,-6.10551049782817,22.54260895509398
45,2451994.5,-44.77282924610877,-5.953626179652331,22.54606904893507
46,2452004.5,-44.79570507361328,-5.804554680548475,22.54953320766444
47,2452014.5,-44.84693414893892,-5.663289117827017,22.55298522434799
48,2452024.5,-44.92474682060254,-5.534349053795071,22.55643331783227
49,2452034.5,-45.02655157497414,-5.422154835681046,22.55988281608202
50,2452044.5,-45.14892796537548,-5.330304481575011,22.56331809110884
51,2452054.5,-45.28826845588999,-5.261824111320712,22.56675475558811
52,2452064.5,-45.44028497862132,-5.219279494368299,22.57018737402124
53,2452074.5,-45.60039796683274,-5.204160433173448,22.57360748649954
54,2452084.5,-45.76409234222016,-5.217439096718957,22.57703186179339
55,2452094.5,-45.92644305341801,-5.259352832964978,22.58044616359714
56,2452104.5,-46.08278483946594,-5.329096787418033,22.58385262673145
57,2452114.5,-46.22867729588182,-5.425455307822346,22.58726273673953
58,2452124.5,-46.35965041924805,-5.546325974334288,22.5906587793656
59,2452134.5,-46.47194493873256,-5.688833639865875,22.59405260556691
60,2452144.5,-46.56213957383963,-5.849800522089661,22.59744609113176
61,2452154.5,-46.62723802299366,-6.025194967113925,22.60082527528451
62,2452164.5,-46.66523356868568,-6.210647120151594,22.60420665152176
63,2452174.5,-46.67456479963467,-6.401612603282643,22.60758176246697
64,2452184.5,-46.65452995695701,-6.592974244936292,22.6109461220674
65,2452194.5,-46.60547338936363,-6.779801578828383,22.61431425548997
66,2452204.5,-46.52826848633685,-6.957186826316647,22.61767063101973
67,2452214.5,-46.42490282255631,-7.120179207050773,22.6210220332995
68,2452224.5,-46.29820107118898,-7.264533559005101,22.62437533370734
69,2452234.5,-46.15149638079105,-7.386300323683822,22.62771416589819
70,2452244.5,-45.98914333944298,-7.482135538646117,22.63105371048765
71,2452254.5,-45.81585424850193,-7.549766226989892,22.63439043696346
72,2452264.5,-45.63665055226235,-7.587474207774278,22.63771394047795
73,2452274.5,-45.45708716653047,-7.594656883539098,22.64104162751853
74,2452284.5,-45.28243524483528,-7.571824749181797,22.64436075846709
75,2452294.5,-45.11793050886799,-7.520143560939479,22.64767125492671
76,2452304.5,-44.96862519675549,-7.442017590788582,22.6509859597004
77,2452314.5,-44.83872479230659,-7.34061449985361,22.65428775900434
78,2452324.5,-44.73206270576849,-7.21963055194752,22.65758684994528
79,2452334.5,-44.65164872862761,-7.083680548288555,22.66088669269494
80,2452344.5,-44.59940495208775,-6.937537294972001,22.66417260556498
81,2452354.5,-44.57669673040334,-6.786228388881055,22.66746068910999
82,2452364.5,-44.58374107259046,-6.635105881230125,22.67074379080427
83,2452374.5,-44.6198190274112,-6.489088927314365,22.67401573394497
84,2452384.5,-44.68364178909515,-6.353068883414265,22.6772918785807
85,2452394.5,-44.77281220779199,-6.231636601390717,22.68055719890586
86,2452404.5,-44.88441227536677,-6.128591779883302,22.68381668942136
87,2452414.5,-45.01504192380963,-6.047486703831896,22.68707887383231
88,2452424.5,-45.16051106199033,-5.991088378670544,22.69032667540732
89,2452434.5,-45.31658242220134,-5.961305841817617,22.69357425703593
90,2452444.5,-45.47866878784132,-5.959634253994255,22.69682002253512
91,2452454.5,-45.641873664656,-5.986515224460952,22.70005169314484
92,2452464.5,-45.80163288496537,-6.041685739409492,22.70328679553294
93,2452474.5,-45.95321124809465,-6.12433317141308,22.70651420907818
94,2452484.5,-46.09210676045677,-6.232567202185514,22.70973154227778
95,2452494.5,-46.21438109557408,-6.364053708848462,22.71295266501377
96,2452504.5,-46.31617944748358,-6.515826816538274,22.71616118007482
97,2452514.5,-46.39438784117599,-6.684071605591614,22.71936557220427
98,2452524.5,-46.44655762473818,-6.864818316987856,22.72257073137179
99,2452534.5,-46.47064937853422,-7.053508317131109,22.72576143632847
100,2452544.5,-46.46572628949456,-7.245198154000125,22.72895342010118
101,2452554.5,-46.43151685011014,-7.435083956144687,22.73214087263057
102,2452564.5,-46.36847548986736,-7.618015011450978,22.73531601374138
103,2452574.5,-46.27825209067521,-7.789082749774722,22.73849524017909
104,2452584.5,-46.1630473818097,-7.94381391109165,22.74166430555577
105,2452594.5,-46.02594531502763,-8.077830734337006,22.7448262114959
