,geocentricTime,x,y,z
0,2455141.720893553,11100063725.617647,-6357406914.205115,-800446627.64274
1,2455457.667811789,11115317963.587711,-6207699442.237114,-768401380.7030758
2,2458029.669996121,11568484066.078312,-5962357619.718735,-506310225.7618971
3,2458037.346282606,11574773975.690868,-5980596085.666137,-505522150.6561854
4,2458044.234307022,11582540214.976841,-5996307046.911228,-504816791.15862554
5,2458092.244578789,11682297254.239075,-6070148638.786107,-499906956.1239009
