,time,dist,RA-Primary,DEC-Primary,Delta-RA,Delta-RA-err,Delta-DEC,Delta-DEC-err
0,2453440.93703,42.70313,12.748622,-1.05946,2.7499599999999997,0.12605999999999998,-0.8599899999999999,0.12605999999999998
1,2453441.8905599997,42.69732,12.747567,-1.05226,2.53998,0.21938000000000002,-0.78999,0.21938000000000002
2,2453441.98852,42.696740000000005,12.747458,-1.05152,2.42002,0.34069,-0.42,0.34069
3,2453475.65806,42.66495,12.707828,-0.7972600000000001,2.5600099999999997,0.06534,-0.77,0.06534
4,2453475.68248,42.66505,12.707797,-0.79709,2.61004,0.1027,-0.6300100000000001,0.1027
5,2453528.53737,43.218509999999995,12.66385,-0.5665,2.45001,0.02798,-0.56,0.02798
6,2453528.62898,43.21991,12.663817,-0.5664100000000001,2.48,0.056029999999999996,-0.51,0.056029999999999996
7,2454890.00165,42.6471,13.081536,-3.2175700000000003,-1.24442,0.04844,0.67206,0.04844
8,2454890.00729,42.647040000000004,13.081531,-3.21754,-1.30285,0.05517999999999999,0.7548,0.05517999999999999
9,2454890.01859,42.64692,13.081519,-3.21746,-1.2696100000000001,0.04198,0.6671,0.04198
10,2454890.02424,42.64685,13.081514,-3.21743,-1.2212100000000001,0.04554,0.68479,0.04554
11,2454890.03409,42.64675,13.081506,-3.2173599999999998,-1.29321,0.04943,0.64782,0.04943
12,2454890.03974,42.64669,13.0815,-3.21733,-1.36646,0.04297,0.64279,0.04297
13,2454952.88033,42.52302,13.010675,-2.76951,-1.48916,0.01789,0.63477,0.01789
14,2454952.8868400003,42.52306,13.010667,-2.76947,-1.4884600000000001,0.01729,0.64976,0.01729
15,2454952.8925,42.5231,13.010661,-2.7694400000000003,-1.4946700000000002,0.020059999999999998,0.66713,0.020059999999999998
16,2454952.89815,42.523140000000005,13.010655999999999,-2.7694099999999997,-1.51005,0.01993,0.65504,0.01993
17,2454952.90484,42.52319,13.010647,-2.76936,-1.5140200000000001,0.0202,0.66592,0.0202
18,2454952.91051,42.52323,13.010642,-2.76933,-1.48423,0.02284,0.6467,0.02284
19,2454952.91616,42.523270000000004,13.010636,-2.7693,-1.5056399999999999,0.016040000000000002,0.65213,0.016040000000000002
20,2455003.76452,43.15587,12.976275,-2.61174,-1.6428599999999998,0.03392,0.64979,0.03392
21,2455003.7707700003,43.15597,12.976275,-2.61174,-1.6855,0.04778,0.64835,0.04778
22,2455003.77646,43.15606,12.976275,-2.61174,-1.6649599999999998,0.03703,0.65071,0.03703
23,2455003.78217,43.15616,12.976272,-2.61174,-1.60346,0.053,0.6692,0.053
24,2455003.7878799997,43.15625,12.976272,-2.61174,-1.61999,0.05267,0.7068800000000001,0.05267
25,2455003.7935599997,43.15634,12.976272,-2.61174,-1.5728600000000001,0.056960000000000004,0.64056,0.056960000000000004
26,2455003.79924,43.15643,12.976269,-2.61175,-1.64064,0.05056,0.68032,0.05056
27,2455192.11167,43.60652,13.174192000000001,-3.8882199999999996,-1.69377,0.02495,0.43038999999999994,0.02495
28,2455192.11712,43.60642,13.174194,-3.88823,-1.63818,0.02534,0.36524,0.02534
29,2455192.1225799997,43.60633,13.174197,-3.88824,-1.66405,0.026269999999999998,0.35406,0.026269999999999998
30,2455192.1280400003,43.60624,13.1742,-3.88825,-1.65275,0.02165,0.38718,0.02165
31,2455192.13349,43.60614,13.174203,-3.88826,-1.68235,0.02191,0.39326,0.02191
32,2455192.13895,43.60605,13.174206,-3.8882800000000004,-1.6687599999999998,0.02224,0.39207,0.02224
33,2455192.14447,43.605959999999996,13.174207999999998,-3.88829,-1.64395,0.02231,0.37466,0.02231
34,2455239.99204,42.80738,13.173219,-3.8181599999999998,-1.66792,0.03841,0.39434,0.03841
35,2455239.99749,42.8073,13.173214000000002,-3.81814,-1.67019,0.04138,0.3687,0.04138
36,2455240.00294,42.80723,13.173210999999998,-3.81811,-1.64579,0.03241,0.31887,0.03241
37,2455240.0084,42.80715,13.173207999999999,-3.81809,-1.60784,0.0268,0.33173,0.0268
38,2455240.01387,42.80707,13.173206,-3.81806,-1.6645400000000001,0.02825,0.3298,0.02825
39,2455296.6126,42.38581,13.116414,-3.43526,-1.54014,0.03023,0.20409000000000002,0.03023
40,2455296.62445,42.38582,13.116397000000001,-3.43517,-1.58149,0.02798,0.24591999999999997,0.02798
41,2455296.62837,42.38582,13.116394,-3.43514,-1.5751,0.03135,0.26476,0.03135
42,2455296.6336,42.38582,13.116385999999999,-3.4351,-1.57139,0.03188,0.20492,0.03188
43,2455296.63622,42.38582,13.116382999999999,-3.43508,-1.56116,0.037360000000000004,0.20758000000000001,0.037360000000000004
44,2455296.64158,42.38583,13.116378,-3.4350400000000003,-1.59445,0.022109999999999998,0.24591,0.022109999999999998
45,2455324.75133,42.5155,13.084253,-3.24919,-1.54914,0.04693,0.18204,0.04693
46,2455324.76365,42.5156,13.084239,-3.24913,-1.5295,0.06262999999999999,0.2111,0.06262999999999999
47,2455663.99897,42.33971,13.194810999999998,-3.93791,-0.60202,0.020919999999999998,-0.31895999999999997,0.020919999999999998
48,2455664.00547,42.33972,13.194803,-3.9378599999999997,-0.6099899999999999,0.023030000000000002,-0.35186999999999996,0.023030000000000002
49,2455664.01197,42.339729999999996,13.194797,-3.93781,-0.58532,0.02528,-0.34848,0.02528
50,2455664.01849,42.339729999999996,13.194789000000002,-3.93776,-0.62235,0.02086,-0.32715,0.02086
51,2455664.025,42.33974,13.194780999999999,-3.93771,-0.5816399999999999,0.022969999999999997,-0.34742,0.022969999999999997
52,2457893.65639,42.248709999999996,13.643707999999998,-6.79167,0.9597100000000001,0.00125,0.2896,0.00047999999999999996
53,2458864.49753,43.07833,13.988872,-8.89751,-1.7106299999999999,0.00093,0.21285,0.00187
