,Unnamed: 0,kboTIME,x,y,z
0,0,2452214.3582640593,-3378083703.94246,5552022798.115546,19269647.294597868
1,1,2452217.8342258995,-3373319305.5730577,5544557234.906371,19219362.67504621
2,2,2452570.2344280225,-3511531263.7211003,5499863689.612346,13834550.020432236
3,3,2453704.768970839,-3806027390.9579225,5188561320.588378,-3541794.035876752
4,4,2454383.1368057462,-4107222336.1258936,5124805578.706582,-13948186.885033848
5,5,2454383.33960438,-4107128697.4444366,5124262058.373452,-13953378.990553858
6,6,2454384.9354126463,-4106353255.4801826,5119961356.197496,-13975915.479426147
7,7,2454426.690352853,-4051755599.3227134,5028248525.578282,-14615507.282499792
8,8,2454457.833330914,-3983420138.1689982,5001080449.824511,-15091025.786353115
9,9,2455254.9687238308,-4088364900.626964,4896290115.923381,-27294120.334873915
10,10,2455255.9515467733,-4087722509.285974,4898414056.419847,-27309092.18575383
11,11,2455289.918354354,-4091515489.7421007,4976073487.778799,-27830048.65481854
12,12,2455313.00582328,-4122294138.19941,5023899909.64497,-28184381.06789732
13,13,2455345.027978776,-4194337504.332401,5066375797.944802,-28673113.63244343
14,14,2455987.424333875,-4299250004.475571,4708965115.77621,-38433649.98622632
15,15,2456312.6639151867,-4456844213.843617,4542236082.941804,-43349323.24345828
16,16,2456331.414475244,-4424433063.38955,4568039821.177878,-43635208.79016615
17,17,2456337.6942892624,-4416094579.238238,4579195142.879197,-43728037.7196014
18,18,2456356.443093001,-4400381374.473904,4617803650.713523,-44013771.994801536
19,19,2456362.723990116,-4398424727.978785,4631922213.679201,-44107825.70596361
