name,designation,period,period_err,a,a_err,e,e_err,i,i_err,long_epoch,long_epoch_err,lan,lan_err,pomega,pomega_err,mass_tot,mass_tot_err,diam_1,diam_2,epoch_jd
Gǃkúnǁ’hòmdímà and Gǃò’é ǃhú (229762),2007 UK126,11.3147,0.0002,6040,50,0.024,0.007,43.7,0.4,344,1,111,1,90,20,136,3,590,130,2457000.0
