,mean,stddev
mass_1,1.3e+18,9e+16
mass_2,0.0,0.0
sma_2,54000.0,1000.0
ecc_2,0.38,0.02
aop_2,168.59376130715893,2.0
inc_2,25.562995341784873,0.4
lan_2,93.03824412924527,0.8
mea_2,291.6,0.8
j2r2_1,620.0,62.0
c22r2_1,62.0,6.2
j2r2_2,415.0,41.5
c22r2_2,41.5,4.15
spaop_1,168.59376130715893,2.0
spinc_1,70.56299534178487,0.4
splan_1,93.03824412924527,0.8
sprate_1,0.0002493,2.493e-05
spaop_2,180.0,20.0
spinc_2,70.56299534178487,0.4
splan_2,93.03824412924527,0.8
sprate_2,2.3473299366794086e-08,2.347329936679409e-09
lat_offset,3.868190754607683e-05,0.005
long_offset,-0.0002023340475567973,0.005
