,time,Lat_Prim,Long_Prim,DeltaLat_Dysnomia,DeltaLong_Dysnomia,DeltaLat_Dysnomia_err,DeltaLong_Dysnomia_err,DeltaLat_Hercules,DeltaLong_Hercules,DeltaLat_Hercules_err,DeltaLong_Hercules_err
0,2453623.460350036,-14.504220375159814,20.43355284033596,-0.15211149093460088,-0.3309531981822778,0.008,0.008,,,,
1,2453707.380416155,-14.460551134367993,20.483271836708983,-0.3376993190840818,0.41262913499491444,0.006,0.006,,,,
2,2453967.560622394,-14.324983819190296,20.63742106821475,0.37913853019197147,-0.06090253914770629,0.01,0.01,,,,
3,2453968.5306231664,-14.324475995467159,20.637997952405428,0.4145016263535347,-0.2493243725851168,0.04,0.04,,,,
4,2453977.520630329,-14.319796198554185,20.643323938688763,-0.35943632730494934,0.3810529315883599,0.03,0.03,,,,
5,2453977.81063056,-14.31963493405511,20.64349073367353,-0.3292363640511949,0.40979023809905357,0.001,0.001,,,,
6,2453978.440631062,-14.319308744165339,20.64387016610958,-0.25828055224837526,0.4719160506515168,0.01,0.01,,,,
7,2454325.025989362,-14.138278783876453,20.84939210039251,-0.3544113572931937,-0.038945273003058514,0.00415,0.00415,,,,
8,2457051.1111994446,-12.702624830327133,22.475053133953534,0.17538008787108716,0.3340820990002137,0.0022600000000000003,0.0022600000000000003,,,,
9,2457051.181019521,-12.702589370390315,22.475100549213447,0.18332386887077096,0.31930805566097137,0.0022600000000000003,0.0022600000000000003,,,,
10,2457054.361342977,-12.700907405681868,22.476983014597558,0.39457774650239275,-0.24724048399154694,0.0022600000000000003,0.0022600000000000003,,,,
11,2457054.432083054,-12.700868270168758,22.477020912555666,0.3952461090008908,-0.2639555115002408,0.0022600000000000003,0.0022600000000000003,,,,
12,2458119.2247108333,-12.133735432627125,23.105753923039106,0.39196684849889346,-0.10060352314908626,0.00367,0.00367,,,,
13,2458119.423301056,-12.133627115857827,23.105863411414443,0.39897096555365047,-0.14362268908590783,0.00474,0.00474,,,,
14,2458121.20229305,-12.1326685670837,23.106919115883695,0.3341268688834584,-0.410511903457574,0.00595,0.00595,,,,
15,2458127.1719697425,-12.129478920655611,23.11044317416411,-0.38488231741557966,0.09411189201767937,0.00359,0.00359,,,,
16,2458128.3640210787,-12.128834338354125,23.111141867175302,-0.37389440903238486,0.3055254128241864,0.00232,0.00232,,,,
17,2458132.403335608,-12.126677978503626,23.113525186328012,0.13049227784689213,0.3708845498341059,0.0022600000000000003,0.0022600000000000003,,,,
18,2458152.13673774,-12.116116547863536,23.12517679909539,0.3840300989548207,-0.29591383261662807,0.0022600000000000003,0.0022600000000000003,,,,
